old,new
"あ、隊長聞いてくれ！
この前《大聖堂》で見つけてくれた
《古井戸の地図》を解析して
新たな作戦を立てたんだ",
"ここへ来たということは――
もちろんそいつを聞きにきたんだよね？",
よしよし、それじゃあ早速説明するよ！,
"今使える古井戸の中で
ちょうど《第一の門》の内側に
出られそうなものがあるんだ",
"《第二防衛区画》の状況はまだ分からないからね
いきなり敵陣深くに出るのは危険だ",
"今回の作戦は、偵察が目的さ
まずは敵の戦力を知りたい",
"いつも通り、ボクと隊長の二人で潜入する
準備ができたらいつでも声をかけてくれ！",
"もう早く出発したくてウズウズしてたよ
隊長が“相棒”を見つけてくれたからね！",
"なんせ城内で杖を振り回すと怒られるから
ずっと我慢していたのさ！",
"ついうっかり、“潜入任務”だということを
忘れそうだね！　あっはっは！",
さ、早く出発しよう！,
出発する,Depart
――少し待ってほしい,...I want to wait awhile
久々の潜入、気を引き締めて行こう！,
"早くしないと、ボク
ここで杖を振り回してしまいそうだよ！",
"いよいよここから《第二防衛区画》だね
思ったより警備が手薄だが――
まさか古井戸から現れるとは思ってないか",
"ここからではあまり情報を得られないな
まずは、この壁の突き当りまで進もう",
"待った――
ここから先は見張りがいる",
"かなり広い場所だな――
奥に大きな櫓も見える",
"ここから見えるだけでも
そこそこのオークがいるな――
まだまだ戦力は残っているということか――",
"見つかると潜入続行は絶望的だし
この中に入るのは不可能と見ていい",
"仕方ない――
見張りをやり過ごして、奥に見える
扉を調べるとしよう",
隊長、潜入の基本、覚えているかな？,
"奴らが十分離れた位置で
背中を向けて立ち止まった時がチャンスだ
すばやく移動してくれ",
"隊長が先に渡って
そこからタイミングを見て合図してくれ
そしたらボクもそちらへ移動を開始する",
"合図の方法はエモートの＜手招き＞だ
よろしく頼んだよ",
"奴らが十分離れた位置で
背中を向けて立ち止まった時がチャンスだ
すばやく移動してくれ",
"隊長が先に反対側の旗の下まで行って
そこでタイミングを見て合図してくれ
そしたらボクもそちらへ移動を開始する",
"合図の方法はエモートの＜手招き＞だ
よろしく頼んだよ",
とりあえず、ここまでは来れたね,
"この扉の向こうは――
《隔離兵舎》か
実に期待感のある名前だ",
せっかくだ、ここも見学して行こう！,
"ちょっと名前が楽しげだったんで
扉の向こうの気配も気にせず入ってしまった",
"まぁ、幸い敵の姿はないが――
いったい何だろうか、この空間は",
"何か、とんでもないものが
文字通り“隔離”されてる感じを
醸し出しているね、これは",
"巨大な武具一式に――檻もあるな
ん？　隊長
ちょっと奥を見てくれ",
"これ見よがしに“３つの扉”と
これまたあからさまな“３つのレバー”か――",
"おいおい、隊長
変な気は起こさないでくれよ？",
"一度、レバー関係で
ちょっとした騒ぎになったの、忘れたのかい？",
"ここは素通りできそうなんだから
さっさと奥の扉を抜けるのが
常識人の発想というものだ",
"“無事に”ここを抜ける日を迎えられて
ボクはうれしいよ、隊長",
"さて――立札を信じると
この先は《大演習場》ということだ",
"もしかすると、さっきの広場がそうなのかもしれない
とにかく、先へ進もう",
"扉の向こうに気配がないのは
すでに確認済みさ",
"ふむふむなるほど――
この櫓はさっき見たやつだな
ちょうどその裏手にあたるらしい",
"やはり、思った通りここが《大演習場》で――
ボクらが来た《古井戸》は反対側だ",
"櫓の後ろを通れば、もう少し先まで行けそうだな
ボクに付いて来てくれ",
"この先に見張りのオークがいる――
その奥に見えるのは
《第一防衛区画》にもあったのと同じ門だ",
"おそらく、あの門の向こう側が《第二の門》
この区画の最奥だろう",
"敵戦力の中心はおそらくそこだ
なんとかして、状況を確認しておきたいが――",
"ん――あそこにあるのは――“攻城塔”か
見張りがいなければ、あれが使えそうだ",
"隊長、聞いてくれ
あの奥に見える“攻城塔”――
あそこまで行きたい",
"まずは、目の前にいる見張りをやり過ごす
そうだな、そこに見える篝火の近くまで
まずは隊長が進んでくれ",
そしたらいつも通り、合図をよろしく頼むよ,
"まずは、目の前にいる見張りをやり過ごす
そうだな、そこに見える篝火の近くまで
まずは隊長が進んでくれ",
そしたらいつも通り、合図をよろしく頼むよ,
"広場の奴ら、集まって何かしているな
よし、今なら大丈夫だろう
奥の“攻城塔”へ向かおう",
"ボクらは実に運がいいね！
見張りの一人はいると思っていたが
今日は貸し切りらしい",
"隊長、すまないがこいつに登って
門の向こうの様子を見てきてくれないかな？",
"敵の数や種類、設備などの状況が
わかれば大丈夫だ",
"ボクは、ここで敵が来ないか見張っておく
それじゃあ頼んだよ",
"どうだった？　隊長
ふむふむ、なるほど――",
"《第一の門》とほぼ同等の戦力だね
今のままじゃあ、突破は厳しいだろう",
"よし、《第二防衛区画》の偵察はこれで十分だ
城に戻って、作戦を立てるとしよう",
"今回の潜入任務で貴重な情報を得られたよ
ありがとう、隊長！
これで次の作戦が立てられそうだ",
"《第二防衛区画》、なんとしても
取り戻したいからね",
"明日には、完璧な作戦を用意しておく
隊長はゆっくり休んでいてくれ",
え、見つかった！？,
