old,new
"あ、ねぇねぇ！
さっきスニーカーさんがスッと大食堂にやって来てさ
すごいこと頼まれちゃった！",
"“幻の食材”の話――
聞きたいよね？",
"やっぱり聞きたいよね！
実は――",
"前に盗賊だった料理人さんが作ってくれた
絶品の鍋料理があったらしくてさ
スニーカーさんも一度だけ
食べたことがあるみたいなの",
"でも、それを作った人はもう
盗賊から足を洗っちゃって
連絡が取れないんだって",
"ちゃんとしたレシピもないし
もう作るのは難しそうなんだけど――",
"せめてその鍋に入っていた
“フワフワなのに、ワイルドな噛みごたえ”
なお肉の正体を知りたいんだって",
"で――
色々調べて檻を仕掛けたのはいいけど
お化けが出そうな気がして怖いから
アタシたちに様子を見てきて欲しいんだって",
"こんな話聞いたら、気になっちゃうよね？
準備できたら、すぐにでも出発しようよ！",
"アタシはすぐにでも出発できるよ
あなたは――",
"うーん、その顔は
どう見ても準備万端だよね？",
出発する,Depart
――少し待ってほしい,...I want to wait awhile
"よし！
“幻の食材”が逃げちゃわないうちに、出発！",
"準備万端の顔にして
なるべく早めに来てね！",
"ねぇねぇ！
“幻の食材”の正体、何だと思う？",
巨大な豚,Giant Pig
リザードマン,Saurian
"やっぱり、ブタさんだよね！
今まで見たことも食べたこともないくらい
そう、大きくて脂ののった、絶品の――",
"うう、考えるだけで
よだれが溢れてきちゃうね",
"ほら！
はやく檻の仕掛けられた場所に行こう！",
"やめてよね
“アイツ”が美味しいわけないじゃない",
"イノシシがこんな人里に近いところにいるのって
なんだか珍しいね",
"何ていうか
鬼気迫るものがあったというか",
"“野生のざわめき”を感じたような――
“幻の食材”と、何か関係があるのかな？",
"とにかく――
檻のある場所、行ってみよっか",
"はぁ――はぁ――
な、なに――今の",
"こんなすごいの、今まで見たことないよ
これが“幻”かと思った――
目の前がイノシシで埋め尽くされて――",
"と、とにかく――何とか生き延びたけど
檻、空っぽだったね――",
"というか、なんかとてつもない力で
こじ開けられて扉がふっとんでるよ
――ど、どうする？",
報告へ行く,
ここで待ち伏せする,
"そ、そうだね――
正体は分かんなかったけど
危ないヤツっていう情報は手に入れたし――",
"まだ息は上がってるけど
スニーカーさんに報告しに行こっか――",
"ええっ――
どんなヤツが出るかも分からないし
あなたがいてくれても、さすがに怖いよ",
"アタシの野生の勘が“危ない”って言ってるんだ
とにかくここ、離れよ？",
（ダミーデータ）,
"はぁ――はぁ――
走りっぱなしで、これ以上歩けない――",
"さっき見たもののこと
スニーカーさんに伝えてきて――",
"何ですって！
檻がこじ開けられていた――
しかも、大量のイノシシに襲われた――と",
"覚者さんとキャリーの姐さんを
とんでもない目に合わせてしまって
なんと詫びればいいやら――",
"その上、さっき運んで来てもらった
食料があれば、俺らも当分暮らせそうでさ",
"色んな頼みごとを気軽に引き受けてくれて――
ほんと、キャリーの姐さんとあんたには
感謝してもしきれねぇや",
"大したお礼にはなりやせんが――
前にキャリーの姐さんが探してた
酒樽を修理するための<COL ff2600>《巨大な木材》</COL>",
"見つけておきやしたぜ
持っていってくださいや",
"当然、これだけで済ませる気はありませんぜ
今後もキャリーの姐さんがお困りの時は
何でも協力しやしょう
食堂の復旧――応援してますぜ",
"ほんとにほんとに
ありがとうございやした！",
"何ですって！
檻がこじ開けられていた――
しかも、大量のイノシシに襲われた――と",
"覚者さんとキャリーの姐さんを
とんでもない目に合わせてしまって
なんと詫びればいいやら――",
"その上、さっき運んで来てもらった
食料があれば、俺らも当分暮らせそうでさ",
"色んな頼みごとを気軽に引き受けてくれて――
ほんと、キャリーの姐さんとあんたには
感謝してもしきれねぇや",
"今後、キャリーの姐さんがお困りの時は
何でも協力しやしょう
食堂の復旧――応援してますぜ",
"ああ、スニーカーさんに声かけてきてくれたんだね
ありがとう――",
"まだ疲れは残ってるけど――
ティネス砦に帰らなきゃね",
"ねぇ――
なんか、また誰かいる気がするんだけど――",
"しかも今回は、なんていうか
より力のこもった視線を感じる――",
例のごとく、あなたにお任せしちゃうね！,
へへ、やっぱり気付いてもらえましたか,
"今回はキャリーの姐さんじゃなく
覚者さん――あんたにどうしても
頼みたいことがあってここまで来たんです",
話を聞く,Hear the story
無視する,Ignore
"じ、実は――“幻の食材”が諦められずに
今度はもっと頑丈な檻を仕掛けて
草葉の陰からこっそり見張ってたんですがね",
"突然、とんでもねぇ気配を感じて
慌てて逃げようとしたら
自慢の足を挫いちまいまして",
"いや、情けない話で――
だけど“ヤツ”は必ず現れてるはずなんでさ！",
"覚者さんの腕っぷしは風の噂に聞いてます
――どうにかひとつ、様子を
見て来てもらえませんかね？",
"そんな――せっかく先回りまでして潜んでたのに
無視はあんまりじゃないですかい",
"じ、実は――“幻の食材”が諦められずに
今度はもっと頑丈な檻を仕掛けて
草葉の陰からこっそり見張ってたんですがね",
"突然、とんでもねぇ気配を感じて
慌てて逃げようとしたら
自慢の足を挫いちまいまして",
"いや、情けない話で――
だけど“ヤツ”は必ず現れてるはずなんでさ！",
"覚者さんの腕っぷしは風の噂に聞いてます
――どうにかひとつ、様子を
見て来てもらえませんかね？",
"お願いしますよ――
どうしても“幻の食材”が諦められねぇんです",
"今頃、“ヤツ”は必ず現れてるはずなんでさ
そこを覚者さんの腕っぷしで何とか――！",
"え？
足を挫いたスニーカーさんが来てた？
へぇ――足を挫いててもアタシより速いんだね",
"それにしても、やっぱり“幻の食材”は気になるな
さっきはとんでもない目にあったけど――
今度は檻にかかってるかもしれないんだよね？",
"そうとなれば、これはもう
行くしかないでしょ！",
"今度は念入りに準備して――
もしものことを考えて
一週間分の食料も用意して向かおう！",
"めいっぱい袋に詰め込むのに時間かかるから
準備できたらまた声かけるね！",
