old,new
新しい《証拠》を手に入れたぞ！,
"<NPC 691>を完全に落とすためには
まだまだ《証拠》が足りない――",
"メガドの中で得られる証拠はまだまだ
あるはずだ
さぁ、《諜報活動》にでかけよう",
"<COL ff2600>調査できそうな場所が無くなったり
《諜報活動》を終えたいときは
俺に声をかけてくれ</COL>",
"よし、それじゃあ出発の準備ができたら
もう一度俺に声をかけてくれ",
それじゃあ、メガドでの《諜報活動》を始めるか？,
はい,Yes
いいえ,No
今日はもう終わりにするか？,
まだ続ける,Continue on
終わりにする,End
無駄な戦闘は、できるだけ避けたいんだがな,
騒ぎになると面倒だな――,
チッ、雑魚どもめ――,
"夜のメガドは危険だ
しっかり準備していけよ",
"もうすぐ夜が明けるな
帰るぞ――",
"憲兵が見張ってやがる――
くそ、大通りは通行止めってわけか",
"おい覚者、気をつけろ！
危うく憲兵に見つかるところだったぞ",
"だれ――？
みんなのお友達？",
"あ、覚者さん
僕の話、覚えててくれたのかな",
"<NPC 691>――だっけ？
彼が何か知っているみたいだよ
聞いてみて",
"こんばんは！
ぼくたちの集会にようこそ",
"えぇと――話はきいているよ
ぼくに何か聞きたいことがあるんでしょ？",
<NPC 691>のことを聞く,
なんでもない,Nothing
"うーんと――名前はわかんないけど
たぶん、ぼくその人知ってるよ
何度か、話しかけたことがあるんだ
よくメフィスさんの後をついていってたから",
"そのときのことが知りたいんだね？
うーん、教えてあげてもいいけど――",
"――――そうだ！
いっしょに遊んでくれたら教えてあげる！
ね、いいでしょ",
"あのねー、ぼくと鬼ごっこして捕まえられたら
あなたの勝ち！",
それじゃ――準備はいい？,
はい,Yes
いいえ,No
"すごいすごーい！
足が速いんだね！
でも、ぼくも負けないよ",
"彼はわたしたちの中で一番足がはやいの
きっとおいつけないよ！",
"僕たち、ここで暮らしていると
追いかけられることが多いから――
自然と足も速くなるんだよね",
彼は僕らの中で一番のランナーなのさ,
あのガキを捕まえて、<NPC 691>の情報をもらうぞ！,
"すごい――！
まさか、本当に勝っちゃうなんて",
"へぇ、すごいじゃん覚者さん
彼に勝てた人なんて初めて見た",
"うーん、負けちゃったよ！
鬼ごっこ、つよいんだね――",
"それじゃ――約束だもんね！
あなたとメフィスさんを
こっそり追いかけてた人のことを
知りたいんだよね？",
"――えーと
最近ぼくらの縄張りに来るようになったんだ
それで、見て回りながら
いろいろなことをメモしているみたい",
"あの日も、メフィスさんとあなたの後を
こっそりついていって、ずーっと何か書いてたよ
メフィスさんが、あの人を捕まえるまで！
――ぼく見てたもん、まちがいないよ！",
"いったい何を書いていたのかな？
似顔絵とか――？",
"あのお兄さん、わるい人なの？
ぼくの話、役に立てたかな――？",
"<NPC 691>のメモが落ちているとすれば
　　　　　この辺りだ――探してみろ",
"あら、覚者さんとメフィスさん！
舐めるように地面を見て、一体どうしたの？",
"“メモの落し物”――ですって？
本当にこの辺りで<NPC 691>さんと
争った時に、落としたの？",
"もしかして、誰かが拾っちゃったのかしら
この辺りはあんまり治安が良くないから
落し物が次の日もそのまま残ってるってことは
あんまりないかも――",
"そうだ、もしかしたら<NPC 698>さんが
何か知っているかもしれないわ！
ガラクタや、盗品なんかも扱ってるそうなの
聞いてみて！",
"“メモの落し物”――
本当にこの辺りで<NPC 691>さんと
争った時に、落としたの？",
"もしかして、誰かが拾っちゃったのかしら
この辺りはあんまり治安が良くないから
落し物が次の日もそのまま残ってるってことは
あんまりないかも――",
"そうだ、もしかしたら<NPC 698>さんが
何か知っているかもしれないわ！
ガラクタや、盗品なんかも扱ってるそうなの
聞いてみて！",
話が早くて助かるね――,
"実は、掘り出し物の花瓶を手に入れたんだけど
運ぶ途中、助手がどこかに落としちまったんだよ
それを探してきてほしいんだ",
"心当たりのある場所の印を
マップにつけておいたやったからね",
"かなり良い品だからね――
見つけたら気を付けて扱ってくれよ
あんたたちの欲しいメモはそれと交換だ",
<NPC 698>め、そんな副業があったとは,
探し物とは厄介だが、仕方ない,
これ――ではないらしいな,
"これがその探し物か――
　　　　　<NPC 698>に報告しよう",
"フン、気が利かないねえ
それともそういうフリをしてんのかい？",
"――まぁどっちでもいいさ
気が向いたらまた来ておくれよ",
"実は、掘り出し物の花瓶を手に入れたんだけど
運ぶ途中、助手がどこかに落としちまったんだよ
それを探してきてほしいんだ",
"心当たりのある場所の印を
マップにつけておいたやったから
探してきておくれよ",
"戦時下じゃ見向きもされない品だがね
芸術ってのは平和になってから
価値がどんどん上がっていくものなのさ
くれぐれもくすねたりするんじゃないよ！",
"おやおや、また来たんだね――
仕事の話かい？",
"ガラクタ集めぇ？
あぁ――確かに副業でやってるよ
拾ったガラクタやら盗品を買い取ってるんだ",
"鉄くずなんかは結構金になってねえ――
英雄サマはゴミに興味があるのかい？",
"メモの書き付けられたノート？
あぁ、ちょうど入りたてのヤツがあるねぇ
確かに、特徴はあんたの話と一致しているヤツさ",
"だがね――タダって訳にはいかないよねぇ
こっちも商売でやってるから
わかるよねぇ",
困りごとを解決する,
わからない,
これだよこれ――ありがとよ,
さてと――次はあたしの番だね,
"はい、これがあんたの欲しいノートだよ
どこからか子供が拾ってきたから
小遣いを渡して買い取ったのさ――感謝しとくれよ",
"それにしても、誰のか分からないメモなんて
ずいぶんと趣味の悪い物を欲しがるんだねぇ
でも、この文体――
どこかで見たことがあるような気もするんだけど",
"ま、いいさ――
また何か落し物を探したいときはおいで
だいたいあたしの所に集まってるから",
"まだ何かあるのかい？
仕事の話なら明日来てくれないかい
今日は疲れた――店仕舞いさ",
おい、奴らが何か落としたぞ――？,
"覚者さん、諜報お疲れ様です！
何か気付いたことあったかな――
あ、そういえば",
"この間、憲兵と大衝突しちゃったんですよ！
ラッキーなことに、相手が姉さんの知り合い
だったみたいで何事も無かったんですけど――",
"その時に、憲兵隊の報告書――のような物を
落としていたんです！
あれに、日々の活動報告が書かれているなら
何かの役に立ちそうじゃないですか？",
"その場は返しちゃったんですけど――
もし、いつも持ち歩いているのなら
奪えるかもしれないですよ！
たまには憲兵とぶつかってみるのはどうです？",
うう――た、助けてくれ,
