old,new
"覚者さま、自室もそろそろ手狭ではありませんか？
実は、より快適に過ごしていただくため
改築をご提案しようかと――",
"自室を改築するためには
何通りかの方法がありましてな
どの方法が覚者さまに合うか、ご相談させて
いただけませんかな？",
"改築作業の進め方ですが、二通りあるのです
まず一つ目――
私に改築用の素材を渡していただければ
大工に作業を依頼しておきましょう",
"ただし、大工の腕までは保証できません
素材は少し多めに納品していただき、
作業時間もゆとりを見て取らねばなりません",
"もう一方の方法は――
熟練の大工を、覚者さまご自身に見極め
集めていただくというものです",
"熟練の大工であれば、少ない素材で
素早く作業を終わらせてくれることでしょう
しかし、作業を請け負ってくれる者を探すため
何人かに声をかけねばならんでしょうな",
"素材を揃えていただくか
大工を探してきていただくか――
覚者さまのご都合の良い方法は
どちらですかな？",
必要な素材を渡す,Give the needed materials
自分で人員を集める,Gather personnel myself
――少し考えさせてほしい,...I want to think a bit
"わかりました
では、必要な素材を持ってきてくださるのを
お待ちしております",
"わかりました
それでは覚者さま
工事作業を引き受けてくれる者たちを探し、
依頼の話をしておいていただけると助かります",
"ええ、もちろんです
自室で庭でも眺めながら
ゆっくりお考えになってください",
"自室の改築に着手するには
まだ素材が足りないようですな
引き続き、お待ちしております",
"おお、改築に必要な素材が揃いましたな
これだけあれば十分でしょう",
"今回の工事作業は騎士団の方々が
引き受けてくださることになっています
じきに、自室内での作業が始まります
作業完了まで、お時間をいただきますぞ",
"工事作業を引き受けてくれる者たちを探し、
依頼の話をしておいていただけますかな",
"自室の工事をする人員を
探していらっしゃるんですか？",
"普段お世話になってる覚者さまのために
ここは一肌脱がなきゃいけませんね！
さっそく現場に向かって作業開始しましょう",
"改築作業に向いたヤツがいないかって？
覚者さんのためなら、俺が手伝うよ！
力仕事なら任せてくれ",
"自室を改築するんですって？
細かい作業もあるでしょうから、お手伝いするわ
手先の器用さにはちょっと自信があるの",
"作業、もう始めてますよ
この分だともうすぐ終わりそうです――
<NPC 1024>さんにもそうお伝えください",
"なかなか良い出来になるんじゃないでしょうか
まぁ、完成を楽しみにしておいてください",
"覚者さんにはいつも世話になってるからさ
いつか恩返しがしたいと思ってたんだ
こうして手伝えてよかったよ",
"力仕事はできないけど
細かい仕上げは得意なのよね
きれいに作ってみせるわ",
"無事に作業完了できたようですね
改築された自室で快適にお過ごしください",
"作業を頼まれたと思ったら
覚者の部屋の工事か
いや、引き受けたことはやり遂げるがな",
"まぁ、非番だったし――
何よりバートンの頼みだ
ここは気持ちよく作業完了といくか",
"こういった作業もやり始めると楽しいもんだな
――ちょっと集中したいんだ
今は話しかけないでくれ",
"今回の工事作業は騎士団の方々が
引き受けてくださることになっています
作業完了まで、しばらくお待ちください",
改築作業が無事完了しましたぞ,
