old,new
"大変なの！
各村に配分するために集めた食料が
ごっそり無くなってて――！",
"食料を盗んだ犯人の足跡は
どうやらゴブリンのものみたい！
お願い、ブラッドと協力して取り返してきて！",
"さて、ゴブリンの目撃情報があったらしいから
まずはそこへ行ってみよう
それじゃあ出発するか？",
出発する,Depart
――少し待ってほしい,...I want to wait awhile
"目撃情報によるとここらへんみたいだな
――お、いたぞ
見るからに怪しげなゴブリンどもじゃないか",
やつらが逃げたぞ！　追いかけろ！,
援護に来たよ！　こいつらが犯人？,
あっ、逃げるな！,
スニーカー！　なんでここに？,
"戦士の兄さん方、助太刀に来てくれたんですね！
残党共なんざ、さっさとやっちまいましょう",
"スニーカーの言う“首領”――本当にいたのか？
盗賊の言うことは信用できないからな
――食料は後で回収するとして
俺達は先に戻ろうか？",
砦に戻る,Return to the fort
――少し待ってほしい,...I want to wait awhile
"スニーカーの言う“首領”に逃げられちゃったのは
残念だけど――ひとまずはやったね
食料は後で回収するとして
疲れもあるし、砦に戻ろうよ",
砦に戻る,Return to the fort
――少し待ってほしい,...I want to wait awhile
"皆さんの助太刀に感謝しやす！
実はさっきまで、奴らの首領がいたんです
逃げられちまいましたが――",
"俺がいながら、不甲斐無くてすんません――
実は、奴ら俺らのアジトも荒らしていきまして
なんとか首領の奴をとっちめたかったんですがね
――おっと、お帰りなら近道を案内しますぜ？",
砦に戻る,Return to the fort
――少し待ってほしい,...I want to wait awhile
"やっぱり、犯人はゴブリンたちだったんだね！
行ってきてくれてありがとう！",
"ふう、やれやれ――
倉庫の警備を強化したほうが
いいんじゃないのか？",
"んー、一汗かいたらお腹すいたよ！
今日のメニューは何かな",
"なんだか、この砦に来るのも慣れちまって
衛兵とも顔見知りになっちまいました
いっそ俺もここに置いてもらうってのはどうです？",
"犯人の足跡がべったり残ってたの！
犯人は――ゴブリンよ！",
"ねぇ、覚者さん
ブラッドたちと一緒に食料を取り返してきて！",
"やつらが逃げたぞ！
くそ――先に追いかけてくれ！",
"俺は奴らが何者か、痕跡を調べてから行く
大丈夫だ、すぐ追いつくからな！",
"また逃げやがった！
――奴ら、どこに向かっているんだ？",
"すまないが、先に追いかけてくれ！
俺はローナの手当てをしてから行く――",
"ねぇ、ちょっと待って
奴らが逃げて行った方向って――痛っ！",
"だ、大丈夫――こんなのかすり傷
布で縛ればすぐ動けるようになるから――
先に行ってていいよ、すぐ追いつくから",
