old,new
"ロスギルの<NPC 2900>より伝令がきている
敵陣への戦闘準備が完了したとの事だ
さっそくだが――
ロスギルに向かい仲間と合流してくれ",
"ロスギルにおいて
敵陣への戦闘準備が完了したとの事だ
ロスギルに向かい仲間と合流してくれ",
"良いタイミングで来てくれたな
こちらの戦闘準備は完了した――
敵陣がまだ編成を整えているこの機を狙い
少数精鋭での奇襲でいく",
"こちらの戦力については<NPC 2904>と
確認して欲しい",
"いよいよ攻撃がはじまりますね――
今回、敵陣を少数精鋭で奇襲するとのことですが
もうお一人ほど、援軍要請を出そうかと
考えているのです",
"何名かに打診させていただいたところ
解放軍総大将であるメイロワ将軍か
覚者様の隊にいらっしゃるリズ様が
参加できそうだということです",
どちらに援軍要請をお出ししましょうか？,
メイロワ将軍（ウォリアー）,General Meirova (Warrior)
リズ（ソーサラー）,Lise (Sorcerer)
――少し考えさせてほしい,...I want to think a bit
"では――メイロワ将軍に
要請を出しておきますので、戦地に向かってください
敵軍は強力との報告を受けております
奇襲が功を奏するよう、十分にご注意を――",
"では――リズ様に
要請を出しておきますので、戦地に向かってください
敵軍は強力との報告を受けております
奇襲が功を奏するよう、十分にご注意を――",
"よくお考えください
しかし、時は迫っておりますぞ",
"援軍要請を出しておきますので
覚者様は戦地に向かってください
奇襲が功を奏するよう、十分にご注意を――",
到着したぞ！　この剣、魔軍に存分に味わわせてやろう！,
お待たせ！　ガンガン行くからね！,
すでに始めておるな、腕が鳴るわ,
ん？　敵はビビってる？　ほーらやっちゃうよ！,
敵の増援がきたようだ――抜かるなよ！,
戦いが始まってるってこと――ようやくばれたようね,
まだ敵軍は油断しておる――先に向かうぞ！,
敵がもっと来る前に――先に進もう、隊長！,
最奥には、敵の本隊がいるはずだ！　行くぞ！,
いよいよ敵の本隊ね――気合入れていっちゃおう！,
よし――無事、敵陣の制圧完了だ！,
はい終わりっと！　まあ、こんなもんだよね,
"魔軍による襲撃計画、阻止できて何よりだ！
これで敵もしばらくは
大人しくしていることだろう",
"襲撃計画を立てた敵の将は一体誰なのか？
この辺りは、今後も探ってゆく必要が
ありそうだな",
"おお、無事に戻られましたな
しばらくは蹴散らされた敵の残党が
うろつきましょうが、そこは解放軍や
ここロスギルの兵士でどうにかできるでしょう",
"これでロスギル、ひいてはティネス砦も
当面の危機は回避できたはずだ",
"後は残党の始末か――
我らロスギルの兵が任されよう",
"作戦が成功してなにより
これでしばらくは砦も安泰だろう",
"うん、やったね！
さっすが隊長！　さっすがわたし！
盛大に褒めてくれてもいいんだよ
ほらほら、ここにはエリオットもいないしさ",
