old,new
"えっ、あ、はい――
僕が困っているように見えた、ですか？",
"いやはや見抜かれてしまいましたか
実は――目先の報酬に目がくらんで
解放軍の方から、依頼を2つも
請け負ってしまったんです",
"腕に自信がありそうな知り合いに
手伝ってくれないかと聞き回ってみたものの
あいにく１人にしか引き受けてもらえず――",
"え？　お手伝いいただけるのですか？
なんとありがたい！",
"僕が今請け負っている依頼は２つ
“洞窟内の調査”と“物資の調達”です",
"物資の調達ですね
なんでもフィールドで見つかる素材を探して
納品して欲しいのだとか――",
"知り合いの兵士には洞窟内の調査を
手伝ってもらうよう伝えておきます
――それじゃあこっちの方、よろしくお願いします！",
"“洞窟内の調査”と
“物資の調達”――
どちらをお手伝いいただけるのでしょうか？",
物資の調達（納品）,Procure supplies (Delivery)
洞窟内の調査（討伐）,Investigate within the cave (Subjugation)
――少し考えさせてほしい,...I want to think a bit
"洞窟内の調査ですね
なんでも洞窟内にいる魔物を倒して
情報を集めてきて欲しいのだとか――",
"知り合いの兵士には物資の調達を
手伝ってもらうよう伝えておきます
――それじゃあこっちの方、よろしくお願いします！",
"お手伝いありがとうございます
追加のお願いまで聞いていただいて
悩みがすべて解消されました。
覚者様がいることを心強く感じます",
"物資の調達ですね
なんでもフィールドでみつかる素材を探して
納品して欲しいのだとか――
よろしくお願いします",
"洞窟内の調査ですね
なんでも洞窟内にいる魔物を倒して
情報を集めてきて欲しいのだとか――
よろしくお願いします",
"物資の調達、ありがとうございます！
これで依頼は２つとも
何とかなりそうです",
"――解放軍の方の依頼を請け負う代わりに
食糧を多めに分けてもらうことになっていまして
ようやく家族を、たった一晩でも
腹一杯にさせてやれます",
"ところで覚者様――
実は、もう一つの依頼をこなしている時に
魔物が集まっているスポットを
偶然見つけてしまいまして",
"僕ではどうすることもできず――
やつらの討伐も、お願いできないでしょうか",
"洞窟内の調査結果、ありがとうございます！
これで依頼は２つとも
何とかなりそうです",
"――解放軍の方の依頼を請け負う代わりに
食糧を多めに分けてもらうことになっていまして
ようやく家族を、たった一晩でも
腹一杯にさせてやれます",
"ところで覚者様――
実は、もう一つの依頼をこなしている時に
魔物が集まっているスポットを
偶然見つけてしまいまして",
"僕ではどうすることもできず――
やつらの討伐も、お願いできないでしょうか",
"魔物が集まっているスポットを見つけたのですが
僕ではどうすることもできず――
やつらの討伐も、お願いできないでしょうか",
"あ、色々と急にまくしたてて
すみません――",
