old,new
"おお、急ぎの応援要請ですか
覚者さまの頼みとあらば多少の無理もいたしましょう
それで、どのような戦力をご希望でしょうか？",
近接攻撃主体,Melee attackers
遠距離攻撃主体,Ranged attackers
――少し考えさせてくれ,...I will think a bit
"ええ、わかりました
すぐに近距離型の友軍を編成しましょう
急いで向かわせますので、覚者さまは
先に現地に向かってください",
"ええ、わかりました
すぐに遠距離型の友軍を編成しましょう
急いで向かわせますので、覚者さまは
先に現地に向かってください",
"すぐに近距離型の友軍を編成して
向かわせるので、覚者さまは
現地に向かってください",
"すぐに遠距離型の友軍を編成して
向かわせるので、覚者さまは
現地に向かってください",
"討伐に成功したんだね！
これで少なくとも魔軍の戦力をそげたと思うよ
何より、ヤツらの戦意をくじくことが
できたのも大きいしね――",
"とはいえ、あそこが魔軍の通り道に
なっている可能性もあるから
今後も魔軍の姿が無いか、気にかけて
もらえると助かるよ",
"ああ、覚者さん
話はもう伝わってるのかな――",
"あのさ、移動中の魔軍を見つけたんだ
そこまで重装備でも大隊でもないから
戦力を整えさえすれば、十分に勝機が見込めるよ",
"覚者さんも現地に向かってほしいんだ
一人じゃ危ないから、一緒に戦いやすい応援を
要請しておくのを忘れないで",
"覚者さんも現地に向かってほしいんだ
一人じゃ危ないから、一緒に戦いやすい応援を
要請しておくのを忘れないでね",
"ふむ――
お考えがまとまったら
なるべく早めにご相談ください",
