old,new
"今日も引き続き、<NPC 681>の元へ
《潜入調査》を頼む",
"ヤツはお前を信頼しているような面をしているが
腹の底では邪魔だと思っていることを忘れるな
特に、憲兵には用心しろ――",
準備ができたら、声をかけてくれ,
"さて、それでは――
昼の《潜入調査》を開始するか？",
はい,Yes
いいえ,No
"よし、分かった
<STG 473>までの近道を教えてやろう
それから、これは大事なことだが――",
"この任務中に<COL ff2600>《リム転移》を行うと
任務領域範囲外へ出たことになり、任務は失敗する </COL>
目立つ行動は避ける必要があるんだ――
気を付けてくれ ",
"だが、<COL ff2600>任務を中断したいときは例外だ
覚者の力を使って、自力で帰ってきてくれ
</COL>俺には導いてやることができないからな",
"十分な準備をしておけ
場合によっては戦闘の可能性もある",
"これはこれは覚者殿！
本日もお立ち寄りいただき
ありがとうございます",
"今日お願いしたい仕事は
街のパトロールです
どうも、街の住民たちの元気が無いようでして――",
"きっと住民たちも、英雄である覚者殿が
訪ねてくだされば喜びましょう
――よろしいですかな？",
"此度も、パトロール中に何かございましたら
ご報告お願いいたしますぞ",
"今日お願いしたい仕事は
街のパトロールです
どうも、街の住民たちの元気が無いようでして――",
"きっと住民たちも、英雄である覚者殿が
訪ねてくだされば喜びましょう",
"此度も、パトロール中に何かございましたら
ご報告お願いいたしますぞ",
"あ、覚者さん！
――例の潜入任務中ですか？
お勤めご苦労様です",
"僕の方は、普段通り生活しながら
<NPC 681>様のこととか、憲兵隊の動きを
探るようにしてます",
"あ、そうだ――
最近憲兵の数が増えているせいで
取締りも、厳しくなってきているそうです",
"覚者さんは大丈夫かと思いますけど――
何かの手違いで投獄されちゃうことが
ないとも限りませんからね",
"出来る限り、憲兵とは揉めない方がいいですよ
――メフィスさんは目立つのを嫌いますから",
"僕も、出来る限り
憲兵とは関わらないように気をつけます
僕が捕まっちゃったりしたら
姉さんたちが悲しみますから",
"――え？
なんで僕がレジスタンスにいるかって？
うーん、そうだなぁ",
"メフィスさんとは元々ちょっとした
知り合いだったんですけど
メガドに来てから少しお世話になったんです
なので今度は僕がお手伝いしようかと――",
"正直、なぜメフィスさんがあんなに
<NPC 681>様を嫌うのかはわかりませんけど
――憲兵隊が嫌いなのは僕も一緒ですから！",
"メガドはいかがです？
みな――<NPC 681>様の元、団結して
頑張っているところです",
――――,
"なぜ我々が<NPC 681>様を慕っているか
奇妙にお思いですか――？",
"メガドがあっさりと陥落した後
生き残った人々は命を弄ばれ
それは悲惨なものでした",
"しかし、元々メガドを治めていた
<NPC 681>様が危険を顧みずオークと交渉し
どのような手段でかはわかりませんが――
それを変えてくださったんです",
"だから元々の住民たちはみな
憲兵隊に志願したり、無償で資材を提供して
それぞれに恩返しをしたいと思ってるんです",
"おっと、引き止めてしまいましたね
覚者さまのパトロール、心強いことです
――あ、そういえばさっきお客さんに聞いたのですが",
"あっちの方で、騒ぎが起きてるみたいですよ
ええと、西の庭園の方だったか――",
"だから元々の住民たちはみな
憲兵隊に志願したり、無償で資材を提供して
<NPC 681>さまに対して
それぞれに恩返しをしたいと思っているのですが――",
"地方から派遣されてきた兵の皆さんは
どうも懐疑的な見方をされているようです
――特に憲兵隊に対しては",
"実際、街で横暴なふるまいをする憲兵がいたり
活動内容にも謎が多いところはあります
一部、入隊後に連絡が取れなくなった人も
いるんだとか――",
"――あぁ、そんなことより
あっちの方で騒ぎが起きているようです
ええと、西の庭園の方だったか――",
"ヒッ
た、助けてくれ！
俺は無実なんだ",
"牢に戻らずに済むならなんでもする！
頼む――",
――――,
――くそぉ！,
くそぉ！,
"あ、あんたなんで追いかけて来るんだ！
憲兵の手先なのか！？
――待て、あんたの顔見たことある",
"あ！
あの、よそから来たとかいう覚者の――
そうだよな！？",
"あんた、<NPC 3273>は知ってるだろ？
この街で武器屋をやってるんだ
頼む、あいつを――",
――――,
くそ、追いつきやがったか！,
"お、お前ら良心が痛まないのか――！？
元々は一緒に働いた仲じゃないか",
"憲兵隊も<NPC 681>の野郎も
クソくらえだ！
全員悪しき竜の炎に焼かれちまえ！！",
うう――なぜこんなことに,
