old,new
"やぁ、隊長！
いつもながらボクのところに来るタイミングが
完璧すぎて恐ろしいくらいだ！",
"例の《大演習場》を攻略する作戦を
一晩で立てたんでね、聞いてくれないかい？",
ボクとしてはね、なかなかいいと思うんだ！,
"よしよし！　恐ろしいほどに完璧な即答だね！
ちなみに今回の作戦だけど――",
"あの広い《大演習場》に散り散りになってる
オークくんたちを集めて
一気に一網打尽にできないかと思ってね",
"《第一防衛区画》の《集会場》では
主に櫓周辺に見張りが固まっていたけど――",
"先日の偵察任務で見た限りでは
広い範囲に分散していたからね
こいつらをなんとか一か所に集めたいんだ",
"《大演習場》なら、何かしら兵器の類が
置いてあると睨んでいる
そいつを利用するのさ",
"今回は潜入任務になる
準備の程、よろしく頼むよ！",
"《大演習場》の攻略は
今までの中で一番
規模が大きいものになるだろう",
"こちらはいつでも大丈夫だが
隊長も準備できたかな？",
準備はできている,
――少し待ってほしい,...I want to wait awhile
"よし！　それじゃあ
《大演習場》攻略開始だ！",
"ボクはここで待ってるから
いつでも声をかけてくれ！",
"ここまでは問題ない――
今回は、いよいよこの壁の中へ入る",
"《大演習場》は身を隠す場所が少ないからね
ボクは、隊長から少し離れて行動するよ",
"なぁに、いつもの“ボク独自の潜入スタイル”
ってやつさ
隊長は、自分のタイミングで進んでくれ",
"あ、なんだ隊長か
驚かせてすまない",
"隠れるのにちょうどいい隙間を見つけてね
こうして潜入技術の発展に勤しんでいたのさ",
"え？　敵の武具を見つけた？
うーん、全部バラバラに分解してやれば
多少はやつらに損害を与えられるかもしれないが",
"それよりも――
すぐそこの檻を見たかい？
どうやらここにも同志が囚われているようだ",
"ここは収容所の類ではない――
わざわざこんなところへ
連れてくる理由が気になる",
"隊長――
広場の反対側に大砲があるのには
気づいたかな？",
"嫌な予感がするんだ
急いで大砲のある場所へ向かおう",
"隊長、見てくれ――
さっき言ったのはあそこの“大砲”だ
よく見ると――他のものと少し機構が違うな",
"置かれている弾も
いつもやつらが使っているものと異なる",
"もしかすると――
威力の高い改良型の大砲で
その試し撃ちでもするつもりなのかもしれない",
"そして、ボクの予想だと
その弾の向かう先は――
囚われている同志だ",
"幸い、そこの大砲係はまだ準備に手間取っている
危機的状況ではあるが――
逆にそいつを利用しようと思う",
"あの大砲を使えば、広場にいる奴らを
まとめて吹き飛ばすことができるはずだ",
"ここから飛び出して大砲を奪うのは
あまりにリスクが大き過ぎる――
が、ボクに１ついい考えがある",
"あ、見つかってしまった！
と、思ったら隊長じゃないか",
