old,new
"<NPC 682>を完全に落とすためには
まだまだ《証拠》が足りない――",
"メガドの中で得られる証拠はまだまだ
あるはずだ
さぁ、《諜報活動》にでかけよう",
"<COL ff2600>調査できそうな場所が無くなったり
《諜報活動》を終えたいときは
俺に声をかけてくれ</COL>",
"よし、それじゃあ出発の準備ができたら
もう一度俺に声をかけてくれ",
それじゃあ、メガドでの《諜報活動》を始めるか？,
はい,Yes
いいえ,No
今日はもう終わりにするか？,
まだ続ける,Continue on
もう終わりにする,
"夜のメガドは危険だ
しっかり準備していけよ",
"もうすぐ夜が明けるな
帰るぞ――",
さぁ、今日もやるか,
新しい《証拠》を手に入れたぞ！,
"はぁ、疲れた――ようお二人さん
よくもまぁ、そこまで勤勉に任務に
勤しめるよなぁ",
たまには息抜きにワイワイ遊んでみたらどうだ？,
"――っていうのも、さっき子供に捕まって
めちゃくちゃ遊ばされてたのさ
ほら――俺たちが最初に会った時の
目撃者になった子供たちだよ",
"で、お礼にこんなガラクタもらっちまったんだが
あの子ら、どうやらいろんなモンを
溜め込んでるみたいだぜ
ゴミみたいなガラクタから、掘り出し物まで――",
"もしかしたら、意外なお宝を持ってるかもな
忙しいなら無理にとはいわないけどよ
子供たちなら、そこの庭園の先にいるぜ",
"シッ――！
今、怪しい奴を見かけたから
張り込み中なんだ",
"ところで、覚者さん――変な話なんだが
いつも、この辺りをパトロールしている
王国兵がいるんだよ",
"そこの路地を往復して、
見回っていくのが日課なんだ
俺は顔見知りだから、よくここから
挨拶する――",
"だけど、今日はやけに戻ってくるのが
遅い気がするんだよな
何か危険な目に遭ってないといいが",
"あら、覚者さん！
今夜も諜報任務中なの？",
"そうねぇ、私も
特に目新しい情報は得られてないけど――
――そうだわ！",
"最近ね、大階段横の路地に
王国兵が集まってサボっているみたいよ
もしかしたら、一般市民じゃ知り得ない情報を
持ってるかもしれないと思ったんだけど――",
――――私、役に立てたかしら？,
"あ、覚者さん、メフィスさん――
こんばんは",
"な、何も変わったことなんて――
ないです――",
――――本当です,
――――,
"ごめんなさい、嘘ついちゃって
誰にも言うなって口止めされて――",
"実は、さっき女の人が大慌てで
走ってきて、わたしとぶつかったの
「私に会ったことは誰にも言うな」って――
何かを大事そうに抱えて、大門の方へ行ったみたい",
"その――覚者さんなら、言っても
あの人を痛めつけたりしないかなって",
"あら、どうしたんです覚者さん
きょろきょろして――
どなたかお探しですか？",
"ガクシャさん――あぁ、あの人なら
バザールの方でいつも飲んだくれてますよ
最近物騒だってのに、よくやりますよね～",
"あの人、酔うと通行人に絡んで
ものすごく面倒なんです――
覚者さんも、会いに行くなら
気を付けてくださいね",
"おう、お二人さん
あれか、えーと――
諜報任務ってやつ？",
"俺はブラブラ――あ、いや
情報収集してたんだよ！
昔のツテは頼れないからさ――
地道に足を使って、な！",
"何か分かったら連絡するぜ～
またな",
"あら、覚者さんとメフィスさん
諜報中なの？
ご苦労さま！",
"私は今、集会所に備蓄しておく
食料を買ってきたところなのよ
この先、何があるかわからないでしょ？",
"私も、何か情報を手に入れたら
一番に知らせるわね！",
"おう、覚者さんにメフィスさん
諜報活動中かい？",
"俺も周りの奴らに
探りを入れたりしてるんだが――
今の所、有力な情報は無いな",
"引き続き、聞き込みしてみるぜ
何かあったら伝えるよ",
"あ、こんばんは
もしかして今、諜報中ですか？
憲兵には気を付けてくださいね",
