old,new
"やぁ、ありがたい！
《ボルド大坑道》の様子見、お願いできますか","You have my thanks!
Might I ask of you to investigate the Volden Mines Large Tunnels?"
"お話しした通り、大坑道の崩落は
巨人族出現のせいでしてね","As the story goes, the Volden
Tunnels' collapse is credited to a creature
of grand proportions."
"覚者さんにはずばり、再開発の妨げに
なりそうな巨人の有無を見て来て頂きたい
わけです","Arisen, I would ask that you
confirm the existence of such a troublesome
beast once and for all."
"で、居た場合は討伐の方もぜひ！
サイクロプスくらい、あなたほどの覚者さんなら
退治したことはおありでしょう","Fell the giant should it exist!
Defeating the likes of a cyclops would come 
natural to an Arisen of your prowess."
"そうそう、入り口のガレキは撤去しましたが
坑道内部はまだ崩落しているかもしれません","Also, while the rubble blocking
the entrance has been cleared, there's
like to be weak rock formations inside."
"岩盤で道が塞がっている時は
近くに掘削用の《火薬樽》が残っているはずです
それを使って発破するといいですよ","Should your path be blocked
by rubble, there should be gunpowder barrels nearby.
You can use them to blast your way through."
"――しかし、サイクロプスが坑道に入り込んだ
って話はよく聞きますが、岩盤崩落とは
そこまでの力があるんですかねぇ――？","――Otherwise, I've often heard that a
cyclops lurks the tunnels. That sort of strength
might also work just as well!"
"なんと！？
崩落の原因になったのはサイクロプス
ではなくゴーレムだったとは","What!?
The cause of the collapse wasn't a cyclops,
but rather a golem?"
"いやはや、なるほど確かに
それならあの崩れっぷりも納得が――","Ah, that explains it!
'Tis no wonder it collapsed――"
"しかし、それは困ったことになりました
これでは大坑道の再開発は当分おあずけに
なってしまいますなぁ","Alas, it's bothersome in its own right.
With this, it'll be a while afore we
can continue our redevelopment."
"今後の件はあらためて検討しましょうか
浅い所なら、採掘できる所もあるでしょうし","We'll have to doubly survey the area.
Lightly damaged areas may hold aught left."
"ともあれ、調査お疲れさまです
今日はゆっくり鉱泉で休んでいって下さいよ","Anyroad, you have my thanks.
Pray, make use of our spas at your leisure!"
"覚者さん、《ボルド大坑道》の巨人の件
なにとぞよろしくお願いしますよ",
"あそこが再開発できるなら
キノザにとってこれ以上ない朗報ですからな！",
