old,new
"《ベルタ盗賊団のアジト》への食料支援も順調だね！
さて、荷物の準備もできたから
今日もまた行きたいな！",
"よーし！
そうこなくっちゃね！",
"アタシはいつでも大丈夫だから
準備できたら声かけてね！",
"あ、もう準備できた？
それじゃあさっそく出発しよう
盗賊さんのアジトまでの道だけど――",
"《大きな街道》は、
野営地との間にある一番大きい道で、安全安心！
食料はあんまりたくさんは見つからないけどね",
"《外れにある関所》は、めったに人も通らないし
手強い魔物がいてもおかしくなさそう――
でも、手付かずの食料はたくさん見つかるかも！",
今回はどっちの道で行く？,
《大きな街道》（ふつう）,"""Great Highway"" (Normal)"
《外れにある関所》（危険）,"""Outskirts Checkpoint"" (Danger)"
"わかった！
街道は砦からそんなに離れてないし
食料を運ぶのにも慣れてきたから大丈夫",
"それじゃあ
早速出発しよう！",
"やっぱり、苦労しないと
いいものは得られないよね！",
"魔物が出たら――その時はその時！
討伐の方はよろしくね",
"食料を探すなら、この辺が良さそうかな
よし！　あっちに行ってみよう",
"ここはもう何もなさそうだね
次にここから近い場所は――と",
"《見通しのいい森》は、魔物が出たとしても
あなたならきっと軽く倒せるんじゃないかな
食料はそんなに無い場所だけど",
"《嫌な思い出の湖畔》は――
前に“アイツ”がいたよね？
食料があるとか、そういう問題じゃなく――！",
"今、手持ちの食料はこれだけあるけど――
アタシの気持ちも考えたうえで決めてね
進路はあなたに託すよ！",
《見通しのいい森》（ふつう）,
《嫌な思い出の湖畔》（難しい）,
"うんうん、実に“賢明な判断”！
気軽にお散歩しながら食料確保できるからね
最高のルートだと思うな",
ほら、あなたの気が変わらないうちに行くよ！,
"うっ――
食料の量に目がくらんで
この案を出したアタシの負けだわ――",
"いや、この案を出したってことは
アタシも食料確保に行きたかったの、かも――
そ、それじゃ、行こうか",
"アタシの“ダッシュ食料探し”も
もはや職人の域だね！",
"あ、そうそう！
ローナが罠を仕掛けてくれてるからさ
盗賊のアジトに行く前に
様子、見に行こうよ！",
"今の所、魔物なしっと――
さて、ちょっと食料探して来るね！",
"もし、魔物が現れたら――
そのときはいつもみたいにお願い",
"うーん、こんなもんかな？
今回は魔物出なくて良かったね！",
"おんなじ場所でも
いたりいなかったりするよね
どの場所から来たかで、変わったりするのかな？",
"そう言えば――檻に入ってる動物も
大変な思いした時の方が
いい結果な気がするのは気のせいかなぁ",
"そう思うと、ちょっと気になるよね？
よし！　さっそく檻の様子見に行こっか！",
"よーし！
今回は食料十分！",
"そうだ！
盗賊のスニーカーさんが教えてくれた
“秘密のスポット”行っちゃわない？",
行く,Go
行かない,Don't go
"この辺りのことはよく知らないから
気合い入れてくよ！",
"え――
なんか、つまんないなぁ",
"じゃあ、このまま
盗賊のアジトに行こっか",
"うーん――
あまり食料はとれなかったけど
そろそろ盗賊のアジトへ向かおうか",
"次は、別のルートも通ってみたいな！
色んなところで食料探しするの
ちょっとした楽しみなんだ",
"魔物に追いかけ回されたけど
隙を見て食料集めといたよ！
さて、ここから先だけど――",
"《見通しのいい森》は、魔物が出たとしても
あなたならきっと軽く倒せるんじゃないかな
食料はそんなに無い場所だけど",
"《嫌な思い出の湖畔》は――
前に“アイツ”がいたよね？
食料があるとか、そういう問題じゃなく――！",
"今、手持ちの食料はこれだけあるけど――
アタシの気持ちも考えたうえで決めてね
進路はあなたに託すよ！",
《見通しのいい森》（ふつう）,
《嫌な思い出の湖畔》（危険）,
"うんうん、実に“賢明な判断”！
気軽にお散歩しながら食料確保できるからね
最高のルートだと思うな",
ほら、あなたの気が変わらないうちに行くよ！,
"うっ――
食料の量に目がくらんで
この案を出したアタシの負けだわ――",
"いや、この案を出したってことは
アタシも食料確保に行きたかったの、かも――
そ、それじゃ、行こうか",
"ほら！　ほら！
やっぱり“アイツ”が出たじゃない！",
"もう訳わかんなくなって
そこら中に埋めまくっちゃったから
食料どこにいったかわかんないよ！",
"――て、あれ？
なんか重たい気がするな、この袋",
"ヒッ――入ってる――
なんか、“尻尾”みたいなものが――",
