old,new
"これは覚者さま、いかがなさいましたか？
なっ、森の方に敵軍が！？
すぐに兵士を手配いたします",
"覚者さまをお助けする兵士に
要望があれば、多少はお応えできますが
いかがなさいますか？",
近接攻撃主体の兵,Melee soldiers
遠距離攻撃主体の兵,Ranged soldiers
――少し考えさせてくれ,...I will think a bit
"なるほど
近接攻撃主体の兵士ですね
すぐに手配いたしましょう
覚者さまは現地へ向かってください",
"なるほど
遠距離攻撃主体の兵士ですね
すぐに手配いたしましょう
覚者さまは現地へ向かってください",
"近接攻撃主体の兵士ですね
すぐに手配いたしましょう
覚者さまは現地へ向かってください",
"遠距離攻撃主体の兵士ですね
すぐに手配いたしましょう
覚者さまは現地へ向かってください",
"ああ、私もちょうど橋から
帰ってきたところなんです
――ありがとうございます！
ささやかですが、防衛の成功に貢献できて
わたしも嬉しいです",
"あっ！　覚者さま
どうか話を聞いてください！",
"《エリ警備塔》の裏手に森がありますよね
あそこに魔軍が集まってきているらしいんです",
"急ぎの伝令から話は聞いたものの
私は橋の前の敵を掃討しにいかないといけなくて
――お願いします、手を貸してください！",
"えっと、ユーミットに事情を話してみてください
彼自身は戦えないけど
きっと救援を呼んでくれるはずです",
"えっと、ユーミットに事情を話してみてください
彼自身は戦えないけど
きっと救援を呼んでくれるはずです",
"それから、森にはゴーストが
たくさんいるという噂です
お気をつけて！",
"覚者さまでも決断が鈍ることがあるのですね
あまり時間があるとはいえないかと――
しかし、重要なことです
よくお考えになってください",
