old,new
"輸送隊のおかげで、ティネス砦の
食料事情はしばらく安心！
解放軍の人たちに体力付けてもらわないとね！",
"でも、ティネス砦は安心でも
《隠れ村ピレモス》では未だに食料不足なんだって",
"ピレモスに残ってる人たちだって
みんな事情があってのことなのに
怖い思いをしてる上に、食料も無いなんて――",
"輸送隊が運んできてくれた食料を
分けてあげたいけど
“ティネス砦の料理番”として
それはできないんだよね",
"ねぇ、前みたいに私が食料を集めるから
それをピレモスに届けられないかな
あなたが手を貸してくれるなら、だけど――",
"食料集めとピレモスへの運搬に
手を貸してくれるの？",
"ありがとう！
――あなたなら
きっとそう言ってくれると思ってたわ！",
それじゃあ、さっそく出発してもいい？,
出発する,Depart
――少し待ってくれ,...wait a little while
"ピレモスへは山道を抜けなきゃいけないんだ
その分、山の幸が手に入るだろうから
食料を集めつつピレモスに向かえば効率もいいはず！",
"山の魔物が出るとは思うけど――
ううん、こんなこと言ってちゃ何もできないよね！
さあ、行こう！",
"ピレモスの人たちが
お腹を空かせてるだろうから
なるべく早めにお願いね",
"それじゃあ、いつも通り食料を探すね
――魔物が出た時は、よろしく！",
"よーし、この辺りで食べられそうなものは
大体集め終わったはず――
次は野営地まで行ってみようか",
"あのさ――さっきから誰かに
後をつけられてる気がするんだけど
これってアタシの気のせいじゃないよね？",
"魔物ならとっくに襲ってきてそうだし――
もしかして、道に迷った人とか？",
"ちょっと気になるよね
この辺りを探してみない？",
フゴゴ――,
（ゴブリンは元気が無いようだ）,
"（キャリーはゴブリンに
　食料を差し出そうとしている）",
キャリーを見守る,Watch over Carrie
キャリーを止める,Stop Carrie
"フガ！　――食ベモノ！
フグググ――！",
（見知らぬゴブリンは食料を受け取った）,
（しかし――食料に手を付ける様子はない）,
グガ！？　タ、食ベモノ――,
（がっかりしたようだ）,
ググ――ヨカッタ、食ベモノ！,
"（喜んでいるようだが
　食料には手を付けないようだ）",
"さっきのゴブリン――
おなか――すいてたんだよね？",
"あんなにうれしそうに受け取ったのに
全然食べなかったね",
"それにどこかおびえてるような感じだった
アタシたちが怖かったのかな？
その割に、食料は受け取ってたけど――",
何か事情でもあるのかなぁ,
"変わったゴブリンのことは気になるけど
アタシたちを待ってる人がいるもんね
先、行こっか",
"ここら辺、魔物多いのかな
けど、何かありそうな気がするんだ――
ちょっと掘ってみる間、そばにいてね",
"ピレモスの人たちにちょっとでも多く
食料を届けてあげたいから――",
"食料、そこそこ集まったかなぁ
これだけあればピレモスの人たち
みんなで分けられると思う",
"まぁ、魔物もたくさん出たけどね！
あなたがいなかったら
今頃アタシなんて魔物のえじきになってたかも――",
"あのね――
ちょっと気になってたんだけど
“覚者”って何する人なの？",
"砦にも兵隊さんはたくさんいるけど
みんなこの大陸の人達だし
あなたはどうして戦ってるのかなって思って――",
白竜や仲間、この世界の人々のため,
戦うのが好きだから,
報酬がもらえるから,
"そうなんだ――
じゃあいつも
誰かのために戦ってるのね",
"あなたが強い理由――
分かった気がするな",
"アタシもおんなじように
誰かのために
何かできる人になりたいんだ",
"おっと――
こうしちゃいられない！
ピレモスの人達のところへ行かなきゃ！",
"うーん――
アタシは戦えないから
よくわからないけどさ",
"一見魔物と戦ってるように見えて
なんていうか――
“自分”と戦ってる気がするんだ、あなたは",
"“誰よりも強くなりたい”
“もっと強い敵を倒したい”
って思う自分とさ",
"まぁ――
“戦う理由”は人それぞれだと思うけどね！",
"こうやってでっかい袋背負って
必死に食料集めてみんなに届けるのが
アタシの“戦い”なのかも！",
"そして――
目指す目的地はもう目の前！
さぁ――ピレモスへ行くよっ！",
"報酬――かぁ
思ってたより結構現実的なのね
あなたって",
"アタシ――
料理くらいしか
作ってあげられないけど",
"明日から来なくなったり
しないよね？",
"おっと――
あんまりここで話込んでると
ピレモスへ行くのが遅くなっちゃうね！",
"さ、もう目と鼻の先！
みんな待ってるはずだから、行こっか！",
"やったぁ！
ピレモスの人に渡す食料の調達と
ここまで無事運んでくること、両方できたね！",
"ピレモスの物資管理は<NPC 2802>さん
っていう人が担当してるらしいんだ",
"アタシは荷ほどきをしておくから
<NPC 2802>さんに
声をかけてきてくれない？",
"アタシは荷ほどきをしておくから
物資管理担当の<NPC 2802>さんに
声をかけてきてくれない？",
ええっ、食料の支援に来てくれたの！？,
"――助かったわ
毎日ギリギリの生活で
もう食料が底を尽きかけてたの",
"あそこに置いてある荷物を
こっちで分ければいいのね？
みんなも大喜びするわ――ありがとう！",
"あそこに置いてある荷物を
こっちで分ければいいのね？
みんなも大喜びするわ――ありがとう",
"それじゃあ、あとは<NPC 2802>さんに
お任せすることにして
アタシたちはティネス砦に戻ろうか！",
"ピレモスの人たち、きっと喜んでくれたよね！
アタシもなんかこう――達成感というか
自信？　みたいなものが湧いてきちゃった！",
"人の力になれるって嬉しいね！
これからピレモスにも十分な量の食料を
備蓄できたらいいな――",
"そうだ、ピレモスまで往復して
あなたもおなか減ったんじゃない？
これ――よかったら後で食べて！",
こっち、魔物が出たわ！　助けて！,
この辺り、何かありそう――,
あそこ――誰か倒れてる！？,
食料探しに戻っても大丈夫だよね？,
うん、この辺りの食料は取り終わったかな！,
