old,new
"そうそう、ローナがあなたを探してたわ
何か用事があるみたいだったから
話を聞きに行ってもらえない？",
"ありがと！
どうも、アタシじゃダメな用事みたいでさ――
じゃあ詳しくはローナから聞いてみてね",
"ローナがあなたに用があるみたいなの
どうも、アタシじゃダメな用事みたいでさ――
詳しくはローナから聞いてみて",
"ローナも覚者さんも
こんなにたくさんのお肉をありがとう！
これでしばらくは飢える心配も無さそうね
ふふ、どんな風に料理しようかな――",
"ブラッドと一緒に木材を
調達しに行ったんだってね",
"私も大食堂復旧に一肌脱ぎたいんだ
よければ、手を貸してくれない？",
"この近くに罠を仕掛けておいたから
獣がかかってないか見に行きたくてね
危険な場所だから一緒に来てくれると助かる",
"ほら、見える？
あっちに檻の罠をしかけておいたんだ
ちゃんと魔物の少ない場所を選んだから
無事のはず――",
"――――うそ
こんなところに魔物！？",
"まったく、タイミングが悪いね――
とりあえず、檻に気付かれる前に
邪魔者は片付けよう",
"ん？　これは――ウサギ？
こんなおおきな罠を用意してこれだけか
まぁ、仕方ないね",
"ちょっと待って――
――――",
"今の声は？
――ちょっと、あそこを見て！",
"あのクラッガー、きっとウサギの臭いを
嗅ぎつけてきたんだ！
横取りされないように追い払わないと！",
"サルの肉と一緒にしていたせいで
ウサギの肉にも臭いが付いちゃったみたい",
"臭い消しに使えそうなハーブでもあると
いいんだけど――
この辺りには、香りのいい植物は生えてないんだ
もし持ってたら、分けてもらえない？",
"うーん――いい香りのハーブだね！
これならキャリーに渡せそう
料理してみんなに出してもらえるといいな",
"本当に、協力ありがとう――
あんたのおかげで思わぬ収穫もあったしね
恩返しってわけじゃないけど、もし私の力が要る時は
いつでも協力するから声かけてよ",
"お疲れ様！
おかげでかなりの収穫があったからね
こんなにたくさんの肉、きっとみんなも喜ぶよ",
"だけど――さっき獲れたサルの肉がさ
やっぱり臭いが気になるんだよね
こんなんじゃキャリーに渡すのも
ちょっと気が引けるなってくらい――",
"臭い消しに使えそうなハーブでもあると
いいんだけど――
この辺りには、香りのいい植物は生えてないんだ
もし持ってたら、分けてもらえない？",
"――ビックリしたね
それじゃ、檻を確認しに行こう",
"サルの肉っておいしいのかな？
確か、臭みがあったような――
まぁいいや、食べごたえだけはありそうだし
贅沢言ってられないよね",
"さてと、これでウサギとサルの肉が手に入った！
手伝ってくれてありがとう
肉が痛んじゃう前に戻ろうか",
一緒に罠を見に行く準備はいい？,
出発する,Depart
ちょっと待ってくれ,Wait a moment
"じゃあ、早速行こうか
食べごたえのある獲物がかかってると良いな",
"あんまりゆっくりしてると
獲物が逃げ出しちゃうかも――
なるべく早めに準備してきて",
"もう、あんまり暴れるなって！
獲物が逃げるじゃない！",
"そういえば、コイツは確か――
皮は固くても、毒は持っていなかったはず！
狩るには手強い相手だけど
今日は二人だし――思わぬ収穫になりそうだね",
