old,new
"いやー、驚いたよ
君たち、よその国から来た覚者なんだって？",
"しかもだ
ネド王子を救い、この展望城を奪還しただなんて
かなりいい腕を持ってるみたいじゃないか",
"改めて自己紹介するよ、ボクの名前はソネル
こう見えてもこの展望城を取りしきる
参謀官という立場なんだ、意外かな？",
"メイロワ将軍から話は聞いているよ
魔軍から城外を取り戻そうってね",
"――さ、準備ができたら教えてくれ
協力してくれるよね？",
"キミなら引き受けてくれると思っていたよ
それじゃあ、さっそくだけど
作戦の概要を説明させてもらうよ",
"今、ボクらがいる場所は展望城の城内――
キミたちのおかげで、この城は奪還できた",
"だが、この城を占拠していた魔軍の残党が
この城の城外へ立て籠もっているんだ",
"そこは“３つの防衛区画”に分かれていてね
それぞれが城門で区切られて独立している",
"皮肉なことに、元々はこの城の防衛設備さ
そこを魔軍の手から取り戻すのが
この作戦の目的というわけだ",
"城外にはまだかなりの数の敵がいて
そいつらを束ねている奴もいるらしい
言ってみれば、魔軍残党のボスかな",
"こちらの戦力も十分とは言えない今
正面から力で制圧するのは難しい",
"肝心のこの城が手薄になって攻められたら
本末転倒だからね
みんなにはこの城の防衛に専念してもらう",
"そこで――
少数で潜入し、攪乱し、奪還する作戦を立てたんだ",
"もちろん、その少数はこちらで選ばせてもらった
この作戦の立案者であるボクと――",
キミさ！,
"主には潜入任務になるからね
大所帯だとかえって目立ってしまう",
"詳しい作戦内容は現地で説明する
さぁ、準備ができたら
いつでも声をかけてくれ",
"準備が整ったようだね！
まず手始めに《第一防衛区画》から
攻略していこうと思う",
"この展望城からは一番遠い
最も外側の城壁のある区画さ",
"もちろん、敵が城門を開けて
ボクたちを歓迎してくれるはずもないからね
ちょっとした“抜け道”を用意してある",
"さて、じゃあさっそく――
城外奪還作戦を始めようか！",
始めよう！,Start!
ちょっと待って,Wait a little
"城外へ続く“抜け道”は
ちょっと暗くて狭いけど
なぁに、すぐ慣れるさ",
"この潜入任務では、頼れるのは己のみだ
しっかり準備してきてくれ",
"“古井戸”の探検はどうだったかな？
存在は知っていたけど
実際に使うのはボクも初めてさ",
"展望城周辺には、昔からいくつも井戸があってね
枯れて使えなくなったものが
迷路のように繋がっているのさ",
"どうやらここは――
《第一防衛区画》の城門の傍のようだ",
"すでに敵陣真っ只中
ここからは慎重に進もう",
さ、ボクに付いて来てくれ,
"見張りのオークがいるな――
今のところアイツだけだが
見つかったら増援を呼ばれる可能性がある",
"ここは、目立たないように一人ずつ移動しよう
キミが先に行って、安全を確認したら
ボクにエモートの＜手招き＞で合図を送ってくれ",
"そうだな――
すぐ目の前に篝火が見えるだろ？
まずはそこまで進んでくれ",
"そこで合図をくれたら、ボクも移動を開始する
なに、ここは奴らからもほぼ死角だ
練習のつもりでやってくれて大丈夫だ",
"ここはから先は
明らかに見張りの視界に入る場所だな
横切るには、タイミングが重要だ",
"オークは我々人間より遥かに鼻がいい――
背を向けているからといって安心はできない",
"十分離れた位置で立ち止まっていれば
気づかれないはずだ
こちらに振り向く前に、横切ってしまおう",
"ボクはここでキミの合図を待つ
さ、気をつけて行ってくれ",
"よし、ここまでは順調
地下牢で会った時から只者じゃないと思ってたけど
なかなかの身のこなしだ",
"ここは――
立札を見たところ《第一捕虜収容所》のようだ
奴ら、こんなものまで――",
"ボクは扉越しに中の様子を探ろう
さっき、ここよりもっと奥にも扉が見えた
キミは先に進んでくれたまえ",
