old,new
"覚者よ
突然の訪問となったが驚かないでほしい",
"貴君のポーンより、「ポーン郷の地下から
今まで感じたことのない力を感じる」
――という報告を得たのだ",
"これを調べるには、主である貴君自身が
再び《異界の狭間》へと赴く必要があろう
この件について興味があるのならば
詳細を話すが――",
"それでは詳細を説明しよう
貴君は《異界の狭間》へ赴き、そこで
貴君のポーンが感じた“力”が何たるかを
探らねばならない",
"《異界の狭間》といっても、貴君が今までに
足を踏み入れた場とは性質が異なる
――少々特殊な空間であるということだ
ポーン郷の地下から赴くことはできない",
"私が直接案内しよう
準備が整い次第、再び声をかけてくれ",
"これより《異界の狭間》へ向かう
この先で合流した際、何をするのかは
追って説明する",
覚悟はできているか？,
はい,Yes
いいえ,No
"それではこれより
貴君のポーンより報告のあった
“今まで感じたことのない力”を
探しに行く",
"道は貴君自身が切り開き進むがいい
私はその後ろをついていく
――心配せずとも、目的の場所は地図に示している",
"目的のものは無事に見つかったようだ
それが何なのかを説明したいところだが
――ここでは落ち着けないかもしれないな
貴君の自室に戻ってからにするか",
"先ほど《異界の狭間》にて手にした物
それは《閃きの果実》という
ポーンがその主のため、さらなる活躍をと
強く願った時に現れる力の結晶――",
"その果実を与えることで
貴君のポーンは新たな力を得て
さらなる働きを見せることだろう",
"――本来、ポーンは自らの意思や
その将来を想った願いを持つ存在ではない
しかし、主との結び付きがごくまれに
ポーンにそのような考えと新たな力をもたらすようだ",
"貴君のポーンは良き主を得た
そういうことなのだろう",
