old,new
"フフフフ――
ついに――
ついにこの時が来たわ！",
"今日はピレモスの人たちへの
素敵なサプライズを用意してるの！",
"ローナとの共同作戦よ
もちろん、あなたも手伝ってくれるよね？",
そうこなくっちゃね！,
"何を用意してるかは
現地へ行ってからのお楽しみ！",
準備できたら声かけて！,
"フフフフ――
何を用意してるかは
ピレモスについてからのお楽しみ！",
"気になってしかたないって顔ね！
それじゃ、出発といきますか",
出発する,Depart
――少し待ってほしい,...I want to wait awhile
"よーし、はりきって行くよ
ピレモスに向かって出発！",
"アタシは準備できてるから
いつでも声かけてね！",
"ピレモスのみんなの驚く顔
早く見たいなぁ",
"い――
いない！",
"あの子たちが！
どこにもいない！
――そ、そんな――",
ローナについて聞く,
“あの子たち”について聞く,
"そ――そうだ
ローナもいない――",
"もしかしたら――
何かあって、追いかけてったのかも",
"そ、そうね
まだあきらめるのは早いよね――
とりあえず、ローナを探そう！",
"ううう――あの子たち――
今までずっと大事に育ててきたのに",
"あの子たちにもしものことがあったら
アタシ――",
ああ、どうしよう――,
"でかくて黒い鳥ばっかり！
ローナの姿もあの子たちの姿もないし
なんかものすごく不吉な予感がする――",
"まだ――まだよ！
お願い、みんな無事でいて！",
"とにかく
ピレモスの方まで行ってみましょう！",
レーア！　ミディ！　ウェルダ！,
"いやぁ、さっすが
名ハンター、ローナ！
ちゃんと３匹とも見つけてくれてたのね！",
"アタシの豚さん、みんな無事だった！
ああ、安心した――！",
豚について聞く,
ローナについて聞く,
"丘で見つけた
かわいい豚さんたち！",
"この日のために
ローナと二人で
命がけで育てたんだから！",
"ピレモスの人たちに
新鮮なお肉を食べてもらいたくってね",
"いやーこの完成度――
見てるだけでほっぺが落ちそうだね！",
"さて、この子たちのことはローナに任せて
アタシたちはピレモスへ向かおうか！",
"この子たちを丘で見つけてから
ローナと一緒にずっとごはんあげてたんだ！",
"ピレモスの人たちへの贈り物にするって
言ったら、ローナも大賛成してくれてね
いわば、二人で仕上げたお肉だよ",
"さて、この子たちのことはローナに任せて
アタシたちはピレモスへ向かおうか！",
"さすがに活きのいいの
３匹も追い回すのは骨が折れたよ",
"キャリーと一緒にエサをあげてきたんだけど
こんなにも元気に育つとはね",
"さ――
ここは私に任せて
先にピレモスへ行きなよ",
"今回でピレモスへの食料も
十分な量を届けられたかな！",
"サプライズもよろこんでくれてるし
なんだかんだで大成功だね！",
"そうそう
アンドレアがね
あなたにもお礼言いたいって！",
"――本当に、今までありがとう！
おかげでピレモスも飢えずにいられたわ
みんな感謝してるのよ",
"しかもあんなに立派な豚まで――
ワクワクするっていうのかしら
こんなに心が躍るなんて、久しぶりだわ",
"この状況だから、ピレモスから
大したお礼はできないんだけど――",
"先日、前にキャリーから聞いていた
釜戸の修復に使えそうな
<COL ff2600>《粘土質の土》</COL>を手に入れたの",
"後で、砦に届くように手配しておくわ
修復に使えるかどうか、一度試してみて！",
"――私たちも、いつまでも
ここでくすぶってはいられないわよね",
"食べるものを食べて力をつけたら
きっとあなたたちの役に――
この国の復興のために力を尽くすわ",
"――本当に、今までありがとう！
おかげでピレモスも飢えずにいられたわ
みんな感謝してるのよ",
"しかもあんなに立派な豚まで――
ワクワクするっていうのかしら
こんなに心が躍るなんて、久しぶりだわ",
"この状況だから、ピレモスとしては
大したお礼もできないんだけど――",
"――私たちも、いつまでも
ここでくすぶってはいられないからね",
"食べるものを食べて力をつけたら
きっとあなたたちの役に――
この国の復興のために力を尽くすわ",
"ピレモスの人たち
よろこんでくれて良かった！
アタシでも、頑張ればみんなの力になれるんだ！",
"ちょっとは褒められそうなことできたかな？
もちろん――ひとりで出来たことじゃないけど",
"いま――こうして喜べるのも
あなたが力を貸してくれたおかげ！",
"ティネス砦は沢山の人が犠牲になったから
戦えないアタシも、できることをしたかったんだ",
"感謝してる！　ホントにありがとう
それじゃティネス砦に戻ろうか",
ねぇ――,
"なんか、さっき大食堂に戻ってから
視線、感じるんだよね――ずっと",
"――誰か、入り込んでる？
ちょっと様子を見てきてもらえない？",
"あ――いえ！　その――
あやしいもんじゃありませんぜ",
盗賊をつまみ出す,
兵士を呼ぶ,
"ちょっと――
ちょっと、お待ちを！
確かに俺ぁしがない盗賊でさ",
"“ベルタの盗賊団”といやぁ
このあたりでは名が知れてるはず",
"いや、話を聞いてくだせぇ！
何もここの食料を
盗みに来たわけじゃねぇんです！",
"話せば長いんですが
ちょっとワケありでして――",
"かいつまんで言うと、食料が――
俺らのアジトの食料が
底を尽きかけてるんでさぁ",
"そんなところへ、ある情報筋から
キャリーの姐さんの噂を耳にしましてね
それでここに――",
"うわっ、ちょっと待った！
そんな大事にしないで――
落ち着いて――落ち着いて話を聞いてくだせぇ",
"話せば長いんですが
ちょっとワケありでして――",
"かいつまんで言うと、食料が――
俺らのアジトの食料が
底を尽きかけてるんでさ",
"そんなところへ、ある情報筋から
キャリーの姐さんの噂を耳にしましてね",
"脚の軽さにはちょいと自信があるもんで
こうしてひとっ走りやってきたってわけです",
"俺らが困ってること
どうかキャリーの姐さんに
穏便に伝えてくれませんかね？",
"頼みますよ、覚者さん
キャリーの姐さんを驚かせねぇように
穏便に伝えてくれませんかね",
"何せ自分はどう見ても盗賊のなりでしょう
盗みに入ったと思われたくねぇんです
――変装してくりゃよかったかな",
"なんだ――
視線の主は、ただの盗賊さんかぁ
おばけでもいたらどうしようって思ってたよ",
"で、その盗賊さんのアジトは
食料が無くて困ってるわけね――
なるほど、なるほど――",
"そういうことなら任せて！
ちょうどピレモスへの食料支援も終わったし
同じ要領で、行き先を変えればいいのよね",
"――もちろん、あなたも手伝ってくれるよね
今度は盗賊さんのアジトまで
楽しく食料採取の旅と行こうよ！",
"よーし！
こうしちゃいられないね
明日に向けて準備準備っ！",
