old,new
"ねぇ、盗賊さん――スニーカーさんだっけ
あの人が洞窟に檻を仕掛けてきたんだって――",
"盗賊の親分さんに“魚を獲ってくる係”に
任命されたから、身近で水気のある洞窟に
檻を置いたらしいの――",
"洞窟で魚は獲れないのに、何してるんだろうね！？
しかも、檻を仕掛ける時に怖い思いをしたから
檻の回収にも行けないんだって！",
"――というわけで、魚の調達と
洞窟にある檻の回収を頼まれちゃったよ",
"ピレモスの時みたいに
木の実やキノコなんかを届けるつもりで
引き受けたのにー！",
"はぁ――食料は届けてあげたいけど
水辺にも、怖いものがいるらしい洞窟にも
近寄りたくないよ――",
"特に水辺は――うう――
スニーカーさんも、どうしてお魚係になんて
任命されちゃったんだろう
魚獲りが上手そうな顔、してないのに",
"はぁ、勢いで引き受けちゃったけど
気が重いな――
そろそろ、出発する――？",
出発する,Depart
――少し待ってほしい,...I want to wait awhile
"それじゃあ、まずは関所を通っていこうか
盗賊さんたちもお腹減ってるだろうし
さっさと終わらせちゃおう！",
"うん、わかった
アタシも気が重いから
あなたの気持ちはよくわかるよ",
"今ってさ、湖畔――
つまり、水辺に向かってるんだよね――？
“アイツ”がいるかもしれないよね？",
"嫌だな――やっぱりやめたいなぁ
水辺以外でお魚採れそうなところって無いかなぁ",
湖畔へ向かう,Head toward the lakeside
キャリーの話に付き合う,
"やっぱり行かなきゃだよね――
うん、引き受けちゃったもんね",
"そうだ、あなただけで行ってもらうわけには――
ダメだよね、うん――わかってた",
"言っておくけど、“アイツ”を見たら
アタシどうなっちゃうかわかんないからね！",
"“アイツ”――大っ嫌いなの
名前も口に出したくないくらい",
"はぁ――水辺以外でお魚、獲れないかなぁ
例えば木に登って暮らす魚とかさ――",
"はぁ、はぁ――
や、やっぱり出たじゃない！
水辺ってこれだから嫌なのよッ！",
"うっ、腕が鳥肌になっちゃってる――
もうほんとにダメなのよ、“アイツ”だけは！",
"あの魚みたいなトカゲみたいな顔も
頭から背中にかけての丸みも
二本足で歩くところも、全部ダメ！",
"見るだけで全身ゾワッとして
バタバタ暴れながら転がり回りたくなるの！",
"――そういえば、さっきアタシ何してた？
あんまり覚えてないんだけど――",
"――あれ？
檻の中にゴブリンが入っちゃってる
この子、前にも会った子だよね？",
"元気無いね――お腹、減ってるのかな
――ちょっと待ってて！
あの子に食料、渡してくるから",
"――お待たせ！
あの子に食料も渡したし
さっさと檻を回収しちゃおうか",
ゴブリンについて聞く,Ask about the Goblin
食料について聞く,Ask about the food
"困ったな
あのゴブリンの子――
いっつもお腹空かせてるんだよね",
"そうだ！
あの子の名前、“ペコ”ってどう？
会うたびいつも、“腹ペコ”だからね",
"え？　どうしていつも食料を渡すのかって？
それもあんなにたくさん？",
"――わかるんだ
アタシもさ、おんなじだったの、
昔住んでた場所が魔物に襲われてね",
"魔物から必死で逃げて
自分がどこにいるのかもわからなくなって
一歩も歩けなくって、もうダメだ！って",
"でもその時に、私を助けてくれた人がいた
「困ってる者を助けるのは当然だ」って",
"見ず知らずのアタシに
お腹いっぱいになるまで
食べさせてくれたんだよ――",
"――きっと、あの子も、いろいろあると思う
さっきあげた分も、もしかしたら
自分じゃ食べられてないのかも",
"だから、いっぱいあげたら、その分
あの子も少しは食べられるかなって――",
"――さ、思い出話はここまで！
今は、アタシにできることをやって
みんなの力にならないとね！",
"食料を渡しちゃっていいのかって？
――いいのよ！",
"だって、アタシもあなたも
今はお腹空いてないでしょ？
それに、食料はまた採ればいいんだから",
"フゴ――ウガ、ウガ――
食ベモノ――",
ふーっ、やっとアジトについたね！,
"アタシ、盗賊のアジトに来るのって初めて！
色々見て回りたいけど――",
"ちょっと、疲れちゃったかな――
少し休んでからじゃないと動けないよ",
"あなたは流石に元気そうだね
よかったら、スニーカーさんに
一声かけてきてくれない？",
"おおっ、覚者さんじゃないですかい！
――ということは、キャリーの姐さんと
食料を運んできてくださったんで？",
"ありがてぇことです！
これで俺らも、ここに逃げてきた人たちも
何とか今日の飯にありつけます",
"俺が洞窟に設置した檻も
回収してくださったとか――
いや、変なところに設置してすみません",
"洞窟には洞窟の魚がいるかと思ったんですがね
せっかくの檻を無駄遣いしたって
仲間から盛大に叱られちまいまして――",
"これ、お礼というには足りないかも
知れやせんが――",
"キャリーの姐さんが欲しがってた
井戸の修復に使える<COL ff2600>《水はけの良い石》</COL>でさ
話を小耳に挟んだんで、探しときやした",
"おおっ、覚者さんじゃないですかい！
――ということは、キャリーの姐さんと
食料を運んできてくださったんで？",
"ありがてぇことです！
これで俺らも、ここに逃げてきた人たちも
何とか今日の飯にありつけます",
"俺が洞窟に設置した檻も
回収してくださったとか――
いや、変なところに設置してすみません",
"洞窟には洞窟の魚がいるかと思ったんですがね
せっかくの檻を無駄遣いしたって
仲間から盛大に叱られちまいまして――",
"ああ、スニーカーさん喜んでくれたんだね
良かった――頑張ったかいがあったよ",
"少し休んで疲れもとれたし
そろそろティネス砦に帰ろっか！
ちょっと遠いから、帰りにかかる時間も
余裕みとかないとね",
"むっ――
また妙な視線を感じるよ",
"もう何だか慣れっこになっちゃったけど
何者かがこの食堂に入り込んでるみたい",
"けど、スニーカーさんには
ついさっきアジトで会ったばっかりだし――
誰がいるの？",
"ギャッ！？
グゴ――悪いコト、シテナイ！",
"出てク！　ココから出てク！
フギ――グギィ――",
手を差し伸べる,Extend a hand
もっと近寄る,Get closer
"ギッ！？　ヤメデ！
悪いコト、シテナイダカラ",
"出てク――すぐ出てクカラ
オマエ、何も見ナカッタ！",
"フガ！？　来るナ！
見てたダケ――悪いコト、シテナイ",
チョット、チカくで見てたダケ！,
"悪いコト、シテナイ！
オマエ、アッチいって！",
え？　ペコがこの食堂にいるの？,
"――隠れてないで出てこればいいのに
何で隠れるんだろうね？
アタシたち、あの子をいじめたこともないんだからさ",
"それにしても、アジトへの食料運搬
大変だったよね――
ピレモスまでの道のりとは
一味違うって感じだった",
"外での食料探しと食料運搬――
かなり慣れたと思ってたけど
やっぱりアタシひとりじゃ到底無理だわ",
"覚者さん、これからも手を貸してね
自分ひとりじゃできないことを
図々しいって思われるかもしれないけど――
飢える人を少しでも減らしたいんだ",
