old,new
"ああ――あの石コロが欲しいんだナ？
なら、取引きといこう
<STG 550>に<NPC 2004>を
向かわせるから、そこで聞け",
"取引きするんじゃないのカ？
<STG 550>に<NPC 2004>を
向かわせるから、あっちで聞くんだナ",
"人間――取引すル、人間カ
エンブレムストーンが欲しけレバ
この先のオークたち、倒してコイ！
頼みとエンブレムストーン、交換ダ",
"カクゴはいいか？
さっそくタメすかどうかキメロ",
いつでもOKだ,It is OK whenever
――少し考えさせてほしい,...I want to think a bit
"王のノゾミ、聞くンだナ――ヨシヨシ
奥にいる敵、ミナたおせ！
途中で倒れタリ、ノロノロするのはダメダ",
"失敗して出直ス時――
まァ、声かけるなら、ツキアッテヤル",
"ワカッタ――
準備できタラ、声かけロ
チョットくらい、待ってヤル",
"奥にいる敵、ミナたおせ！
途中で倒れタリ、ノロノロするのはダメダ",
"失敗して出直ス時――
まァ、声かけるなら、ツキアッテヤル",
"オマエ、やるナ！
王にホウコクしとく
オマエも王にアイサツ忘れルナ",
"おおっ！　首尾よくプリーストの
エンブレムストーンを手に入れてきたみたいだな！
さっそく確かめてみようぜ",
"他のジョブのエンブレムストーンも
手に入れたら、一度俺に見せてくれよ",
ノロノロせず、イチバン奥のオークをタオセ――それが王のノゾミ,
時間、カカリスギ――イソゲ！！,
オマエ失敗ダ、台無しダ――まァ、声かけるなら、もう一回ツキアッテヤル,
ヤッタ！　――オレのトコロ、モドッテこい！,
"オマエ、やるナ！
王にホウコクしとく
オマエも王にアイサツ忘れルナ",
"取引き完了だナ！
石コロ１つで、邪魔なヤツらを追い払えタ――
お前はちょっと働いて、あの石コロを手に入れられタ
お互い、良かったよナ",
"石コロ――エンブレムストーンは他にもあるゾ
別のジョブのが欲しければ、ＬＶ．70になって
役に立てるようになってから――また来いヨ
取引きしてヤル",
"石コロ――エンブレムストーンは他にもあるゾ
別のジョブのが欲しければ、ＬＶ．70になって
役に立てるようになってから――また来いヨ
取引きしてヤル",
