old,new
"ああ？　救援要請の手配を俺が――？
あんたが行くってのか？",
"――まぁ、何かあっちゃ寝覚めが悪い
で、どういう奴らを集めればいいんだ？
あんたが戦いやすい方でいいけどよ",
近接攻撃主体,Melee attackers
遠距離攻撃主体,Ranged attackers
――少し考えさせてほしい,...I want to think a bit
"なるほどな
すぐに近距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ",
"なるほどな
すぐに遠距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ",
"すぐに近距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ",
"すぐに遠距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ",
"おおおおお、さすがは覚者殿！
無事、敵軍を討伐して戻られましたな
これで敵軍の戦意を削ぐことができた",
"またヤツらが怪しげな動きをしていた時は
今回のように蹴散らしていただけると
我々としても助かりますな",
"おお、これは覚者殿
この度敵軍の姿を捉えましてな
しかし、このままでは戦力的に不利ゆえ
戻ってきた次第",
"覚者殿、友軍を率いて
敵の討伐に出てはいただけないだろうか
なに、手配はオルハンがしてくれるはず",
"覚者殿、友軍を率いて
敵の討伐に出てはいただけないだろうか
なに、手配はオルハンがしてくれるはず",
"この場の敵を食い止める大役は
私が引き受けよう！
なに、ご安心めされよ
鍛錬は欠かしたことがない",
"あんた、優柔不断な性格か？
まぁいい――気がすむまで考えてくれ",
