old,new
"隊長！
《第二防衛区画》攻略のための
作戦ができたんだ！",
"さ、さ、遠慮はいらない
さっそく聞いておくれよ！",
"よーし！
それでは作戦を大発表だ！",
"今回まずボクが目を付けたのは
ここ――《隔離兵舎》さ",
"あの、“扉とレバーの魅惑の空間”
とでも呼びたくなる場所だね",
"あそこはおそらく――
“大型の魔物”や、手の付けられない
ヤツらを隔離しておく施設だと踏んでいる",
"隊長も、あそこで
巨大な武具や瓦礫が散乱していたのを
見ただろ？",
"あれは“相当にやんちゃな奴”が
いる証拠だと思うんだ",
"特に、大型の魔物は我々にとって脅威だ
一体いるだけで、戦況をひっくり返してしまう
影響力を持っている",
"“軍隊”として相手をするのは危険だが
“一人の暴れん坊”のうちなら
まだなんとかなるかもしれない",
"そこで――
乱戦を避け、確実に一匹ずつ
仕留めていく作戦を思いついた",
"《隔離兵舎》に潜入し
お待ちかねのレバーを引くわけだ",
"後は、そいつを倒すだけ――
どうだい？　実にシンプルな作戦だろ？",
"ボクもこの“相棒”と共に参戦する
準備ができたらいつでも声をかけてくれ",
"隊長は、戦闘となると
いつもより気合が入ってるように見えるね",
"準備は完了したかな？
さ、出発しよう！",
出発する,Depart
――少し待ってほしい,...I want to wait awhile
目指すは“扉とレバーの魅惑の空間”だ！,
"隊長、レバーが逃げるかもしれない
すぐに準備してきてくれたまえ！",
"さて――
ここまでくれば、あとはレバーを引くだけだが",
"“どの扉を開けるか”は
隊長に任せることにするよ",
一応念のため注意しておくが――,
"一度に複数の扉を開けることだけは
“絶対に”やめたまえよ！
命がけのパーティが始まるからね",
"さぁ、隊長
作戦開始だ！",
"ふぅ――
とりあえずはなんとかなったね",
"“相棒”が戻ったのはいいが
やはりまだ体の調子がイマイチだなぁ
魔法にツヤが足りない気がするんだ",
"まだ攻略してない扉があるけど
どうする？　隊長",
もう少し続ける,Continue a bit more
《第二の門》を攻略する,"Capture ""Second Gate"""
展望城に戻る,Return to the Lookout Castle
"分かった、隊長がそう決めたなら
ボクも精一杯付き合うよ",
さ、レバーの操作は隊長に任せたよ,
"敵への損害はまだ十分とは言えないが
やってみる価値はあるか――",
隊長がいるのなら、何とかなるかもしれない,
よし、分かった――行こう！,
"その意見にはボクも賛成だ
ここにいる魔物は
どうやらこいつらで最後の可能性が高い",
"この状況で補充するための余剰戦力を
やつらが確保しているとも思えないし
一体ずつでも確実に数を減らせるはずさ",
"さ、見張りのオークが来る前に
城へ戻るとしよう",
"隊長！　やったぞ！
３つの扉にいた魔物をすべて片付けた！",
"さすがにデカいヤツは苦戦したが――
隊長のおかげでなんとかなったよ",
"状況から見て、ここに新たな魔物が補充される
ことは考えにくい。
《隔離兵舎》は攻略したと考えていいだろう",
"これで奴らにそれなりの損害は与えたはずだ
このまま《第二の門》へ突入する選択肢もあるが
どうする？",
《第二の門》を攻略する,"Capture ""Second Gate"""
展望城に戻る,Return to the Lookout Castle
"その意見にはボクも賛成だ
敵は確実に弱体化している――
焦ることはないさ",
"さ、見張りのオークが来る前に
城へ戻るとしよう",
"すごいぞ隊長！
まさか、この戦力差をひっくり返せるとは！",
"情けないが、ボクのツヤのない魔法は
ほとんど役に立たなかった――",
"この勝利は、隊長の力あってこそだ
本当に感謝している",
"この劇的な勝利を皆に報告したい！
さぁ、展望城へ帰ろう！",
"敵の戦力はまだまだ健在のようだが
《隔離兵舎》を攻略すれば
確実に弱体化できるはずさ",
"成果を焦ることはない――
作戦とは、時に忍耐力が試されるものさ",
"隊長が力を貸してくれる限り
必ず道は開けると信じているよ",
"《第二の門》での隊長の活躍を話したら
みんな驚いていたよ",
"お世辞でもなんでもなく
これはまさに偉業さ
並みの者では決して成し得ないことだ",
"正直な話、奴らを目の当たりにした時
ほんの少し帰ろうかと思ったくらいさ！
ほんの少しね！",
"これで《第二防衛区画》の奪還もほぼ確実
残るは《最終防衛区画》のみ！",
