old,new
"お、隊長！
いいところに来たね",
"実は今、《第二防衛区画》を攻略する作戦を
立てていたところなんだけど
ちょっと困ったことがあってね",
"それを解決できるかもしれない
“あるもの”を探してるんだ",
"僕はここを離れられないし
隊長、手伝ってもらえないかな？",
"そうか、ありがとう！
隊長なら、絶対断らないと思ってたよ！",
"なぁに、ちょっとした“宝探し”みたいなものでね
ゆるい気持ちで取り組んでもらうといい",
詳しくは後で説明するよ！,
まずは、奪還作戦の現在の状況から説明しておこう,
"《第一の門》を奪還したまでは良かったんだが
その門を開けての第二防衛区画攻略は
少々難しくてね",
"当然、こちらから開けることは出来ないし
《集会場》に置いてあった“攻城槌”を使って
無理やりこじ開けることも考えたが――",
"こちらに十分な戦力がない以上
正面からの突破は逆に危険だ",
"まだ多数の残党が予想されるし
やはりここはまずこっそり潜入して
敵の状況を把握しておきたい",
"《第二防衛区画》へは、いつも通り古井戸を利用して
潜入したいんだけど――",
"今、手元にあるのは
《第一防衛区画の古井戸の地図》だけでね
それ以外の区画の情報がないんだ",
"すまないが隊長、これから攻略する
《第二防衛区画の古井戸の地図》を
探してもらえないかな？",
"城内のどこかにはあるはずなんだけど
敵に占拠されて荒らされたせいで
見つからなかったんだ",
"何か知ってそうなのは――サムエルかな
彼は兵士としてはかなりの古株だからね
ボクなんかよりずっと大先輩さ",
"少々気難しい性格なんだけど――
ボクとまともに会話できている隊長なら
たぶん大丈夫さ！",
"何か知ってそうなのは――サムエルかな
彼は兵士としてはかなりの古株だからね
ボクなんかよりずっと大先輩さ",
"少々気難しい性格なんだけど――
ボクとまともに会話できている隊長なら
たぶん大丈夫さ！",
――――,
"む――覚者殿
――何か用か？",
《古井戸の地図》を探しているとな？,
――――,
心当たりは、ないな,
"ソネル様が見つけられなかったなら
わしにも分からん",
"む――他に知ってそうな人物は
いないか、だと？",
――――,
"わしより古くこの城にいる者は
そうはおらん",
ただ――,
"最近、若い盗賊の娘が
城内をウロウロしておる",
"害はなさそうだが
あちこち物色してる姿をよく見かける",
"どこかでその《古井戸の地図》を
見かけてないとも限らん",
まぁ、あくまで可能性の話に過ぎないが,
"最近、若い盗賊の娘が
城内をウロウロしておる",
"害はなさそうだが
あちこち物色してる姿をよく見かける",
"どこかでその《古井戸の地図》を
見かけてないとも限らん",
まぁ、あくまで可能性の話に過ぎないが,
"あ、隊長！
サムエルは何か知ってそうだったかい？",
"――う～ん、そうか困ったなぁ
さすがに“一か八かの古井戸大冒険”を
するわけにもいかないしな",
"迷ったら絶対出てこられないし――
地下牢暮らしはまだ良いとしても",
"“部屋”ですらない
古井戸に永住するつもりはないからね！",
"――隊長
残念なお知らせがある
どうやら奪還作戦もここまでのようだ！",
心当たりがある,I have an idea
作戦を終わりにする,
"え、本当？！
そういう大事なことは
作戦参謀がみんなの前で
匙を投げる前に言ってほしいな！",
ほんと、隊長も人が悪いなぁ！,
"で、で！
その“心当たり”というのは？",
"――ふむふむ、なるほど
この城にいる盗賊の娘、か",
"そう言えば、確かにここ最近見かけるね
兵士たちとも仲良く話してるようだから
特に気にしてはいなかったけど",
"確かに、何かを探すには
うってつけの人物かもしれない",
"すまないけど、その娘に事情を話して
知ってることがないか聞いて来てもらえるかな？！",
そうだよね、やっぱり――,
"隊長、今までありがとう
ネド王子から託されたこの重大な任務を
完遂できなかったとあれば――",
"このソネル、再び光の届かない冷たい石の部屋で
狂人を演じる生活に戻ることにするよ",
"そしてやがてはみんなから忘れ去られ――
たまに通りかかる盗賊だけが
好奇心でボクをからかいにやって来る",
それがこれから待つ、ボクの新たな人生さ――,
"隊長、こんなボクに
最後に何か言葉をかけておくれよ",
"――え？　その盗賊が最後の希望になるかも？
サムエルがそう言ってた――と",
"事情はさっぱり呑み込めないが
ボクの人生を救えるのは盗賊だけだ！",
隊長、頼んだよ！,
"ボクの人生を救ってくれるなら
盗賊でも貴族でも蛮族でも――
何ゾクでも大歓迎さ！",
さ、早く頼んだよ、隊長！,
"ん？　なんだ覚者さんか
あたしになんか用？",
"え？　《古井戸の地図》を探してる？
ふーん、なんで？",
"重要な作戦に必要？
なんだか分からないけど、それがあれば
戦が終わるんだったら協力してあげてもいいよ",
"なんてったって戦が終われば
また楽しく盗みに入れる生活に戻れるからね！",
"う～ん、“古い地図”ねぇ――
まぁ、ようするにくたびれた紙切れよね",
"どうせなら宝石みたいなものを盗みに入りたいから
あたしはあんまり気に留めないんだけどさ",
"でもまぁ、あたし
嫌いじゃないよ？　ロマンとかそういうの
宝の地図とかさ、ちょっとわくわくするし",
"お目当ての地図かどうかはわからないけど
《大聖堂》をフラフラ探索してるときに
いくつかそれらしいもの見た気もするかなぁ",
"あ、まだ何も盗んでないからね！
今は、この城にいるのがなんか楽しくてさ
興味本位で見物してるだけなの",
"とりあえず、《大聖堂》の中
探してみたら？",
"お目当ての地図かどうかはわからないけど
《大聖堂》をフラフラ探索してるときに
いくつかそれらしいもの見た気もするかなぁ",
"あ、まだ何も盗んでないからね！
今は、この城にいるのがなんか楽しくてさ
興味本位で見物してるだけなの",
"とりあえず、《大聖堂》の中
探してみたら？",
"お！　隊長！
その顔から察するに、何か収穫が――",
"ちょっと見せてもらえるかな？
――ふむふむ",
"間違いない！　これだよ！
《第二防衛区画の古井戸の地図》！",
"なるほど、つまりここからこうなって
こっちと見せかけて実はそっちだったりするわけか
そうなるとここへ出るには――",
"うんうん、これさえあれば
思った通りの場所に出られそうだ！",
"まぁ、この地図も井戸も古いからね
実際は今もこの通り繋がっているかは
定かではないけど――",
"迷路のような構造が幸いして
いくつか迂回できそうなルートもあるし
なんとかなるんじゃないかな！",
"や、さすがは隊長だ！
またしてもボクの人生最大のピンチを
救ってしまった――",
"この紙切れ一枚のおかげで
首の皮一枚繋がったよ！",
"よし！　さっそくこの《古井戸の地図》を元に
《第二防衛区画》の攻略作戦を練るとしよう",
"ありがとう隊長！
作戦が決まるまで、ゆっくり休んでいてくれ
地下牢なんか涼しくて静かだし、休むのに
うってつけさ！",
こ、これは――,
"牛肉1400ｇ、玉ねぎ8個
ニンジン5本にじゃがいも10個
味付けに赤ワインと塩コショウ少々
生クリームはお好みで――",
約10人分のシチューのレシピじゃないか！,
"こう見えてボクはシチューには目がなくてね！
特に、この城の食堂のシチューは絶品さ！",
"しかし――
入っている具材が食堂のと少し違うな
ボクがこの城に来る前のレシピだろうか",
"その前とか、さらにその前の前とか――
もしかしたら古代のシチューのレシピすら
残っている可能性があるぞ！",
"隊長！　実にイイものを見つけてくれた！
他にもっとないか、探してきてくれたまえ！",
"え？　《古井戸の地図》はって？
意外だね！
隊長が、古井戸に目がないなんて知らなかったよ！",
"ボクはすでに運命的なものと出会ってしまったからね
隊長の“ソレ”が見つかるよう、祈っておくよ！",
これは――,
『さすらい料理日記（ラスニテ山麓編）』,
"『私は、一人のしがない料理人――
　この大陸で旅をしながら
　“料理の道”を極めるべく
　各地を転々としている』",
"『ある時、ラスニテ山麓で
　イノシシの群れに襲われた――
　その時私を助けてくれたのは、意外な人物だった』",
"『彼は盗賊としては少しふくよかな体系だったが
　疾風の如く駆け回り、イノシシの群れを軽くいなし
　瞬く間に追い払ってしまった』",
"『色んな意味で意外な救世主だったが
　彼が逃げ遅れたイノシシを一匹捕まえて来たので
　お礼に腕を振るわせてくれないかと提案をした』",
