old,new
"お腹壊してた時
あの草を持ってきてくれて、ありがとうね",
"気を取り直して――
食料探し、行ってみようかな",
"いつまでもここでうずくまってるわけには
いかないよね",
"外に行くのは、やっぱり怖い
でも――食料が無くなっちゃうのは
もっと怖いんだから",
"また――
外に連れてってくれる？",
"よかった―――
あなたが一緒にいてくれると思うと
ちょっとは勇気が出てくるよ",
"それじゃあ、出発する？
アタシはいつでも大丈夫だけど――",
出発する,Depart
――少し待ってくれ,...wait a little while
"とりあえず――
今日は、砦から出たところの野原に
行ってみるね",
"うう――
なんか急に決意が揺らいできちゃった
本当に大丈夫かな
あなたも嫌になったりしてない？",
"うーん
砦の外に出るまでが一番緊張するみたい
一度出ちゃうと、意外と――",
今のところ魔物もいないし――,
"よ――よし！
食料、いっぱい見つけるんだから",
"や、やっぱり魔物って
けっこう身近なところにいるのね――",
"ううん、ちょっとびっくりしただけ
まだ頑張れるわ",
"それにしても、あなたって本当に強いんだね
人を守りながら戦えるって
すごいことなんだって聞いたことがあるよ",
"次は丘で食料を集めたいから
もう少し付き合ってね！",
"あ――
ねぇ見て！　ブタの群れ！",
"しかも３匹も！
アタシ、ブタって大好きなんだ！
この子たちも、魔軍から逃げてきたのかな",
"この子たちに何かしてあげたいけど
食料はあげられないし――
どうしようかなぁ",
名前を付けることを提案する,Suggest to name
リボンを結ぶことを提案する,Suggest tying ribbons
"それって素敵！
どんな名前にしようか迷うなぁ",
"一匹ずつ個性があるもんね
背中の模様とか――
鼻の形とか―シメり気具合も――",
"あ――そういえば
こんなことしてる場合じゃなかった！",
"さっさと食料を集めて
砦に戻らないといけないよね",
"リボンかぁ
うーん、あなたの案も悪くはないんだけど――",
"ブタさんってさ、泥の上で
転がり回るのが好きなんだ
リボンはすぐ汚れて邪魔になっちゃうかも",
"大丈夫、ブタさんはリボンなんてなくたって
そのままで十分素晴らしいからね！",
"あ――そういえば
こんなことしてる場合じゃなかった！",
"さっさと食料を集めて
砦に戻らないといけないよね",
"ふぅ――
“ただの魔物”で良かった――",
"食料探しに夢中でここまで来ちゃったけど
ここってどう見ても水辺だよね――？",
"ということはさ
“アイツ”がいるかもしれないよね――",
"あ――でも、ちょっと待って！
よく見るとこのあたりの地面――
“食料が埋まってそうな地面”だ！",
"すぐに掘り返してみるから待ってて
できるだけ早くするから
絶対置いていかないでね！",
"やっぱり食料が埋まってたよ！
見えないところにまで気を配らないとね",
"うん、食料もある程度集まったし
そろそろ帰ろっか",
"今日はありがとう！
今晩みんなが食べる分は
なんとか集められたよ",
"実はね、砦に物資を運ぶ輸送隊が
こっちに向かってるって話なんだ",
"物資が届くようになれば
明日食べるものを心配して
うろたえる必要も無くなるよね",
"もうそろそろ着くって聞いたけど
まだかなぁ――",
こっち来ないでってば！,
う～ん　食べられそうなものは――,
えぇ！？,
う～ん　食べられそうなものは――,
ねぇ！,
