old,new
"実はな
今、ある魔物を追跡中なんだよ
手が空いてるなら手伝ってもらえないか？",
"追跡中って言っても
その魔物がどこにいるかはわかってないんだ
今、追っているのはその魔物の“痕跡”さ",
"“痕跡”を辿っていけば、必ずヤツはそこにいる
だが――さっきヘマしたお陰でケガをしちまってな
重傷ってわけじゃないが、素早く動けそうにない
俺の代わりに魔物を追ってくれないか？",
追跡を開始する,
――少し待ってほしい,...I want to wait awhile
"“痕跡”を辿っていけば、必ずヤツはそこにいる
すまないが、俺の代わりに追ってくれ",
"時間をかけすぎると相手が気付く可能性がある
大胆かつ慎重に――よろしく頼むぜ",
"さすが覚者さんだな！
あんたに頼んでよかったぜ
これで魔物が集まりやすい場所も分かったし
メガドシスの警備事情も一歩前進だな",
さあ、追跡だ――相手に気付かれる前に見つけちまってくれ,
相手の動きが少し変わったな――ちょいと急いだ方がいいんじゃないか,
完全にバレちまったなこりゃ――やり直しだ,
"魔物がいそうな場所の目星は大体ついてる
地図に印をつけておくから、そこを当たってみてくれ",
"あんまり時間をかけすぎると
相手が気付く可能性があるからな
時間をかけすぎないようによろしく頼むぜ",
"ああ、少し特殊な任務だからな
しっかり準備してから
また声をかけてくれ",
