old,new
"君、覚者か！
ちょうど良かった――君を探してたんだ",
"俺がどう見ても盗賊で
怪しいことは百も承知なんだが
今から話すことは真剣に聞いてくれよ",
"もうすぐ、ここに魔軍が攻めてくる――
本当なんだ、やつらの動きがおかしいからって
ここ数日ピリピリしてただろ",
"フィールドに出て様子を探ってた戦士の
何人かはすでに魔物と交戦し、やつらを
食い止めている状態のようだ",
"彼らは防戦するのに精一杯だった
だから、俺が君に助けを求めて
やってきたってわけだ",
"支度ができたら、場所を確認して
すぐに出発してくれ
――君が早く向かってくれないと
戦士たちもいつまでもつかわからないぞ",
"戦士たちもいつまでもつかわからない
場所を確認したら、すぐに向かってくれ
魔軍の情報は彼らが知っているはずだ",
シェナイの交戦情報,Shenai's battle information
バーサの交戦情報,Versa's battle information
ケイークの交戦情報,Keiku's battle information
"魔軍の魔物がピレモス方面に向かって
進軍準備をしてるのを見たんだけど
ここで魔物と戦うだけで精一杯だった――
頼む、やつらの足を止めてくれ",
"魔軍の魔物がピレモス方面に向かって
進軍準備をしてるのを見たんだけど
ここで魔物と戦うだけで精一杯だった――
頼む、やつらの足を止めてくれ",
"ふぅ、魔軍の襲撃計画を
事前に潰せてよかった――
君、さすがだな！
俺も必死になって走ったかいがあったよ",
"これからも周辺の状況には
気を付けてやってくれ
――じゃ、まぁ
俺はアジトにでも戻ろうかな",
"はぁ、何とか切り抜けられた――
あんたのおかげさ、礼を言うよ！
でも、魔軍の別の隊が
ピレモス方面への進軍準備をしているんだ",
"面倒なことに、あっちの隊列の中には
＜キメラ＞がいた――
あんたの腕でなんとかならない？
拠点が襲われる前に、あいつらを蹴散らして！",
"ああ、覚者さま！
助けてくださってありがとうございます
実は、魔軍が《<SPOT 1038>》で
進軍準備をしているのを見てしまったのです",
"それから、魔物の中に＜キメラ＞の姿も
確認しました――",
"すでにわたしの仲間が
現地に向かっているはずです
覚者さま、魔軍が拠点を襲う前に
どうか討伐にご協力ください",
"あんたのおかげで助かったけど
実はさ、魔軍の別の隊が
ピレモス方面への進軍準備をしているんだ",
"面倒なことに、あっちの隊列の中には
＜キメラ＞がいた――
あんたの腕でなんとかならない？
拠点が襲われる前に、あいつらを蹴散らして！",
"実は、魔軍が《<SPOT 1038>》で
進軍準備をしているのを見てしまったのです",
"それから、魔物の中に＜キメラ＞の姿も
確認しました――",
"すでにわたしの仲間が
現地に向かっているはずです
覚者さま、魔軍が拠点を襲う前に
どうか討伐にご協力ください",
"<NPC 655>は
敵の動向を探っていたというより
通りすがりに巻き込まれたようだった――
一応、魔軍の情報については知っていると思うがね",
"今なら――<STG 131>の
どこかで敵を引き付けながら
戦っているだろう",
"<NPC 604>は
少し前から魔軍の動向を気にしていたようだ
魔軍の情報について、ある程度
詳細に話してくれるだろう",
"今なら――<STG 131>の
どこかに転戦中だろうな
地図に大体の位置を記しておくよ",
"<NPC 657>は
今回の襲撃をかなり気にしていたようだ
恐らく、相当細かく調べていたんじゃないか
それなりの情報を持っているはずだよ",
"今なら――
危なそうな状況だったから
<STG 131>の
どこかに潜んでいるんじゃないかな",
"首尾よく敵を発見できたみたいだな！
できれば、討伐まで頼まれてくれないか？
私と覚者殿では戦闘力が段違いだからな",
"やつらを見つけられたのね！
あたしたちだけじゃ不安だったけど
こっちにはあんたがいるものね
やつらの討伐、頼んだよ！",
"よかった、敵を発見できたみたいですね！
拠点が襲われる前に討伐しないと――",
