old,new
"今何をしているか、ですか
実はですな、メイロワ将軍からの指令を受け
ある敵を討伐するために追跡中なのです",
"しかし、なかなか思うように進んでおらず――
もしや、ご助力いただけるのですか！？",
"なんとありがたい！
ええ、すぐにでも追跡方法をお伝えしましょう",
"私が追跡している敵ですが
現状、どこにいるのかが
はっきりとはわかっておりません",
"ですが、その痕跡はすでに発見しています
痕跡を追った先で遭遇できるはずなのです",
追跡を開始する,
――少し待ってほしい,...I want to wait awhile
"敵の痕跡が残っていそうな場所を
地図に書き記しておきました
印のある辺りの探索をお願いいたします",
"ただ、一つ問題がありまして
敵もやるもので、こちらが追跡を試みていることに
勘付くと逃げてしまいます",
"つまり――
あまり追跡に時間をかけられんのです
これが私たちではなかなか難しいことでしてな",
"――いえ、覚者様ならばこの程度
問題にならないかもしれませんが
一応お伝えしておこうかと！",
"おおお、さすがは覚者様！
追跡し、敵の居どころを突き止めるばかりか
すでに討伐までしてきてくださったとは――！
何とありがたく、頼もしいことでしょう！",
"本件は余すことなく
メイロワ将軍にご報告しておきましょう
ご協力、心より感謝しますぞ",
追跡開始します――時間内に痕跡を発見しましょう,
魔物は何かに気付き始めたようです――急ぎましょう,
魔物を見失いました――再度私にお声がけください,
"敵の痕跡が残っていそうな場所を
地図に書き記しておきました
印のある辺りの探索をお願いいたします",
"ただ、一つ問題がありまして
敵もやるもので、こちらが追跡を試みていることに
勘付くと逃げてしまいます",
"つまり――
あまり追跡に時間をかけられんのです
いえ、追跡に失敗してもまた改めて
再出発すればよいのですがね",
"おお、これは失礼をば――
どうも気が急いてしまったようです
覚者様にもご準備がありましょう
もちろんお待ちいたしますとも",
