key,old,new
pick_recieve_en,Receive,
pick_recive_jp,受け取り,Receive
pick_item_select,使用するアイテムを選択,Select which item to use
pick_item_noselect,使用しない,Nothing
pick_item_allget,すべて受け取る,Take All
pick_item_get,受け取る,Take
pick_item_limit,所持数が上限に達しました,You cannot hold more of this item.
pick_item_not_get,アイテムバッグがいっぱいのため、すべてを受け取ることができません,Your item bag is full and you cannot receive all the items.
pick_item_limit_max,アイテムバッグがいっぱいのため、受け取ることができません,Your item bag is full.
pick_item_err_000,装備できません,
pick_item_err_001,"このアイテムは個別に受け取ることができません
【すべて受け取る】を押してください","Cannot receive items individually
Please select ""Take All"""
pick_item_btn_000,受け取る,Take
pick_item_btn_001,直接装備する,Equip Immediately
pick_item_err_002,"必要アイテム（<NAME ITEM>×<VAL>）を
アイテムバッグに所持していないため、受け取れません","You cannot receive items because
you do not carry enough items in the bag
(<NAME ITEM>×<VAL>)"
