key,old,new
ORB_TEXT_INDEX,竜力の継承,Dragon Force Augmentation
ORB_TEXT_SKILL_GET_2ND_1,"以下の能力を取得します。よろしいですか？

　取得能力：<NAME SKILL>+<VAL>
","Are you sure you want to
acquire the following perk?

　Perk: <NAME SKILL> +<VAL>
"
ORB_TEXT_SKILL_GET_2ND_0,"以下の能力を取得します。よろしいですか？

　取得能力：<NAME SKILL>
","Are you sure you want to
acquire the following perk?

　Perk: <NAME SKILL>
"
ORB_TEXT_SKILL_GET_1ST_1,"以下の能力を取得します。よろしいですか？
(次回から隣接する能力のみが取得可能になります)

　取得能力：<NAME SKILL>+<VAL>
","Are you sure you want to
acquire the following perk?
(Only adjacent perks will be available next)

　Perk: <NAME SKILL>+<VAL>
"
ORB_TEXT_SKILL_GET_1ST_0,"以下の能力を取得します。よろしいですか？
(次回から隣接する能力のみが取得可能になります)

　取得能力：<NAME SKILL>
","Are you sure you want to
acquire the following perk?
(Only adjacent perks will be available next)

　Perk: <NAME SKILL>
"
ORB_TEXT_RELEASE_PERCENT,<VAL>%,<VAL>%
ORB_TEXT_YES,はい,Yes
ORB_TEXT_NO,いいえ,No
ORB_TEXT_MYBO,所持<UNTN BO>,Current <UNTN BO>
ORB_TEXT_ERR_GETED,すでに取得済みの能力です,You have already unlocked that perk.
ORB_TEXT_SKILL_GET_COMP_1,"必要なトータルレベルに達しているので
以下の能力を取得できます。よろしいですか？

　取得能力：<NAME SKILL>",
ORB_TEXT_SKILL_GET_COMP_2,"必要なトータルレベルに達しているので
以下の能力を取得できます。よろしいですか？

　取得能力：<NAME SKILL>+<VAL>","Are you sure you want to acquire
the following perk as a reward
for achieving the required total level?

　Perk: <NAME SKILL>+<VAL>"
ORB_TEXT_SKILL_GET_ALLCOMP_1,"これ以外のすべての能力を取得した功績を称え
以下の能力を取得します。よろしいですか？

　取得能力：<NAME SKILL>","Are you sure you want to acquire
the following perk as a reward
for acquiring all other perks?

　Perk: <NAME SKILL>"
ORB_TEXT_RELEASE_INDEX,取得率,
ORB_TEXT_ERR_SCENARIO,この階層はまだ解放されていません,You have not started this tier.
ORB_TEXT_ERR_BO_LACK,<UNTN BO>が不足しています,You do not have enough <UNTN BO>.
ORB_TEXT_ERR_ALLCOMP,これ以外のすべての能力を取得することで選択できます,You must activate all other perks first.
ORB_TEXT_ERR_COMP,必要なトータルレベル（ジョブのレベル合計）に達することで選択できます,You must first reach the required total level.
ORB_TEXT_ERR_ADJACENT,取得した能力に隣接する能力のみ選択できます,You can only activate adjacent perks.
ORB_TEXT_SKILL_GET_ANOUNCE_2,<NAME SKILL>+<VAL>を取得しました,Activated <NAME SKILL> +<VAL>
ORB_TEXT_SKILL_GET_ANOUNCE_1,<NAME SKILL>を取得しました,Activated <NAME SKILL>
ORB_TEXT_SKILL_GET_ALLCOMP_2,"これ以外のすべての能力を取得した功績を称え
以下の能力を取得します。よろしいですか？

　取得能力：<NAME SKILL>+<VAL>","Are you sure you want to acquire
the following perk as a reward
for acquiring all other perks?

　Perk: <NAME SKILL>+<VAL>"
ORB_TEXT_SKILL_NAME,<NAME SKILL>+<VAL>,<NAME SKILL> +<VAL>
ORB_TEXT_BUTTON_MOVE,移動,Move
ORB_TEXT_NOW_TOTALLEVEL,現在のトータルレベル,Current Total Level
ORB_TEXT_GET_TOTALLEVEL,必要なトータルレベル,Required Total Level
ORB_TEXT_JOB_ORB_TREE,竜力の継承２,Dragon Force Augmentation 2
ORB_TEXT_ERR_NOT_CONNECT,下につながっている能力を取得するまで選択できません,You must activate the perk below first.
ORB_TEXT_ERR_NOT_CLEAR_QUEST,条件のクエストをクリアしていません,You have not cleared the required quest.
ORB_TEXT_CONDITION_QUEST,▼以下のクエストをクリア,▼ Clear the following quest
ORB_TEXT_NEED_HB,　必要<UNTN HB>：<VAL HB>,　Required <UNTN HB>: <VAL HB>
ORB_TEXT_NEED_BO,　必要<UNTN BO>：<VAL BO>,　Required <UNTN BO>: <VAL BO>
ORB_TEXT_CONDITION_SPECIAL,▼以下の特殊条件をクリア,▼ Clear the following special conditions
ORB_TEXT_ERR_HB_LACK,<UNTN HB>が不足しています,
ORB_TEXT_ERR_NOT_CLEAR_SPECIAL,特殊条件をクリアしていません,
ORB_TEXT_ERR_NOT_RELEASE_JOB,ジョブが解放されていません,
ORB_TEXT_GUIDE_CONVERT_ORB,ブラッドオーブ変換,Blood Orb Conversion
