key,old,new
CALI_MSG_CAPTION,<PFWD 0>のボタン配置設定,<PFWD 0> Calibration
CALI_MSG_GUID_CHECK,ボタン配置を確認してください,Check Buttons
CALI_MSG_GUID_END,確認終了,Confirm Exit
CALI_MSG_BUTTON_EDIT,配置変更,Calibrate
CALI_MSG_BUTTON_END,終了,Exit
CALI_MSG_GUID_RL,Rスティックの左,Right Stick Left
CALI_MSG_GUID_RD,Rスティックの下,Right Stick Down
CALI_MSG_GUID_RR,Rスティックの右,Right Stick Right
CALI_MSG_GUID_RU,Rスティックの上,Right Stick Up
CALI_MSG_GUID_LL,Lスティックの左,Left Stick Left
CALI_MSG_GUID_LD,Lスティックの下,Left Stick Down
CALI_MSG_GUID_LR,Lスティックの右,Left Stick Right
CALI_MSG_GUID_LU,Lスティックの上,Left Stick Up
CALI_MSG_GUID_INPUT,を入力してください, Input (press button)
CALI_MSG_GUID_STEP,Step.,Step 
CALI_MSG_GUID_KUGIRI,/24,
CALI_MSG_BUTTONGUID_END,設定中止,Exit
CALI_MSG_BUTTON_RETRY,やり直す,Restart
CALI_MSG_DIALOG_XINPUT,ご使用の<PFWD 0>は設定を変更できません,You cannot change the layout of your <PFWD 0>
CALI_MSG_DIALOG_NOSAVE,設定を保存せず終了します,Are you sure you want to exit without saving?
CALI_MSG_DETECTED_PAD,認証<PFWD 0>,Detected <PFWD 0>
CALI_MSG_TITLE_J,ボタンキャリブレーション,Button Calibration
CALI_MSG_TITLE_E,Button Calibration,
CALI_MSG_DIALOG_END,設定が完了しました,Calibration is complete.
