"old","new"
"マスター！
クランショップから≪ポーン遠征隊≫を購入すれば
スポットを探索できるようになりますよ
さぁさぁ、買いに行きましょう！","Master!
If you buy a ""Pawn Expedition"" from the clan store
you will be able to explore the spot
Come on, let's go buy it!"
"マスター、クラフト中のポーンはポーン遠征隊として
探索に参加することができないのです！
あぁっ――クラフトも派遣も同時にこなせたら
もっとお役にたてるのに！","Master, a pawn in crafting cannot participate in
exploration!
Ahh-- I would be more helpful
if I could do both crafting and dispatching at the same time!"
"マスター、今日はどこへ探索に行きましょうか？
山でも谷でも、私にお任せください！","Master, where shall we go exploring today?
In the mountains or in the valley, leave it to me!"
"マスター、今日はスポット探索に派遣済みのため
探索に参加できません――
明日の探索が楽しみですね！","Master, I am unable to participate in the
search today as I have already been dispatched explore--
I look forward to tomorrow's search!"
"マスター、それでは行って参ります！","Master, I will be off then!"
"マスター、申し訳ありません！
手持ちに<VAL>個の空きがないと
遠征成果をお渡しできないのです！","Master, I am sorry!
We cannot give you
expedition results unless you have <VAL> slots available on hand!"
"マスター！
《<VAL SPOT>》へ探索に行き――
そしてなんと！<VAL EMNAME>
<VAL>体などの討伐を完了しました！","Master!
I went to<VAL SPOT>to explore--
And lo and behold!<VAL EMNAME>,
<VAL> defeated!"
"《<VAL SPOT>》へ探索に行き――
<VAL EMNAME><VAL>体などを
討伐して参りました、マスター
次は――きっと、もっとうまくやれるはずです！","I went to 《<VAL SPOT>》 to search for
the <VAL><VAL EMNAME>
and killed them, Master
Next time - I'm sure you'll do better!"
"《<VAL SPOT>》へ探索に行き
<VAL EMNAME><VAL>体など
討伐して参りました！
かなり、手応えを掴めた気がします！","I went to 《<VAL SPOT>》 to search for the
<VAL><VAL EMNAME>
I have defeated them!
I think I got a pretty good feel for the situation!"
"《<VAL SPOT>》探索完了です！
お宝を見つけましたので
もちろん持ち帰って参りましたとも！
これは素晴らしい品に違いありませんよ！","《<VAL SPOT>》 The search is complete!
We have found a treasure
and of course we have brought it back!
This must be a wonderful item!"
"《<VAL SPOT>》の探索へ
行ったところ――
なんと、お宝を発見したのです！
持ち帰ってきましたので、どうぞお納めください！","I went to search for<VAL SPOT>and to my surprise--
I found a treasure!
I brought it back with me, so please give it to me!"
"《<VAL SPOT>》の探索へ行き
宝を発見しましたので、なんとか持ち帰りました
――いやぁ、九死に一生を得ました！","<VAL SPOT>
I went to search for and found the treasure, so I managed to bring it back
-- well, I had nine lives!"
"それから、《<VAL SPOT>》に
異変が起きておりました
さぁマスター、クランメンバー全員で
探索を行いましょう！","Then, there was an
anomaly in 《<VAL SPOT>》
Come on Master, let's get all clan members to
search for it!"
"マスター！
遠征成果の取り忘れにはご注意ください！","Master!
Please be careful not to forget to take the results of your expedition!"
"はいマスター！
さて、今日はどんな奴をやっつけにいきましょうか？","Yes, Master!
Now, what kind of guy shall we kill today?"
"マスター、本日も鍛錬日和です！","Master, today is another good day for training!"
"マスター、鍛錬は裏切りません！
いざと言うとき後悔しないため――
共に頑張りましょう！","Master, training will not betray you!
To avoid regrets when the time comes--
Let's work together!"
"この拠点は――広い上に謎めいていて
ワクワクしますね、マスター！
身体を動かすのに最適な梁や凸凹の多い建物です
どうです、共に隠し部屋探しでも？","This base is - spacious, mysterious and
exciting, Master!
It's a building with lots of beams and bumps, perfect for moving around.
How about you join us in our search for a hidden room?"
