"old","new"
"覚者さま、ポーン遠征隊をご所望ですか？
クランショップから《ポーン遠征隊》を購入すると
スポットを探索できるようになりますよ","Dear Arisen, would you like to purchase a Pawn Expedition?
Purchase a Pawn Expedition from the Clan Shop and you will be able to explore
spots!"
"申し訳ありません、覚者さま――
クラフト中のポーンは、ポーン遠征隊の探索に
参加することができません","Sorry, Arisen--
Crafting pawns are not allowed to participate in pawn expeditions!"
"覚者さま！　本日はどちらへ探索に参りましょうか","Dear Master, where shall we go exploring today?"
"覚者さま、申し訳ありません――
本日はスポット探索に派遣済みのため、
探索に参加することができません","Sorry, Master--
I have already been dispatched to explore the spot today, so I will not be able to
participate in the exploration!"
"覚者さま！　それでは探索へ行って参ります","Master!　I will go now to explore."
"覚者さま――手持ちに<VAL>個の空きが無いため、
遠征成果を渡すことができないようです","Master--I don't have <VAL> free space on hand, so
It seems I can't hand over my expedition results."
"《<VAL SPOT>》へ向かいました
そして、<VAL EMNAME>
<VAL>体等の討伐をいたしました
これでしばらくは、あの地域も静かになる事でしょう","We went to<VAL SPOT>
and took out the<VAL><VAL EMNAME>.
I'm sure the area will be quiet for a while now."
"《<VAL SPOT>》へ探索に向かい
遭遇した危険な魔物――
<VAL EMNAME><VAL>体等の
討伐に成功いたしました、覚者さま","We went to<VAL SPOT>to search for
dangerous monsters. We encountered
<VAL EMNAME>and succeeded in defeating<VAL>
of them, Master."
"《<VAL SPOT>》へ探索に向かい
ご命令通り<VAL EMNAME>
<VAL>体等の討伐を完遂いたしました
ご期待に添う結果だと良いのですが――","We went to<VAL SPOT>to search for<VAL EMNAME>
and as you ordered, we completed the
subjugation of <VAL>
I hope the results meet your expectations..."
"覚者さま！
《<VAL SPOT>》へ探索に行き
発見した宝を持ち帰りました！","Dear Arisen!
I went to 《<VAL SPOT>》 to explore
and brought back the treasure I found!"
"覚者さま！　ご命令通り
《<VAL SPOT>》の探索へ行き
さらに宝を発見しましたので、持ち帰りました！","Dear Arisen!　As you ordered, I went to
《<VAL SPOT>》 to search
and found more treasures, which I brought back!"
"覚者さま、《<VAL SPOT>》の
探索で宝を発見しました
危ない所でしたが、なんとか
持ち帰る事に成功いたしました！","Dear Master, We found the treasure in our search
for 《<VAL SPOT>》
It was a close call, but we managed to
bring it back!"
"覚者さま、さらにご報告がございます――
どうやら《<VAL SPOT>》に
異変が起きているようです
クランメンバーの皆さんで、探索を行いましょう！","Dear Master, I have a further report--
It seems that there is an
anomaly in 《<VAL SPOT>》
Let's search for it with all the clan members!"
"覚者さま！
報酬の取り忘れには、ご注意くださいませ","Dear Arisen!
Please be careful not to forget to pick up your rewards!"
"はい、覚者さま
ご用件がありましたら、何なりとお申し付けください","Yes, Master.
I am at your service."
"覚者さま、本日もお気をつけて行ってらっしゃいませ","Take care of yourself today, Master."
"はい、覚者さま
クラン拠点の留守番は、
我々ポーンにお任せください！","Yes, Arisen
Leave it to us pawns
to look after the clan base!"
"なんて広い拠点なのでしょう！
予想もしない手段やルートで入ることができる――
そんな隠し部屋などがあるかもしれませんよ！","What a spacious base!
You can enter by unexpected means and routes--
There may be such hidden rooms, etc!"
