"old","new"
"我が主殿――そう慌てないで
まずはクランショップから≪ポーン遠征隊≫を
購入することが、スポットを探索するための
輝かしき第一歩なのですよ","My Lord, please don't panic. The first step to explore the spot is to purchase the ""Pawn Expedition"" from the Clan Shop."
"残念ながら、クラフト中のポーンは
ポーン遠征隊として探索に参加できないのです
まぁ、当然と言えば当然ですね","Unfortunately, pawns that are crafting cannot participate in the search as a pawn expedition.
It is only natural."
"麗しき我が主よ、本日はいずこへ探索に？","My beautiful Lord, where are you going to explore today?"
"おや！　主殿、今日は
スポット探索に派遣済みですから
これ以上は探索に参加できないようです――が
その前のめりな姿勢、嫌いではありませんよ","Oy! My Lord, I've already sent you to spot search today, so
it seems that you can't participate in the search anymore 
- but I don't dislike that forward-thinking attitude!"
"それでは、この私が探索に行って参りましょう","Well, then, let me go explore."
"おやおや、覚者殿
お手持ちに<VAL>個の空きがありませんね
遠征成果をお渡しすることができませんよ","Oh dear, Lord Arisen
you don't have any<VAL>pieces available
I'm afraid I can't give you the results of the expedition."
"覚者殿、《<VAL SPOT>》へ
探索に行って参りましたよ
ええ、それから<VAL EMNAME>
<VAL>体などの討伐をこなしました","Dear Lord Arisen, I went to 《<VAL SPOT>》to explore.
Yeah, and then to <VAL EMNAME>.
<VAL>I completed a subjugation of the enemy and such."
"《<VAL SPOT>》からただいま戻りましたよ
<VAL EMNAME><VAL>体などの
討伐を行いました
――これでよろしいのでしょう？","I just got back from<VAL SPOT>
<VAL EMNAME><VAL>I subjugated some enemies
-- is that okay?"
"この私の《<VAL SPOT>》探索を
<VAL EMNAME>どもが
少々邪魔でしたので――
<VAL>体程度討伐してやりましたよ、我が主","The <VAL EMNAME>were a bit of a distraction
from my search at <VAL SPOT>for them, so I killed about
<VAL>of them, my Lord."
"《<VAL SPOT>》を探索して
参りました
宝物を発見し――もちろん入手しましたとも
さて、我々の次なる獲物はどちらです？","We searched<VAL SPOT>
and came across
a treasure--of course we got it.
Now, which is our next prey?"
"《<VAL SPOT>》にて入手した
この素晴らしい宝物をお受け取りください
必ずや、貴方を陶酔の境地へ
お連れすること請け合いです","Please receive this wonderful treasure from<VAL SPOT>.
We are sure that it will take you to
a state of euphoria."
"主殿――先のご命令通り
《<VAL SPOT>》探索を行いました
道中にて発見したこの宝物――少々入手に代償を
払いましたが――成果としてお受け取りください","My Lord--As per your earlier order, I have searched
<VAL SPOT>
for this treasure that I found along the way--though I paid a bit of a price
to obtain it--as an achievement. Please accept it."
"ああそれから、《<VAL SPOT>》に
異変が起きているようですね
クランメンバーの方たちとご一緒に
探索を行ってはいかがでしょう？","Oh, and there seems to be an
anomaly in the 《<VAL SPOT>》
Why don't you and your clan members go and explore?"
"聡明なる我が主殿――
遠征成果の取り忘れはありませんね？","My Lord, my wise Lord--
You did not forget to take the results of the expedition, did you?"
"さぁ主殿――この私に語りかけて来たからには
さぞかし重大な使命をお持ちになられたのでしょう
――してご用件は？","Now, my Lord -- since you have spoken to me here
you must have a very important mission
-- and how can I help you?"
"本日も、怪我の無きよう――","We wish you a safe and healthy day..."
"素晴らしい拠点ですね――
覚者殿の栄光を刻むに
ふさわしい場ではないですか","It's a great base--
It's a place where the glory of the Lord of the Arisen is engraved"
"これだけ広い拠点です――
もしも隠し部屋があったら、と空想してしまいます
いつもと違う場所を進んだり
童心に帰ってみるのも悪くないでしょう","This is such a large base--
I fantasize about what if there was a hidden room...
It wouldn't be a bad idea to go explore or
go back to your childhood!"
