"old","new"
"あら――マスター、クランショップから
≪ポーン遠征隊≫を購入することで
スポットを探索できるようになるみたいよ","Oh, Master, you can purchase
""Pawn Expedition"" from the Clan Shop to explore the
spot!"
"ごめんね、マスター――
クラフト中のポーンは
ポーン遠征隊として探索に参加できないの","Sorry, Master--
Pawns that are crafting can't join the search as a
pawn expedition."
"今日はどこへ探索に行けば
いいのかしら、マスター？","Where should we go exploring today,
Master?"
"あら――ごめんなさいね、マスター
今日はもうスポット探索に派遣済みだから
参加できないの","Oh... I'm sorry, Master.
I've already been sent out to explore today.
I can't participate."
"マスター、それじゃ――行って来るわね","I'll be off then, Master"
"マスター、遠征成果をお渡ししたいんだけど――
手持ちに<VAL>個の空きを作ってもらえるかしら？","Master, I'd like to give you the results of the expedition--
Could you please make<VAL> spots available on hand?"
"《<VAL SPOT>》へ探索に行ってきたわ
そこで<VAL EMNAME>
<VAL>体などの討伐をしてきたの――
あなたを喜ばせたくて、頑張ったのよ","I went exploring to<VAL SPOT>
where I took down<VAL><VAL EMNAME> and such--
I did my best to please you."
"《<VAL SPOT>》の探索から戻ったわ
危ない所だったけれど<VAL EMNAME>
<VAL>体などの討伐をしてきましたよ
これからはあんまり無茶しない方がいいわね――","I'm back from the search at<VAL SPOT>
It was a close call, but I subjugated<VAL><VAL EMNAME>
I'd better not be too reckless from now on--"
"あなたが命じた通りに《<VAL SPOT>》を
探索して、<VAL EMNAME>
<VAL>体などの討伐をしてきたわ――
あたしのいない間、お変わりなかったかしら？","I've been exploring<VAL SPOT>
and took down<VAL><VAL EMNAME>.
as you ordered me to do--
I hope you haven't noticed any changes while I've been gone."
"《<VAL SPOT>》へ探索へ行ってきました
素敵なお宝を見つけて――
きっとマスターが喜ぶと思って、持ち帰ってきたの
ね、どうかしら？","I went exploring to<VAL SPOT>
I found a nice treasure--
I thought the master would be pleased, so I brought it back
Hey, what do you think?"
"マスター、ご命令通り《<VAL SPOT>》の
探索に行ってきましたよ
素敵なものを見つけたから、持ち帰ってきたの
ふふ、喜んで下さると嬉しいわ","Master, as you ordered, I went to
to search for<VAL SPOT>
I found something nice, so I brought it back
Hmm, I'm glad you like it."
"マスター、《<VAL SPOT>》の探索へ
行ってきたんですけどね――
はぁ、あたしったら危ない所だったの
でもほら、お宝のお土産があるのよ","Master, I went to
to search for 《<VAL SPOT>》 --
I was in danger.
But you see, I have a souvenir of a treasure."
"あぁ、それから《<VAL SPOT>》に
異変が起きているみたいよ
クランメンバー全員で探索を
行ってみるのはどうかしら？","Oh, and there are some
strange things happening at<VAL SPOT>.
How about we go
and search for with the clan members?"
"ねえマスター、遠征成果の取り忘れは無い？","Hey Master, did you forget to get the results of the expedition?"
"はいはい、どうしたの？
あたしになにか用があるんでしょう？","Yes, yes, what's wrong?
You want something from me, don't you?"
"今日も怪我には気を付けてね、マスター","Be careful not to get hurt today, Master."
"うふふ――
こんな素敵な場所で覚者同士集まったら、
ポーンの事なんて忘れちゃうんじゃないかしら？","Ummm...
When Arisen people gather together in such a wonderful place,
Don't you think you'll forget about your Pawn?"
"これだけ大きいと、隠し部屋なんかが
あってもおかしくないわよね――
いつもと違う所を歩いてみるのもいいけれど
滑って怪我したりしないでね","It's so big, I wouldn't be surprised if there are hidden rooms
--
It's good to walk in unusual places, but don't slip and hurt yourself"
