old,new
"悪しき竜の竜力は各地を巡り
“土地の持つ記憶”――すなわち“本当の歴史”とも
いえるものを塗り替えつつあります",
"貴方が過去のアッカーシェランにて
《石碑の試練》に立ち向かい
石碑に封じられた力を解放することで
大地も悪しき竜力に対抗することができるでしょう",
"“土地の持つ記憶”――
それは人の手で編纂されたものではない
“本当の歴史”です",
"しかし、悪しき竜の竜力は
それすらも蹂躙しようとしている――
過去のアッカーシェランには
存在しえなかったはずの魔物もいるようです",
"我々の国、アッカーシェランは
火竜様に育まれたこの大陸そのものと不離一体
――この大陸を守るため
どうかそのお力をお貸しください",
"――白き竜の覚者よ
お待ちしておりました",
"貴方には、過去のアッカーシェランにて
《石碑の試練》に挑んでいただきたい――",
"過去のアッカーシェランへは
私がお送りいたしましょう
しかし、私ができるのはそこまで――
あとは、貴方の力に懸けるほかありません",
"――分散してしまった私の“力”を
集めてきていただければ
過去のアッカーシェランにおける新たな区画まで
お送りすることもできるでしょう",
"それでは、過去へとお送りしましょう
白き竜の覚者よ、どうかご武運を――",
"以前、貴方が歩みを進めた場所まで
お送りすることができるようになりました",
"これも、“土地の記憶”が
正常に戻ってきた証左と言えましょう",
"以前、貴方が歩みを進めた場所まで
お送りしましょうか？",
はい,Yes
いいえ,No
"パーティーリーダーが行き先を
選んでいるようです
――少し、時間が必要でしょう",
"すでにパーティーリーダーが待っているようです
貴方もそこまでお送りしましょうか？",
はい,Yes
いいえ,No
"白き竜の覚者よ
万全を期すに越したことはありません
状況を確認することも大切です
――過去の友からの忠告と思ってください",
ダンジョンに入る,Enter Dungeon
開拓状況確認,Check Reclamation Status
報酬取得状況確認,Check Acquired Rewards Status
大開拓を行う,
"これで、貴方の協力が必要な
全ての区画にお送りすることが可能となりました
ここまでの試練への挑戦、そして私の“力”の回収
――感謝いたします",
"これで、過去のメガドシス高地は
十分に悪しき竜の影響に立ち向かうことが
できるはずです",
"それでは――残った“力”で
そこの扉を解放することにしましょう",
"ずっと気になっていたのではありませんか？
今こそ、あの先へと進まれる時です",
"白き竜の覚者よ
すべての石版を解放し
とうとう、最後の試練に挑む時が来たようですね",
ダンジョンに入る,Enter Dungeon
開拓状況確認,Check Reclamation Status
報酬取得状況確認,Check Acquired Rewards Status
最後の試練に挑む,Challenge Final Ordeal
"――そこに見える扉の先が
《武神の間》と呼ばれる場所です",
"すでに察していらっしゃるでしょう
先には、これまでとは比べ物にならない
試練が待ち受けていると――",
"しかし、ここを乗り越えることで
貴方が得るものも多いはず
大丈夫です、白き竜の覚者よ
貴方ならばきっと上手くゆくことでしょう",
"白き竜の覚者よ
貴方の装備では、悪しき竜の竜力に
蝕まれた“過去のアッカーシェラン”では
生き残ることも難しいでしょう",
"貴方を失えば、我々の希望は潰えたも同じ
どうかその身を大切に
より良き装備を整えてからおいでください",
