old,new
"白き竜の覚者よ
あなたとあなたの竜のため、祈りましょう",
"白き竜――
とても長い間生きている竜のよう",
"アッカーシェランの竜とは
生まれ方が異なるのですね",
"《復活力》の加護は
1度に3回分授けられます
大切になさってください",
"かすかに――白き竜以外の竜力も感じます
どうしてでしょう、不思議な方ですね",
"竜よ、覚者を加護する竜よ
三たびの苦難に見舞われようと
立ち上がる力をこの者に――",
"今のあなたには、さらなる
《復活力》の加護は不要でしょう
ご武運を――",
"今この時に新たな復活力を授かるということは
残っている復活力を捨てることになります
それでも良いのですね？",
はい,Yes
いいえ,No
"白き竜の覚者よ
残念ですが、すでに本日の《復活力》の加護を
受け取っておいでですね",
"では、今日も大いなる竜のご加護が
あらんことを――",
"覚者様、こちらが本日分の
任証スタンプと支給品でございます
どうぞお受け取りください",
"ええ、覚者様は本日分の
任証スタンプと支給品を
すでにお持ちのご様子――
ご武運を",
"おめでとうございます！
覚者様の日頃のご活躍に対し
特別な任証スタンプと支給品が届いております",
"さぁ、どうぞお受け取りください
覚者様の旅路にさらなる竜の祝福があらんことを",
"今、アッカーシェランを守護する竜はおりません
白き竜の覚者よ、この地の者は
あなたを頼るほかないのです",
"私にできることは祈ることのみ
絶え間なくあなたの勝利を――
理の勝利を祈りましょう",
"大いなる加護が
あなたにあらんことを",
