old,new
ああ、ジフール砦の件だな？,
"ここ《フェルヤナ荒原》にあるジフール砦――
幾度となくオーク達に占領されてきたが
その度に取り返してきた",
"そこに異国の覚者の力が加われば
怖いものなしだな！
――本当に、頼りになる存在だよ、お前たちは",
"お前たちの姿を見るだけで
勇気づけられるという者も多いんだ",
"ダクレイム砦の奪還は鮮やかだったな！
――今回も頼りにしてるぞ",
"ジフール砦に出撃する前に
少し休んでいきたいということか
俺の顔で安く泊まれるように案内しよう
<VAL PRICE_INN>はかかるが、それでいいか？",
はい,Yes
いいえ,No
"疲れが溜まると本来の力を発揮できなくなる
お前がそうなると困ることばかりだ！
休みたいならそこらで好きに休憩していってくれ
誰にも文句は言わせないからさ",
はい,Yes
いいえ,No
"《弱化の治療》か
もちろん出撃前には大切なことだよな
<VAL PRICE_WEAK>くらいでどうだ？",
はい,Yes
いいえ,No
"――んん？
どこら辺が《弱化》してるんだ――？
すまないが、よくわからんな",
"おいおい、既に別のミッションを
受注しているじゃないか",
"こちらのミッションへ出撃する場合は、
今受注しているミッションを解散してから
改めて尋ねてきてくれ",
