old,new
よう、元気してる？,
"休んでいくなら<VAL PRICE_INN>だ
見ての通り、ここって色んな店があるから
ちょっと騒がしいけど――耳栓も貸し出すからさ
それでもいいかい？",
はい,Yes
いいえ,No
"ああ、休みたいのか
えーっと、ベッドは空いてるな――
サービスしとくぜ、好きに使ってってくれ",
はい,Yes
いいえ,No
"《弱化の治療》かい？
よしきた、気合入れて治療するよ
<VAL PRICE_WEAK>だけど、いいかな",
はい,Yes
いいえ,No
"んー、弱化してないけどな
ほら、気持ちの問題じゃないか？
ちょっとそこら辺で好みの子に
声かけてこれば気も晴れるよ、きっと",
"どっかに可愛い子いたら教えてくれよ
こんな時だからこそ、楽しみが必要さ！",
"ちょっと微笑んでくれる可愛い子が
いるってだけで毎日頑張れるってもんだろ？　
ホント、それだけでいいんだよな～",
"まぁ、どんなに可愛い子がいても
俺のフィアンセには適わないだろうけど――",
"嫌がってたけど、村に残してきたんだよな
だって、こんなとこに連れてくるのも危ないだろ
あいつからは少しの危険だって
遠ざけておきたかったんだ",
