old,new
"ああ――異国の覚者ね
何の用かしら",
"ここまで来るのに疲れたって？
一眠りすれば楽になるんじゃない
ここに泊まるなら<VAL PRICE_INN>だけど
泊まっていくの？",
はい,Yes
いいえ,No
"疲れてるんなら
ホラ、寝床好きに使っていいから――
で、休んでいくの？",
はい,Yes
いいえ,No
"――《弱化の治療》なら
<VAL PRICE_WEAK>よ
まぁ、どうするかは自分次第ね
治療していく？",
はい,Yes
いいえ,No
"なんだ、弱化してないじゃない
眠いんなら泊まっていきなさいよ
腹が減ってるならシェナの料理を
食べていくといい",
"あたしはココを切り盛りしてるだけよ
エリアの情報はキアランに聞くのね",
"キアランはやたら考えこむクセがあるわ
聞きたいことがあるなら要点を絞って聞くことね
じゃないと、話が長くなるから",
"ん？
キアランはあたしのダンナよ",
"考え込むのが好きで、素早く物事を決めないから
拠点の中のことはあたしが回した方が
効率がいいの",
"少し休んでいく？
疲れた顔のままではここから出せないわね",
"キアランはやたら考え込むでしょう
だから、今は立ち止まって考えるのをやめて
村の皆がいつも通り暮らせるようにってことにだけ
集中するように言ったのよ",
"それぞれが怯えて
妙なことをし始めないようにね",
"怖くないといえば嘘になる
でも、眠っているとはいえ精霊竜セシリーがいて
こうして異国の人たちも来てくれてる",
"それに、あたしにはキアランがいる
キアランにはあたしが付いてる
――きっと、それほど悪くないわ",
"ダナが戦士を出してくれたって聞いてるわ
きっとあたしたち、“前の騒動”の時よりかは
結束できているのよね",
