old,new
"あら、こんにちは！
休んでいかれますか？
それとも、《弱化の回復》？",
"細々とやっているところですので――
休憩されるなら<VAL PRICE_INN>いただいても
よろしいでしょうか？",
はい,Yes
いいえ,No
"辛い時はお互い様、ですもんね
どうぞ、奥にベッドがありますから
疲れがとれるまで休んでいってくださいね！",
はい,Yes
いいえ,No
"《弱化の治療》ですね
<VAL PRICE_WEAK>です
しっかり治療しますから、安心してください！",
はい,Yes
いいえ,No
"うーん、わたしが見たところ
《弱化》はしてないみたいです
ここに来るまでに治ったのかしら――",
"あ、わたしばっかり座りながらでごめんなさい
ここに来るまでに足を痛めてしまって
立っていられないんです",
"村が――鎧を付けた大きな魔物に
襲われたんです
気付いたら家族ともはぐれて――",
"でも、逃げてくる途中で
ナヤジークさんに会えたんです
足を痛めたわたしに肩を貸してくださって
それで今、ここにいられています",
"父の真似事から始めたんですけど
医療の勉強をしていてよかったです
こうして皆さんのお役に立てますから",
