old,new
"お休みでしたら、一泊
<VAL PRICE_INN>になります
すっかり疲れは取れますぞ
泊まっていかれますかな？",
はい,Yes
いいえ,No
"おお、《弱化の治療》ですかな、では
<VAL PRICE_WEAK>ほど必要となりますが
よろしいですかな？",
はい,Yes
いいえ,No
"おや、《弱化》には掛っていないようですぞ
治療の必要はないようですな",
"長旅前にはゆっくりお休みを取り
万全の状態になされませ",
"体調不安は旅に響きますぞ
覚者さまとて人間、無理はなさいますな",
"ようこそおいでくださいました
お部屋のご用意はすぐにできますぞ",
"おお、これはこれは覚者さま
ジョゼフ神官から事情は聞いておりますぞ
ささ、我が家と思いご自由にお休み下され",
はい,Yes
いいえ,No
"旅先で疲れがたまると、回復魔法だけでは
疲労は取り切れなくなりますぞ",
"薬でも疲れはとれますが、やはり本調子に
戻るには快眠がいちばんでしょうな",
"ジュリアのことですか
いつかはこの宿屋の跡を継ぐというものですから
まずは覚者様を自室へご案内するよう頼んだところ
あのように張り切ってしまいましてな――",
"ご迷惑をおかけしていないでしょうか？
良い子なのですが、たまに一生懸命に
なりすぎるきらいがあるもので――",
お疲れでしたら、ぜひわが宿で休息を,
"パーティーメンバーの方の部屋を
ご訪問されるのでしたら
手配をお手伝いいたしましょう",
"パーティーメンバーの参加を待ちましょう
お相手のあることですから
少々時間がかかるかもしれませんな",
パーティーリーダーの部屋に行かれるのですかな？,
はい,Yes
いいえ,No
"パーティーリーダーが
部屋への訪問を募集していないようです
――勝手に上がりこむわけにはゆきませんからな",
"おや、覚者さま
パーティーメンバーの部屋を訪問するには
まずパーティーを組まねばなりません
でないと、ご案内できませんからな――",
"――これは失礼いたしました
覚者さまにはまだ《自室》を
ご案内していなかったようです",
"そこにおります娘のジュリアが
覚者さまを《自室》へとご案内いたします
まずは自室で一息つかれるとよいでしょう",
"現在、パーティーメンバーの皆さまに対して
<COL b92828><VAL></COL>
と公表しています
変更をご希望ですかな？",
変更しない,Do not change
設定を変更：訪問を許可する,Change setting: Visit Allowed
設定を変更：訪問を許可しない,Change setting: Visit Denied
"ええ、それでは
<COL b92828><VAL></COL>　のままにしておきましょう",
"わかりました、それでは
<COL b92828><VAL></COL>　に変更しておきましょう",
"おや、自室訪問の許可を設定されていませんね
<COL b92828>自室を訪問するには＜自室訪問設定＞から
自室訪問を許可していただく必要がありますぞ</COL>",
どちらのお部屋に行かれますかな？,
"おお、覚者さま
みなまではお聞きしませぬ
お部屋の準備は整っております",
"覚者の統率でいる重圧もあることでしょう
体調に響かぬよう、休息もお取りください",
"あの禍々しい《滅びの渦》――
あんなものを作りだす敵に
果たして人の身で敵うものでしょうか",
"十分にお休みいただくほか
何もできないのが歯がゆくもありますな",
