old,new
"体調と戦技、それから装備――
覚者殿には万端の状態でいていただかねば",
"ここでお休みになるならば<VAL PRICE_INN>です
この荒れ地で寝床を確保するために必要でして――
覚者殿、どうかご了承ください",
はい,Yes
いいえ,No
"寝心地がいいとはお世辞にも言えぬ寝床ですが
どうぞお休みください
体調を整えていただくことが最優先です",
はい,Yes
いいえ,No
"《弱化の治療》でしょうか
治療に必要な物資にも限りがあるため
どうしても<VAL PRICE_WEAK>ほど
いただかねばならぬこと、お許しを――",
はい,Yes
いいえ,No
"覚者殿、申し上げにくいことですが
《弱化》されていないようです
ええ、間違いなく《弱化》されていません",
"“あの時”メガドを護りきれなかった我らです
“今”できることをやらせてください",
"火垂れ山へもお供したいのは山々ですが
――我らでは足手まといになるだけでしょう
ここでお待ちしております",
"突然の怪我や物資不足――
他にも、何かあった時には
すぐにこのキャンプへお戻りください
そのために我々がいるのですから",
