old,new
何か心配事でも？,
"気になることがあるのなら
さっさと解決しておくことを薦めるよ",
"おまえたち覚者の力こそ
我々に残された希望だ",
"ふむ、年かな――
話したいことがあったはずだが、忘れてしまったよ",
"白竜の意思を完全に理解することは難しい
たとえ巫女でもな",
"我々は常に己を律し、不測の事態に備えねばならん
わかってはいるが――なかなか、なぁ",
"覚者よ、頼んだぞ
おまえたちの働きが大勢を決める",
"竜の意志を紡ぐこと
それが我らを災いから救うのだ",
"どうした、不安なことがあるのか？
まず、おまえたちが落ち着かなくては",
"悠々と、ただそこにある世界を前に――
我々はなんと小さく、稚拙な存在なのだろうな",
"わしほどの激動を生きた神官はいないだろうが
はて、喜ぶべきか嘆くべきか――",
"日がな一日ここに立ち、竜を思い、政を思う
おまえたちを思う時間はほとんどないが、まあ許せ",
理の外の世界――,
"そんな世界があるとして、そこでは
どんな道理がはたらくのか――想像もつかんわ",
"ああ、すまない
考えごとをしていてな",
"オーク臭いようだな
神殿では気をつけた方がいい",
時間を見つけて外へ出てみるんだな,
"覚者を育てるのは、結局のところ経験だ
いや、これは覚者に限らないがな",
"近々、ある調査団を派遣することになってな
その人選で、いささか多忙だ",
"ポーンとの契約は進んでいるか？
終わればいよいよ一人前の覚者だな",
"ふむ――
順調に覚者としての階段を登っているようだな
頼もしいことだ",
砦との往復は何度目だ？,
"砦に限らず、あちこち自分の足で
行ってみることが大切だ
地図を眺めていても頭に入らんだろうからな",
"次から次へと――どうしてくれようか
オークどもの対処だけでも大変なのに
今度はアークだと？",
"おまえも忙しくなるだろうから休める時には
休んでおくことだ",
"メイリーフの正体は他言無用
約束だからな",
"どこかへ行っていたのか？
ふむ――これは隠し事の臭いだな",
イリスは本当に大丈夫なのか？,
"覚者のことは覚者に任せるしかない
よく見ていてやるんだぞ",
レオが悩んでいるようだが――,
"弱っているところをああも露骨に見せるのは
いかがなものかな――",
"賛成しかねるが――
無為なことと断じるつもりもない",
"覚者に力を与えたぶんだけ
白竜自身の回復が遅れる――
そう考えることもできる",
"覚者の本分は白竜の回復を助けることだ
――ゆめゆめ忘れるなよ",
"キースヒルトか――
ここで暮らしてくれれば安心なのだが
あの種族は偏屈だからな――",
イリスを通じて敵を知る――ひとつの方策だ,
"いや、わたしだって、驚いているし
胸も痛む――",
"しかし、敵に心奪われた者をこれまでどおり
信頼するわけにもいくまい",
"アークを送り込みんできた者の名は――
いや、やめておこう",
"おかしなものだ――
エルフはメイリーフだけではないと知ってから
心の隅で安心していた部分がある――",
"狙われるのはメイリーフだけではない、とな
自分の身勝手さに驚くしかなかったよ",
