"old","new"
"覚者さま、こちらはフェルヤナ地方の
《英霊眠りし道》です","Master Arisen, this is the Heroic Spirit Sleeping Path in the Feryana region."
"あの――
すでにご存じかとは思いますが
《英霊眠りし道》は特別な場所です
武具の準備が万端でないと、厳しいかと――","Um--
I'm sure you already know this, but ""Heroic Spirit Sleeping Path"" is a special place.
If you don't have your armaments all ready, it's going to be tough--"
"並の武具では、そう簡単に奥へは進めません
――そもそも土砂で埋まってもいます
どうにかして土砂を撤去できるなら、あるいは――","With ordinary equipment, it's not easy to advance deeper. Besides, it's buried in rubble. If there's any way to remove the debris, or perhaps..."
"進まれるんですね、覚者さま
お気をつけて――
無事のお戻りを祈っております","You are making progress, Lord Arisen.
Please take care. 
I pray for your safe return."
"開拓した場所から再突入できるようになりました！
きっと英霊のご加護のおかげですね","We can now re-enter the area from where we explored! I'm sure it's thanks to the blessings of the Heroic Spirit."
"開拓した場所から再突入されますか？","Do you want to re-enter the place after development?"
"はい","Yes"
"いいえ","No"
"パーティーリーダーが行き先を
選ぶまでお待ちください――","Please wait for the party leader to choose the destination."
"パーティーリーダーがお待ちのようです
《英霊眠りし道》へ突入されますか？","The party leader is waiting for you.
Would you like to enter ""Heroic Spirit Sleeping Path""?"
"はい","Yes"
"いいえ","No"
"覚者さま、まずは開拓状況や
装備品をご確認の上で進まれてはいかがでしょう？","Dear Arisen, first, would you like to check the development situation and equipment before proceeding?"
"《英霊眠りし道》に入る","Enter ""Heroic Spirit Sleeping Path"""
"開拓状況確認","Check Reclamation Status"
"報酬取得状況確認","Check Acquired Rewards Status"
"あれだけの土砂を
全て撤去されたのですね！
覚者の力というのは、我々には
想像も及ばないものです――","All that rubble has been completely cleared! The power of an Arisen is something beyond our imagination."
"全ての道を踏破した者には
最後の試練が待ち受けているそうです","According to those who have conquered all paths,
there awaits the ultimate trial."
"ええ、信じがたいことですが――
開かずの扉が開いています
ここにまつわる伝承は、真実だったのですね","Yes, it's hard to believe, but the sealed door is open. The legends surrounding this place were indeed true!"
"最後の試練に向かわれる時は
ぜひ、私に声をおかけください
出発の手筈を整えさせていただきますから","When you're ready to face the final trial, please don't hesitate to call on me. I'll make the necessary preparations for your departure."
"覚者さま、まずは開拓状況や
装備品をご確認の上で進まれてはいかがでしょう？","Dear Arisen, first, would you like to check the development situation and equipment before proceeding?"
"《英霊眠りし道》に入る","Enter ""Heroic Spirit Sleeping Path"""
"開拓状況確認","Check Reclamation Status"
"報酬取得状況確認","Check Acquired Rewards Status"
"最後の試練に挑む","Challenge Final Ordeal"
"――“最後の試練”がどのようなものか
知っている者はおりません
この地に伝わる伝承でも
“最後の試練”については語られていないのです","Nobody knows what the 'Final Ordeal' is like. Even the legends passed down in this place do not speak of the 'Final Ordeal.'"
"しかし、私は――多分、他のみんなも――
覚者さまであれば、その“試練”も
乗り越えられることと信じております","However, I, and perhaps everyone else, believe that with the Arisen, even this ""trial"" can be overcome."
"それでは、お進みください
覚者さまのご武運をお祈りしています","With that, please proceed. I am praying for your good fortune, Arisen."
"覚者さま！？
装備品をお間違えではないでしょうか――","Lord Arisen!?
Your equipment, could it be a mistake――"
"その、今お召しになっている武具で
この先に進むのは大変危険です
相応の装備でないと、ここを
お通しすることはできません","With the equipment you are currently wearing, it's very dangerous to proceed further. Without the appropriate gear, you won't be able to pass through here."
"伝承が本当なら――
私のような新兵一人が
ここの警備を任されるべきでは
ないと思うのですが――","If the legends are true, I don't think a rookie like me should be entrusted with guarding this place alone."
"《英霊眠りし道》はアッカーシェラン大陸の
各地にあるそうです――
いくつあるのか、ですか？
私はその、不勉強なんですが――","I've heard that there are ""Heroic Spirit Sleeping Paths"" scattered throughout the Acre Selund continent. How many are there, though? I'm not very knowledgeable about it..."
"なぜだか、ここは少し冷えます――","For some reason, it gets a little cold here--"
