"old","new"
"時が止まり、歪な異界にあっても
私達はやはり人","Even if time stops and we find ourselves in a distorted otherworld, we are still human."
"それが必要であろうがなかろうが
食し、眠り、日々の営みを同じく送ろうとするは
地上と変わりはいたしません","Whether we need it or not, we eat, sleep, and go about our daily lives the same way we do in the land."
"地上では、錬金術は失われたと聞きます
どのように薬を作り、魔物を治めるのか
非常に興味深い","On the ground, it is said that alchemy has been lost. 
I am very interested in how to make medicine and control enemies with alchemy."
"錬金術についてより深く識りたいのであれば
テオドール様に教えを乞うとよいでしょう","If you wish to deepen your understanding of alchemy, it would be wise to seek guidance from Lord Theodor."
"それが、貴方がたの世界で禁じられた
ものであるなら、勧めはいたしませんが","If it is something prohibited in your world, I will not recommend it."
"泊ってゆくなら、それもよいでしょう
何分資源の少ない地、対価として
<VAL PRICE_INN>いただきますが
よいですか？","If you plan to stay, that's fine as well.
In this resource-scarce land, as compensation,
I will require <VAL PRICE_INN>.
Is that acceptable?"
"はい","Yes"
"いいえ","No"
"《弱化の治療》ですか――なるほど
分かりました、対価として
<VAL PRICE_WEAK>いただきますがよいですか？","Is it ""Treatment of Weakness""? I see. Understood. Shall I receive <VAL PRICE_WEAK> as compensation?"
"はい","Yes"
"いいえ","No"
"おや、しかしながら
《弱化》の反応が見られません
思いすごしでありましょう","Oh, however, there is no sign of a weakened reaction.
It must be just a passing thought."
"地上の者よ、よくぞ訪れました","Ground beings, you have done well to come here."
"時には休養を取るも大事、無理はなさいませんよう
貴方の滞在は実に喜ばしいこと
対価は求めません","Taking rest occasionally is important, please don't push yourself too hard.
Your presence is truly delightful.
I don't seek any compensation."
"はい","Yes"
"いいえ","No"
"地上の者よ
滅びが訪れる前に
また貴方の顔を見られて嬉しく思います","Ground dwellers, before destruction arrives, I will be happy to see your face again."
"たとえ理が――
この世が滅びようとも
貴方から受けた恩は忘れません","Even if the order is lost, even if this world crumbles, I will not forget the kindness I received from you,"
"終わりの見えない苦難の中にあろうと
再びレスタニア、そして神殿と
繋がりを持つことができた
それだけで十分と思えるようになりました","In the midst of endless hardships, I was able to once again connect with Lestania, and with the Temple.
That alone became enough to me."
"良いのです
考える時間は、もう十分に与えられました","It's good. You have been given enough time to ponder."
