"old","new"
"アッカーシェランの中央部といえば
王都のある《メガドシス高地》だが
火竜様がお休みになる場という意味では
《ウルテカ山岳》の重要度はそれを上回る","The central part of Acre Selund is the ""Megadosys Plateau"" where the royal capital is located, but in terms of a place where the Fire Dragon rests, the importance of the ""Urteca Mountains"" exceeds it."
"《ウルテカ山岳》の持つ記憶――
代々の火竜様との記憶を塗り替えるなど
決して、決して許されたことではない！","The memories held within Uruteca Mountains – changing the memories of the Fire Dragon Lords throughout the generations is absolutely, absolutely unforgivable!"
"実に歯がゆい
わしらはこの場を離れることができぬ","It is truly frustrating. We are unable to leave this place."
"英霊などと祀られたところで
こうしてお主のように力となってくれる者を
待ち受けるのが関の山――
わしも再び、軍を率いて戦いたかったものだ","In the place where heroes and others are enshrined, I await the arrival of someone like you, who will become my strength. This is the pinnacle of our encounter— I too wanted to lead an army and fight once again."
"アッカーシェランの過去
ひいては未来のため――
頼むぞ――頼んだぞ、どうか――","Acre Selund's past and by extension, it's future--
Please--I'm asking you--please, please"
"この国では感じたことのない竜力――
お主が白き竜に仕える覚者か","I have never felt Dragon Force in this land.
You are Arisen, the servant of the white dragon."
"ここまで来るほどの人物だ
《石碑の試練》については
――わかっているな？","He's enough of a contender to come this far.
And as for The Trial of the Stone Monument...
--You know what I'm talking about."
"わしがお主を“過去のアッカーシェラン”に
――いや、正しくは
“アッカーシェランの記憶”へ送り届ける
そこで、成すべきことを成してほしい","I will send you to ""Acre Selund"", or rather, to the memory of ""Acre Selund"" in the past. Please accomplish what needs to be done there."
"そして、さらに
わしの元へ“分散した力”を集めてきてほしいのだ
それによって、アッカーシェランの記憶での
新たな区画を開くことができる","And thus, I want you to gather ""dispersed power"" and bring it to me. With that, we can open a new section in Acre Selund's memories."
"数々の者へ示した輝かしきその力
この目にも感じさせてくれ
“アッカーシェランの記憶”でのことは
ここから全て見守っている","Let it be known to many, that splendid power.
Let it be felt by these eyes.
Within the memory of Acre Selund, I watch over everything from here."
"さすがだ、白き竜の覚者よ
流れを正された“アッカーシェランの記憶”は
お主をより深部まで受け入れられるように
なったようだ","Impressive, oh Arisen of the White Dragon. The ""Memory of Acre Selund"" that has been corrected is now able to accept you even deeper."
"お主によって拓かれた場所から
今回の旅を始めることにするとしよう","From the place pioneered by you, we shall begin this journey."
"はい","Yes"
"いいえ","No"
"む――
パーティーリーダーが行き先を
決めかねているようだな
少し待った方が良さそうだ","Hmm...
It seems that the party leader is having trouble deciding on a destination.
It might be best to wait a little longer."
"パーティーリーダーはすでにお主の合流を
待っているようだな――
そこまで送り届けよう","The party leader is already waiting for you to join him--
I'll see you there."
"はい","Yes"
"いいえ","No"
"すまないが、わしはこの身を失う少し前から
物を視ることができぬ――
力の状態を感じることはできるのだが――
詳細な状況はお主自身が確認し、判断してくれ","I'm sorry, I have not been able to see since shortly before I lost my body--
I can feel the state of power--
but you will have to check and judge the details yourself."
"ダンジョンに入る","Enter Dungeon"
"開拓状況確認","Check Reclamation Status"
"報酬取得状況確認","Check Acquired Rewards Status"
"大開拓を行う","Expanding a great frontier"
"おお、お主の働きによって
全ての区画が解放されたようだ！
わしの“力”の回収といい
鮮やかなる手腕であった、礼を言おう！","Oh, it seems that all the sections have been liberated by your labor! And with your brilliant skill in collecting my power, I must express my gratitude!"
"ウルテカ山岳は火竜様がお休みになる
重要な地帯――その土地が
悪しき竜の干渉に耐え得るようになったは
この状況にあってめでたいことだ","The Urteca Mountains are where the Fire Dragon rests.
The land is an important place.
That the land can now withstand the interference of The Evil Dragon is a blessing in disguise."
"わしの元に集められた“力”はまだ残っている
こいつでそこの扉を解放するとしよう","The power gathered unto me still remains. Shall we open the door with this?"
"扉の先で、お主の力はより強力なものとなろう
わしとウルテカ山岳からの礼として
受け取ってくれ
なに、多少手間はかかるが、お主ならば――","Beyond the door, your power shall become even stronger. As a token of gratitude from me and the Urteca Mountains, please accept it. It may take some effort, but with you—"
"お主の腕前と心の強さ
それがあれば、心配することはなかろう
さぁ、最後の試練へと挑戦するがいい","Your skill and inner strength—With those, there should be no worries. Now, go ahead and challenge the final trial."
"ダンジョンに入る","Enter Dungeon"
"開拓状況確認","Check Reclamation Status"
"報酬取得状況確認","Check Acquired Rewards Status"
"最後の試練に挑む","Challenge Final Ordeal"
"扉の先は《武神の間》――
仰々しい名前だろう","The door is to the ""War God Space""—I know that's an ostentatious name."
"無論、それにふさわしい試練が
お主を待ち受けている
しかし、わしの見たところ――
お主ならば心配することはない","Of course, a fitting ordeal awaits you but as I see it—you have nothing to worry about!"
"数多くの戦士を束ねたわしがこう言うのだ
まぁ、準備だけは万全に整えて向かうがいい","I, who has gathered many warriors, will say this: Be ready for anything!"
"ちょっと待て――
それは何かの冗談か？
まさか、そんな装備で“土地”に
挑むつもりではあるまいな","Wait a minute --
is that some kind of a joke?
You're not going to challenge it with that kind of equipment, are you?"
"お主にかかっておるのだぞ
そんな装備で送り出すわけにはゆかぬ
もう少し自覚をだな――","It's up to you. I can't send you off with such equipment. Have a little more awareness—"
