old,new
"異なる大陸からの客人よ
私でお力になれることでしょうか？",
"癒しを、救いを求めることは
決して悪いことではないはずです",
"病にかかるは宿命です
しかし、病んだ“芯なる樹”は助けを求めている――
この現状に、我々はどう対処すればいいのでしょう",
"精霊竜の守番として
我々は全力を尽くす所存です――",
"旅の方にはこの寝床を
<VAL PRICE_INN>にて貸し出しています
簡素な宿ですが――
休んでいかれますか？",
はい,Yes
いいえ,No
"本日は旅の方のため、宿を解放しております
どうぞ疲れを癒していってください",
はい,Yes
いいえ,No
"《弱化の治療》には<VAL PRICE_WEAK>いただいています
時が経てば自然と治るものですが――
今すぐの回復をご希望でしょうか？",
はい,Yes
いいえ,No
"おや、困りました――
弱化していないようですよ
気持ちがお疲れなのかもしれません
少しここでゆっくりしていかれては？",
"異なる大陸からの客人よ
――空の異変の件で
来てくださったのですか？",
"フィンダムの空に
あのような禍禍しいものが――",
"何が起ころうと
我々は精霊竜の守番
ここを離れるわけにはまいりません",
"精霊竜セシリーの心も
常にあなたとともにあることでしょう",
