"old","new"
"《英霊眠りし道》についての伝承は多いのです
子供もおとぎ話を通して知っていますよ","There are many legends about the ""Heroic Spirit Sleeping Path,"" and even children are familiar with it through fairy tales."
"中は土砂で埋まっているので
いわゆる“墓場荒らし”もここにはやってきません","The inside is filled with earth and sand, so the so-called ""grave robbers"" won't come here either!"
"王家ゆかりの地であるのに、番人が
自分一人なのはそのせいですね――","It's a place associated with the royal family, but that's why there's only one guardian--"
"自分も中には何度か足を踏み入れています
管理のこともありますから――
まぁ、土砂が無いところまで覗く程度ですが","I've stepped inside a few times myself
because of the management--
Well, I've only peeked in to where there's no sediment."
"はっ、覚者様！
ようこそおいでくださいました","Hah, Lord Arisen! Welcome, please come in"
"英霊眠りし道は普通のダンジョンとは異なります
ある程度の武具を揃えて挑まなければ
踏破は難しいのではと――","The Heroic Spirit Sleeping Path is different from a normal dungeon. It may be difficult to conquer without equipping a certain level of weapons and armor."
"また、内部は土砂で埋まっている通路もあります
もう土砂が流れ込むことはありませんから
一度でも撤去できればいいのですが","Furthermore, there are also passageways that are filled with sediment internally. There will no longer be any inflow of sediment, so it would be good to remove it just once."
"覚者様、お気をつけて――
危険を感じられたら
すぐに戻ってきてくださいね","Arisen, please be careful--
If you feel any danger,
Please come back immediately."
"開拓後の場所から
再突入できるようになりましたよ！
これで内部の調査がより捗るかと","You can now re-enter from your pioneering location!
I thought this would help us make more progress in our investigation of the interior."
"開拓後の場所から再突入しますか？","Do you want to re-enter the place after development?"
"はい","Yes"
"いいえ","No"
"パーティーリーダーが行き先を
選ぶまで、少々お待ちください","Please wait a moment while the party leader selects the destination."
"パーティーリーダーが待っていらっしゃいますよ
《英霊眠りし道》へ突入しますか？","The party leader is waiting.
Will you enter the Heroic Spirit Sleeping Path?"
"はい","Yes"
"いいえ","No"
"内部へ向かわれる際は十分に注意してください
まずは状況確認など、いかがでしょう？","Please be careful when heading inside.
How about a status check first?"
"ダンジョンに入る","Enter Dungeon"
"開拓状況確認","Check Reclamation Status"
"報酬取得状況確認","Check Acquired Rewards Status"
"まさか、全ての道を拓かれるとは――！","I can't believe all the roads have been opened up—!"
"実は――伝承では
全ての道を拓くことで
最後の試練が受けられると言われているんです","Actually, in the legend, it is said that by opening up all paths, one can receive the final trial."
"覚者様が全ての道を拓いたと同時刻に、
開かずの扉に変化が起きました
まるで、共鳴するみたいにです","At the same time that the Arisen paved the way for everything,
a change occurred in the unopened door, as if it were resonating!"
"最後の試練が待ち受けるのは
きっと開かずの扉の先なのでしょうね
――最後の試練に向かわれる時は
ぜひ声をかけてください","The final trial is surely waiting beyond the sealed door. When you're ready to face the last trial, please don't hesitate to contact me."
"内部へ向かわれる際は十分に注意してください
まずは状況確認など、いかがでしょう？","Please be careful when heading inside.
How about a status check first?"
"ダンジョンに入る","Enter Dungeon"
"開拓状況確認","Check Reclamation Status"
"報酬取得状況確認","Check Acquired Rewards Status"
"最後の試練に挑む","Challenge Final Ordeal"
"最後の試練に向かわれるのですね
それでは、扉の封印を解除しておきます","I see that you are heading for the final ordeal.
I will now unseal the door."
"あの先には、今までより困難な試練が
待ち受けているかもしれません","Beyond that point, more difficult challenges than ever before may await you!"
"心して向かってください
ご武運をお祈りします
――覚者様のお戻りを信じておりますので！","Please proceed with caution. We pray for your success. We believe in the return of the Arisen!"
"覚者様、申し訳ありませんが
そのような武具で内部に進まれるのは
かなり危険かと――","Lord Arisen, I'm sorry but it is quite dangerous to proceed inside with such weaponry."
"番人として、覚者様をみすみす危険に
晒すわけにはいきません
武具を整えてから、もう一度いらしてください","As a guardian, I cannot simply expose the esteemed Arisen to danger. Please come again after preparing your equipment."
