"old","new"
"旅の準備をされますか？　覚者様
私で力になれることでしたら
喜んで奉仕させていただきます","Do you need any assistance in preparing for your journey, Lord Arisen? 
If there's anything I can do to help, I would be happy to serve you."
"休まれますか？　覚者様
恐れ入りますが管理費として
<VAL PRICE_INN>のみ頂戴いたします
よろしいでしょうか","Will you take a rest, Lord Arisen?
I apologize for the inconvenience, but I would like to request only <VAL PRICE_INN> as a management fee.
Would that be acceptable?"
"はい","Yes"
"いいえ","No"
"《弱化の治療》ですか？　覚者様
恐れ入りますが
<VAL PRICE_WEAK>ほど頂戴いたします
よろしいでしょうか","Is it ""Treat Weakness,"" Lord Arisen?
I apologize, but it would be <VAL PRICE_WEAK> in total.
Would that be acceptable?"
"はい","Yes"
"いいえ","No"
"あら、覚者様は《弱化》状態ではありませんね
安心いたしました","Oh, you're not in a ""weakened"" state, are you?
I'm so relieved!"
"お疲れですか？
覚者様、ここはあなた様のための場
すぐに寝所の準備をいたしましょう","Are you tired?
Lord Arisen, this is a place for you.
Let us prepare your sleeping quarters immediately."
"はい","Yes"
"いいえ","No"
"どうぞこの地でお身体を休め
支度を整えてくださいませ
お力添えできることがあれば、何なりと","Please rest your body here and prepare yourself. 
If there's anything I can assist you with, please don't hesitate to ask."
"必要な品に関しては
そちらのデレードにお言いつけください","Regarding the necessary items, please inform your squire over there."
"私ども自身を含め、この《ポーン郷》は
全て覚者様のために開かれし場所
そして、お役に立つことこそ私達の存在意義","Including ourselves, this Pawn Cathedral is a place opened for all Arisen.
And thus, our existence lies in being of service."
