"old",""
"こんなこと
苦しんでいる民たちにはけして言えないが","I can't say this to the people who are suffering, but..."
"おぬしたちのような戦士たちとともに戦えるのは
武人の誉れ、喜びだ","It is an honor and joy to fight alongside warriors like us.
Soldiers."
"アッカー家の方々は家臣を大切にする家柄
その恩に報いることが今のわしの責務","The Acre family values their retainers,
And it is now my duty to repay their kindness."
"おぬし達は、そんなわしへの贈り物にちがいない
贈り主のことは考えないようにするよ","You all are undoubtedly a gift for someone like me. Let's not think about the giver."
"ジリアンはわしの孫だ
こんなことになるまで、ほとんど話したことも
なかったが
娘に似て良い子に育ったわ","Gillian is my granddaughter. We hardly talked much until it came to this, but she has grown up to be a good child, just like her mother."
"よいか、本人には内緒だぞ","Listen, it's a secret from them."
"おぬしは良い部下に恵まれておるな
いや、仲間というべきかな","You are blessed with good subordinates. No, perhaps it's better to say comrades."
"わしの人生はもう夕暮れ時だ","My life is already in its twilight."
"これまで面白おかしく生かしてくれた
このアッカーシェランに恩返しをしないうちには
立ち去るわけにはいかんのだ","Up until now, you have made my life interesting and enjoyable. Before I leave Acre Selund, I must express my gratitude."
"歳を取るのは悪くないと思ってここまで生きてきたが
こんな危機の最中にジジイでいるのは――
まったく、運命が恨めしいわ","I have lived thinking that getting older is not a bad thing, but to be an old man in the midst of such a crisis... Oh, how I resent my fate."
"レスタニアでもオークは臭いらしいな","I hear orcs stink in Lestania too."
"臭いのはこの地のオークだけなら
なんと不公平なことかと
天を呪ってやるところだったぞ","If it were only the orcs here that smelled, I would have cursed the heavens for how unfair it was."
"おぬしほどの者がこの国にいたら
わしは喜んで将軍の座を譲るつもりだ","But if someone as capable as you were in this country, I would gladly give up my position as general."
"そしてわしは、大将軍を名乗るのだ！
はははは！","And thus, I shall proclaim myself as the Supreme General! Hahaha!"
"人をジジイ扱いする若造に手厳しく仕返しするのが
わしの楽しみでな","It's my pleasure to give a harsh retaliation to the young people who treat me like an old man."
"だが、わしは有名になりすぎた
わしのことを誰も知らぬ土地へ行って
若造どもをからかい倒してやりたいわ","However, I became too famous.
I want to go to a land where no one knows me,
and make fools of those youngsters."
"おお、そうだな","Oh, I see."
"王子とは必ず再会できる","Prince's reunion is guaranteed."
"おぬしらもそう信じてくれ
信じればそれは実現するというではないか","You all, too, believe in that.
It is said that if you believe, it will come true."
"気が急くのう――
いかし、急いては事をし損じるというからな","I'm in a hurry--
But, after all, they say haste makes waste"
"イェルハルドを悪く思わないでくれ
あれもまた忠義の男だ","Please do not think badly of Gerhard.
He is also a loyal man."
"おぬしたちのことはネド王子には
良く言っておくからな
わしに任せておけ","I will make sure to speak well of you all to Prince Nedo. Leave it to me."
