old,new
"ようこそ、テルへ
旅の準備はこちらで承ろう
何かご用かな？","Welcome to Tell
Let us help you prepare for your journey
How can we help you?"
"宿泊だったら<VAL PRICE_INN>だよ
泊っていくかい？","If you're staying overnight, it's<VAL PRICE_INN>.
Want to stay the night?"
はい,Yes
いいえ,No
"《弱化の治療》なら
<VAL PRICE_WEAK>だよ、どうするね？","If it's ""Treat Weakness"", it's<VAL PRICE_WEAK>.
What do you want to do?"
はい,Yes
いいえ,No
"《弱化の治療》は必要ないようだ
それでも疲れているなら
うちで休憩していくといい","It seems that ""Treatment for Weakness"" is not necessary.
However, if you are still tired, it would be good to take a break at my place."
"覚者さん、神殿からあんたには便宜を図るよう
言われているよ
さ、好きな部屋を自由に使ってくれ
休んでいくか？","Mr. Arisen, the Temple has told me to accommodate you

Now, feel free to use any room you like
Shall we take a break?"
はい,Yes
いいえ,No
"ただでさえ近頃大変だというのに
西に墜ちてきたアレ――
まったく、不安でたまらんよ","Even though it's been tough lately
that thing that crashed in the west--
I'm so anxious to see it, at all!"
"覚者さん、良ければ力を貸して
もらえないか？　実は、今ここテルでは
変な病が流行っていてな――","Arisen, if you don't mind, can you help me
?　Actually, there's a
strange disease going around here in Tel right now--"
"ついに倒れる者もでるようになったんだ
一応神殿にも連絡はしているんだが","Finally, some of us are going down.
I've been in touch with the Temple in case you're interested."
"この辺りの情報なら
隣にいるアルフレドに聞いてみるといい","You can ask Alfredo next door at
for more information on this area."
"日頃の厄介事は、あいつを介して
騎士団や覚者さんに取り次いでもらってる
まぁ、私から直接の時もあるにはあるが","I have him handle the day-to-day troubles through
the Knights and the Sentinels.
Well, there are times when it's directly from me."
