"old","new"
"覚者様、本日はどのようなご用件でしょうか？","Lord Arisen, what can I assist you with today?"
"各種お手続きの際は
必ず冒険手帳をご用意くださいね","Please make sure to have your Adventure Handbook ready at
for all procedures!"
"冒険手帳とは？","What is Adventure Memo?"
"あなたは？","You are?"
"冒険手帳とは、日々お忙しい覚者様を
お手伝いすることを目的に作られた
小さな手帳です","The Adventure Notebook is a small notebook designed to help
busy learners in their daily activities.
"
"この手帳の素晴らしさをご説明いたしますと――
こちら、実は――白竜様より授かった
微量の竜力が込められているのです","Let me explain the magnificence of this notebook--
This is actually--
given to me by the White Dragon and contains a trace amount of dragon power!"
"一方、わたしは微量の竜力が込められた
ボードを神殿より支給されています","I, on the other hand, am supplied by the temple with a
board containing a small amount of dragon power!"
"この２つはお互いに通信が可能
つまり、たとえ覚者様がどこにいらしても
わたしとやり取りすることができるのです","The two can communicate with each other
which means that no matter where you are
you can communicate with me!"
"いえ――どこでも、は言いすぎました
洞窟、荒野、山奥などでは
なぜか竜力が遮断されやすいのでご注意ください","No--everywhere is an oversimplification
Please note that in caves, wilderness, deep in the mountains, etc.
for some reason dragon power is easily blocked!"
"それでは覚者様、冒険手帳を――","Well then, Arisen, please take this Adventure Handbook――"
"ん？
――え！？","Hmm?
--What?"
"覚者様――
まさか、冒険手帳をご存じないのですか！？","Mr. Awakened--
Don't tell me you don't know about the Adventure Handbook!"
"す、すみません
てっきり、神殿からお知らせが
いっているかと思い込んでいて――","I-I'm sorry.
I thought the Temple had sent you a notice already――"
"それでは、冒険手帳について
くわしくご説明させていただきますね","Let me explain more about the Adventure Notebook."
"覚者様！
今日は良いお知らせがありますよ！","Arisen!
I have good news for you today!"
"神殿より、いつもレスタニアのため
働いてくださっている覚者様へと
特別褒賞が届いたんです","The Temple has sent
a special reward to those who have always worked
for Lestania!"
"受け取れるように手続きしておきましたので
あとで冒険手帳を開いてくださいね","I have made the procedures for you to receive it, so please open your adventure notebook later, Lord
"
"あら？
もしかして――
自己紹介、まだでしたか？","Oh?
Could it be that...
Introductions, you haven't done it yet?"
"わたくし、冒険手帳の窓口係として参りました
リサと申します","My name is Lisa and I am the contact person for the Adventure Handbook at
"
"冒険手帳に関することは
なんでもお申し付けくださいね","If you have any questions about the Adventure Notebook, please contact us at
We're happy to help you with anything!"
"覚者様は、お部屋に帰られたら
何をなさるんですか？
くつろぎの時間に持つ、趣味と言いますか――","What do you do when you go back to your room
?
I'd say it's a hobby that I have during my relaxation time..."
"わたしはレスタニアワインの利き酒が好きですね
定番はテルの辺りのものですけど
たまに手に入るリンウッド産のものも
野性味が強くて良いんですよ！","I like to taste Lestania wines
The standard ones are from the Tell area
but the occasional Lynnwood ones you can get
are also good with a strong wild flavor!"
"お出かけになられた先でも
冒険手帳を使ってわたしにご連絡いただければ
クラフト指示やバザー出品を代行いたします","Even when you are away, you can contact me at
using your Adventure Notebook and I will be happy to give you craft instructions and bazaar items on your behalf at
"
"冒険手帳からメールを
お読みいただくこともできるんですよ！
でも、添付されたアイテムの受け取りまでは
できないみたいなんです――","I can read your email from the Adventure Notebook at
!
But I can't seem to get to
until I receive the attached item--!"
"ワイルドハントの依頼をご覧にいらしたんですね
どうぞ、じっくりご確認ください","I see you've come to see our Wild Hunt request.
Please take the time to review it."
"今日のワイルドハント、いつもより
少し報酬の良い依頼が来ています
さ、ご覧になってください！","Today's Wild Hunt,
a slightly better paying request than usual.
Come on, take a look!"
"あ、覚者様！
今日はなかなか歯ごたえのある依頼が来ていますよ
内容も報酬も、覚者様にぴったりな依頼だと
思っていたところなんです","Ah, Arisen!
Today, a quite challenging request has arrived.
Both the content and the reward seem to be perfect for you, Arisen.
That's what I thought."
"――お待ちしておりました！
今日は覚者様のために、とっておきの
珍しい依頼を取り揃えておいたんです！
ぜひご覧になってくださいね","――I have been waiting for you!
Today, I have prepared some special and rare requests just for you, Lord Arisen!
Please take a look."
"ワイルドハントについてのご説明が
まだでしたよね？","Did you still need an explanation about the Wild Hunt?
"
"一度きちんとご説明しておかないことには
依頼をご紹介できません
フィールドに出ていただく以上
万が一の危険もありえますから！","I must first give you a full explanation
before presenting the request.
Once you are out in the field,
there is always a chance of danger!"
