"old",""
"娘から色々と聞いたが――
わたしも一度はレスタニアを見たいものだ","My daughter has told me so much about it— I wish I could see Lestania at least once."
"フィンダムは変わりつつある
暮らす者たちの意識は確実に変わっている","Phindym is changing.
The attitude of the people living here is definitely changing."
"芯なる樹が病めば、竜も、大地も
人も、魔物さえも病んでしまう","If the core tree falls ill, the dragons and the earth will also suffer. Even humans, and the monsters, will fall ill!"
"そう――全ては巡る竜力で繋がっているのだ","That's right—Everything is connected by the power of the dragons."
"今にして思えばとても奇妙に思えるのだ
なぜ魔物と戦うように、病魔や厄災と
戦おうとしなかったのか――","Thinking about it now, it seems very strange.
Why didn't I try to fight against sickness and disaster, 
just as I would fight against enemies?"
"フィンダムはもうずいぶん犠牲を払ったはずだが――
まだまだ足りないのだろうか","Phindym must have sacrificed a lot already -
Is it still not enough?"
"あの黒騎士が、どこから来たのか――
この凶事は黒騎士の仕業なのだろうか――","Where did that black knight come from—Is the black knight responsible for this evil?"
"黒騎士が凶事に便乗したのか――
して、その目的は？　わからぬことばかりだ","Did the Black Knight take advantage of the calamity?
And what is their goal? I can't understand anything."
"――セシリーは良い子だろう？
わたしの自慢の娘だ","--Isn't Cecily a good girl?
I'm very proud of her."
"それなのに、途方もない重荷を負わせてしまったな","And yet, I ended up burdening you with an enormous load."
"不思議なものだ
この、病み、淀んだ空気にも馴れてしまうものだな","It's strange. You become accustomed even to this sickly, stagnant atmosphere."
"精霊竜ウィルミアは美しく愛らしい竜だ
今でも目を閉じると、優雅に飛ぶ姿が目に浮かぶ","The spirit dragon Willmia is a beautiful and lovely dragon. Even now, when I close my eyes, I can see its graceful flying figure."
"レスタニアの人よ、なんなりと","Lestania's people, anything you want."
"レスタニアの覚者たちよ
心苦しい限りだが、このフィンダム
まだまだ安定への道半ば――","Arisen of Lestania, As much as it pains me, this is a Phindym Still halfway on the path to stability..."
"最後まで、我々とともに歩んでくれ","Please continue to walk with us, until the end"
"《原始の雫》とセシリーを頼んだよ","Rely on the ""Primeval Drops"" and Cecily."
"樹内への侵入者という意味では
我々も、魔物もそれほど違わない
もし、ウィルミアに攻撃されたら――
そうだな、全力で逃げるのが得策だろう","In terms of intruders into the forest, both us and the enemy are not much different. If we are attacked by Willmia-- Yeah, it would be best to escape with all our strength."
"浄化はすでに始まっているのだが――
想像以上に時間がかかるようだ","The purification has already begun - but it seems to be taking longer than anticipated."
"もう何もいうまい
これはさだめだ
抗うことを許されない種類のさだめもある","I have nothing more to say.
This is fate.
There are types of fate that are not allowed to be resisted."
"今はただ待とう――
娘はまた帰ってくる","I will simply wait for now, 
my daughter will come home again."
"竜として生まれ変わってな","To be reborn as a dragon."
"さあ、早く為すべき事を！","Now, quickly do what needs to be done!"
"我々はずっとここにいるし、あなたたちの
応援をしているよ","We'll be here all the way, supporting you!"
