old,new
"休憩していってはどうですか？
魚料理もついて、一泊
<VAL PRICE_INN>ですよ！","Why don't you take a break?
It's
<VAL PRICE_INN>per night, including a fish dinner!"
はい,Yes
いいえ,No
"おお、お疲れですか？
あなたのお部屋は常に準備してますとも！
さ～、どうぞ休憩はご自由に","Oh, are you tired?
Your room is always ready for you!
Well, feel free to take a break!"
はい,Yes
いいえ,No
"おや覚者さま、《弱化の治療》ですか
では代金として
<VAL PRICE_WEAK>ほど、お願いします","Oh, Lord
, is it 《treat weakness》? In that case, please give me around
<VAL PRICE_WEAK>as payment"
はい,Yes
いいえ,No
"おやおや、覚者さまはお元気そうです
《弱化》にはかかっていませんよ！","Well, well, well, well... The Arisen looks well.
I'm not ""weakened"" by it!"
"この村ローテスは魚が旨い！
ワインもテルから取り寄せてます
ささ、ゆっくりと滞在していってくださいよ","This village, Rotes, has great fish!
Wine is also brought in from Tel
Please take your time and stay with us!"
"覚者さま、冒険者の宿として
一通りの準備はできますよ
ご用はありませんかな？","Dear Arisen, as an adventurer's inn,
I can set you up in one piece.
Can I help you?"
"村で上がった問題は《クエストボード》に
貼っております
ぜひ、お力をお貸し頂けるとありがたい！","The issues raised in the village are posted on the 《Quest Board》 at

We would be grateful for your help!"
ようこそ、海竜亭へ！,Welcome to the Sea Dragon's Inn!
