old,new
"ハァイ！
なになに？　私にどんなご用かしら！","Hi!
What's going on?　What can I do for you?"
"実はね、覚者様との接点がほしくて
クラン執務官に志願してたのよ
だけど、かなり前からあの二人――
セバスチャンとメアリーに決まってたらしくて","Actually, I wanted to make a connection with Master Arisen.
I volunteered to be a Clan Steward
but it was decided a long time ago that those two -
Sebastian and Mary - would be the best choice."
"私だって覚者様に憧れる気持ちは
変わらないんだから！
私は私なりに、お役に立ってみせるわ","I too have a longing for the Master Arisen
and that won't change!
I'll try to be useful in my own way."
"たくさんの覚者やポーン、
それに騎士団員を見てきたけど――
やっぱり使命を帯びた人って素敵だわ！","I've seen a lot of Arisen people, pawns,
and knights--
and it's still wonderful to see people on a mission!"
"――うん、やっぱり実戦に出ている人の
ボディラインって違うわねぇ
体幹がしっかりしてるっていうか","--I think the body line of a person who is in a real battle is different.
I think they have a strong core."
"私もホラ、結構鍛えてるのよ
そこそこ引き締まってると思うんだけど――
どうかしら？","I work out a lot, too,
I think I'm pretty toned there--
What do you think?"
"あら、お疲れだったら
ココの仮眠室にご案内するわ！
備品の維持なんかに結構かかるから
<VAL PRICE_INN>いただくけど、いいかしら？","Oh, well, if you're tired, I can show you to a nap room at
!
It costs quite a bit to maintain the equipment, so I'll take
<VAL PRICE_INN>if you don't mind."
はい,Yes
いいえ,No
"覚者様、お疲れだったら
ココの仮眠室にご案内するわよ！
私が管理させてもらってるんだけど
今は誰もいないから――無料でどうかしら？","Arisen Lord、お疲れだったら
ココの仮眠室にご案内するわよ！
私が管理させてもらってるんだけど
今は誰もいないから――無料でどうかしら？"
はい,Yes
いいえ,No
"《弱化の治療》ね、任せて！
ここで働きたくて、必死で覚えたの！
<VAL PRICE_WEAK>かかっちゃうんだけど
いいかしら？","I'll take care of it!
I learned it the hard way because I wanted to work here!
It's going to cost you <VAL PRICE_WEAK>.
Can I?"
はい,Yes
いいえ,No
"あら？　えっと――
《弱化》してないみたい
ふふ、もしかして――冗談だったの？","Hmm? Um...
It seems you haven't been weakened
Hehe, were you kidding by any chance?"
