old,new
"精神を集中し、狙い穿つ
元素と精の声に耳を傾けていれば
魔矢はおのずと的を射る",
"狩人の弓とは違う
エルフの弓は霊を放つ弓よ",
"失われたエルフの民
その記憶と技術――",
"私達兄妹は、それを残し
レスタニアに留めることを目指しているの",
"この森を訪れた君が、その一役と
なってくれるなら、喜んで力を貸すわ",
今日は少し森が騒がしいようね,
"疲れてるんなら泊ってってもいいわよ
<VAL PRICE_INN>出してもらうけどいい？
あっ、足元見てるんじゃないよ
研究出費も馬鹿にならなくてね",
はい,Yes
いいえ,No
"でも君、《弱化》ではなさそうだね
心配しすぎなんじゃない？",
"ロンドジ―ルから君のことは聞いたわ
この森のこと、かなり詳しくなったみたいね",
"紹介が遅れたけど、私はリングディール
この地で《エレメントアーチャー》
について研究しているの
どう？　君も学んでみない？",
"《エレメントアーチャー》はもともと
エルフ族の技なの
私みたいに、修行を積めば
エルフじゃなくても使えるから心配しないで",
"魔道弓と魔矢は、普通の弓矢とは違うわ
自身の生命力を力とし、放つ――",
"念じることで魔矢は、敵を穿つ刃にも
仲間を守る輝きにもなる
どれほど敵が多く、護るべき者がいようとも――",
"もしその気があるなら課題に挑戦してみて
君なら体得できるんじゃないかな",
ふぅ――あら人間？,
"私の弓はエルフの弓術師
《エレメントアーチャ―》のものよ",
"魔道弓という特殊な弓で、鉄矢ではなく
霊的な魔矢を放つの
そして敵の身体ではなく、そうね
霊を捉えて狙いを定める――ってとこかしら",
"うーん、言葉で説明しにくいけれど
やってみれば自然に解ると思うわ",
"あと、魔矢で射るのは敵だけじゃないのよ
霊的な矢だからね。味方を思う念を込めれば
活力を上げてあげることもできるわ",
"精と霊による攻撃と支援
誇り高いエルフが残した弓術
君にも、もっと知ってほしいわ",
君がこの森のため、力を貸してくれるならね,
"君、だいぶこの森に慣れてきたみたいね
課題は合格よ
そろそろ君にもエルフの弓――
魔道弓を持ってもらおうかな",
"エルフの弓師は《エレメントアーチャ―》
と呼ばれていたの
生命力を矢として放つ
ハンターのとは異なる弓術よ",
"君が私と一緒に、エレメントアーチャ―として
エルフが遺した神秘の技を探求して
くれるなら、私も心強いわ",
彼らの技、私達で取り戻しましょう,
"《エレメントアーチャ―》の魔矢はね
狙いを定めて、より長く獲物を見据えるほどに
強さが増すの",
"《魔眼の集中》――私は、そう呼んでいるの
集中力が矢の霊的強度に比例するみたい",
"魔矢の調子はどう？
聞くまでもなく、上達してるようね",
"そうだ、少し前、新しい技を発見したの
ちょっと難しいから置いてたんだけど
今なら君にもできると思うわよ
試してみて",
"うん、さすがね！
目で見て解るくらい君の霊力
強くなってるわ",
"エルフの中でも一握りの者しか
扱えなかったという、《エレメントアーチャ―》
の極意――",
"私もまだ安定して扱えないんだけど
君ならできるかも
この技、試してみない？
先を越されるのは悔しいけど",
"ロンドジールから君のことは聞いたわ
魔道弓のことを詳しく学びたいんだってね",
"紹介が遅れたけど、私はリングディール
この地で《エレメントアーチャー》
について研究しているの",
"《エレメントアーチャー》はもともと
エルフ族の技なの
君や私みたいに、素質のある人が修行を積めば
エルフじゃなくても使えるんだけどね",
"魔道弓と魔矢は、普通の弓矢とは違うわ
自身の生命力を力とし、放つ――",
"念じることで魔矢は、敵を穿つ刃にも
仲間を守る輝きにもなる
どれほど敵が多く、護るべき者がいようとも――",
"君が私と一緒に、エレメントアーチャーとして
エルフが遺した神秘の技を探求して
くれるなら、私も心強いわ",
"練習や課題はあるけど――
これから一緒にがんばっていこうね",
"どう？　魔道弓の調子は
最初は自分でさぐりつつ
手になじむまで試してみてね",
"《エレメントアーチャ―》として
ジョブレベルが１８になったらさ
難しい技にも挑戦したらいいよ",
"でも君は覚者だし、神殿の訓練官にも
エレメントアーチャ―としてより難しい
戦技を学ぶなら、私からになるっていう
確認はとっておいてね",
その時がきたら、一緒にがんばりましょう,
"あ、泊ってく？
森の探索って大変だし、休みたい時は
いつでも言ってね",
はい,Yes
いいえ,No
"《弱化の治療》？　多分できると思うけど
<VAL PRICE_WEAK>くらいは出してもらう
ことになるわ、それでもいい？",
はい,Yes
いいえ,No
"もうかなり魔道弓が馴染んで
きたんじゃない？
さまになってきてるわ",
"レベル的には私と一緒に難度の高い術を
練習していけそうだけど
君は覚者だしね",
"一応、その前に神殿の訓練官には
話を通しておいてね
それから本格的にエルフの戦闘術を
磨いていきましょう",
