"old",""
"ギャギャ！　ニンゲン、来タ！","""GYA GYA! Humans have arrived!"""
"ギギギ――、何シニキタ？
オマエ！　怪しイヤツ！","Gigigi— What have you done? You! You're suspicious!"
"ガぅるるるる――","Garu ru ru ru――"
"ウガ！！　気安ク話し掛けルナ！！","Uga!! Talk calmly!!"
"ココ、ホボリック！　ゴブリン族、王ノ城！","Koko, Hobolic! Goblin tribe, King's Castle!"
"ギャ、ギャギャギャッ！？","Gya, gya gyagyagya!?"
"腹減っタ――","I'm hungry――"
"グワアアッ！　ニンゲン！！
襲っッテクル！？","Gwaaa! Human!!
Attack!?"
"王、むらさきキラキラ集めテル
オマエもカ？","King, gathering shiny purple. Are you, too?"
"グワッ！？","Gwah!?"
"ギャッ！？　何ダ！！","Gya!? What's this!!"
"ウガッ！？","Ugh!?"
"ニンゲンダ！！","Human!!"
"ギギ――？","Gigi-?"
