"old","new"
"悪しき竜の竜力は各地を巡り
“土地の持つ記憶”――すなわち“本当の歴史”とも
いえるものを塗り替えつつあります","The Dragon Force of The Evil Dragon is traveling around and rewriting the ""memory of the land"" - or what could be called ""true history""."
"貴方が過去のアッカーシェランにて
《石碑の試練》に立ち向かい
石碑に封じられた力を解放することで
大地も悪しき竜力に対抗することができるでしょう","In the past at Acre Selund, you confronted the trial of the ""Stone Monument"" and by unlocking the power sealed within the stone monument, the land will be able to oppose the malevolent Dragon Force."
"“土地の持つ記憶”――
それは人の手で編纂されたものではない
“本当の歴史”です","""Memory of the land"" - It is not something that has been compiled by human hands, it is the ""true history"""
"しかし、悪しき竜の竜力は
それすらも蹂躙しようとしている――
過去のアッカーシェランには
存在しえなかったはずの魔物もいるようです","However, theThe Evil Dragon's Dragon Force is trying to crush even that—there are monsters that shouldn't exist in Acre Selund's history."
"我々の国、アッカーシェランは
火竜様に育まれたこの大陸そのものと不離一体
――この大陸を守るため
どうかそのお力をお貸しください","Our country, Acre Selund,
is inseparable from this continent, nurtured by the Fire Dragon itself
――In order to protect this continent,
please lend us your power."
"――白き竜の覚者よ
お待ちしておりました","Arisen of the White Dragon, we have been waiting for you."
"貴方には、過去のアッカーシェランにて
《石碑の試練》に挑んでいただきたい――","I would like you to challenge the 'Trial of the Stone Monument' in the past Acre Selund."
"過去のアッカーシェランへは
私がお送りいたしましょう
しかし、私ができるのはそこまで――
あとは、貴方の力に懸けるほかありません","To the past Acre Selund, I will send you myself
However, my capabilities only go so far -
The rest is up to your own strength"
"――分散してしまった私の“力”を
集めてきていただければ
過去のアッカーシェランにおける新たな区画まで
お送りすることもできるでしょう","If you could gather my ""power"" that has been scattered, I might be able to send you to new zones inAcre Selund's past that weren't accessible before."
"それでは、過去へとお送りしましょう
白き竜の覚者よ、どうかご武運を――","There are many things I would like to learn by your side, Lord."
"以前、貴方が歩みを進めた場所まで
お送りすることができるようになりました","I can now send you back to where you once walked."
"これも、“土地の記憶”が
正常に戻ってきた証左と言えましょう","This is also evidence that the 'memory of the land' has returned to normal."
"以前、貴方が歩みを進めた場所まで
お送りしましょうか？","Shall I send you back to where you once walked?"
"はい","Yes"
"いいえ","No"
"パーティーリーダーが行き先を
選んでいるようです
――少し、時間が必要でしょう","The party leader is choosing the destination. It may take a little time."
"すでにパーティーリーダーが待っているようです
貴方もそこまでお送りしましょうか？","It looks like the party leader is already waiting for you.
Shall I send you there too?"
"はい","Yes"
"いいえ","No"
"白き竜の覚者よ
万全を期すに越したことはありません
状況を確認することも大切です
――過去の友からの忠告と思ってください","Arisen of the white dragon,
There is nothing better than ensuring full preparedness.
It is also important to confirm the situation.
――Consider it advice from a past friend."
"ダンジョンに入る","Enter Dungeon"
"開拓状況確認","Check Reclamation Status"
"報酬取得状況確認","Check Acquired Rewards Status"
"大開拓を行う","Expanding a great frontier"
"これで、貴方の協力が必要な
全ての区画にお送りすることが可能となりました
ここまでの試練への挑戦、そして私の“力”の回収
――感謝いたします","With this, it is now possible to send you to all the zones where your help is needed. I thank you for taking on the challenges thus far and for collecting my ""power."""
"これで、過去のメガドシス高地は
十分に悪しき竜の影響に立ち向かうことが
できるはずです","This should be enough for the Megadosys Plateau of the past to stand up to the influence of The Evil Dragon."
"それでは――残った“力”で
そこの扉を解放することにしましょう","Now then, let's use the remaining Dragon Force to unlock the door over there."
"ずっと気になっていたのではありませんか？
今こそ、あの先へと進まれる時です","Wasn't it something that had been on your mind all this time? Now is the time to move forward to that place."
"白き竜の覚者よ
すべての石版を解放し
とうとう、最後の試練に挑む時が来たようですね","Arisen of the White Dragon, After releasing all the stone tablets, It seems that the time has finally come to challenge the final ordeal."
"ダンジョンに入る","Enter Dungeon"
"開拓状況確認","Check Reclamation Status"
"報酬取得状況確認","Check Acquired Rewards Status"
"最後の試練に挑む","Challenge Final Ordeal"
"――そこに見える扉の先が
《武神の間》と呼ばれる場所です","The place beyond that door is called the ""War God Space."""
"すでに察していらっしゃるでしょう
先には、これまでとは比べ物にならない
試練が待ち受けていると――","I'm sure you've already guessed that there are far more challenges ahead than we've ever seen before--"
"しかし、ここを乗り越えることで
貴方が得るものも多いはず
大丈夫です、白き竜の覚者よ
貴方ならばきっと上手くゆくことでしょう","However, by overcoming this, there is much for you to gain. Don't worry, O Arisen of the White Dragon, with your abilities, you will surely succeed."
"白き竜の覚者よ
貴方の装備では、悪しき竜の竜力に
蝕まれた“過去のアッカーシェラン”では
生き残ることも難しいでしょう","Arisen of the white dragon,
With your equipment, it will be difficult to survive against the Dragon Force of the evil dragon.
In the ""Acre Selund of the past"" that has been corrupted, survival will also be difficult."
"貴方を失えば、我々の希望は潰えたも同じ
どうかその身を大切に
より良き装備を整えてからおいでください","If we lose you, our hope is as good as lost. Please take care of yourself and come better equipped!"
