"old","new"
"何か心配事でも？","What's worrying you?"
"気になることがあるのなら
さっさと解決しておくことを薦めるよ","If there is something on your mind,
I recommend resolving it promptly."
"おまえたち覚者の力こそ
我々に残された希望だ","The power of you Arisen is
the hope that remains for us."
"ふむ、年かな――
話したいことがあったはずだが、忘れてしまったよ","Hmm, I wonder... Must be getting old――
I had something I wanted to talk about, but I forgot."
"白竜の意思を完全に理解することは難しい
たとえ巫女でもな","It is difficult to fully understand the intentions of the White Dragon,
even if one is a priestess."
"我々は常に己を律し、不測の事態に備えねばならん
わかってはいるが――なかなか、なぁ","We must always discipline ourselves and be prepared for unforeseen circumstances. I understand this, but... it's quite difficult."
"覚者よ、頼んだぞ
おまえたちの働きが大勢を決める","Arisen, I'm counting on you.
Your work will determine the outcome for many."
"竜の意志を紡ぐこと
それが我らを災いから救うのだ","To weave the will of the dragon
That is what will save us from disaster"
"どうした、不安なことがあるのか？
まず、おまえたちが落ち着かなくては","What's wrong? Is there something that's making you anxious?
First, you guys need to calm down."
"悠々と、ただそこにある世界を前に――
我々はなんと小さく、稚拙な存在なのだろうな","In front of the serene and simply existing world--
We are so small and immature, aren't we?"
"わしほどの激動を生きた神官はいないだろうが
はて、喜ぶべきか嘆くべきか――","There could be no priest who has experienced such turmoil as I have. Well, should I rejoice or should I lament?"
"日がな一日ここに立ち、竜を思い、政を思う
おまえたちを思う時間はほとんどないが、まあ許せ","I stand here all day long, thinking about dragons and thinking about politics.
I don't have much time to think about you all, but well, it's forgivable."
"理の外の世界――","The world outside of Order--"
"そんな世界があるとして、そこでは
どんな道理がはたらくのか――想像もつかんわ","If there is such a world,
I can't imagine what kind of reasoning would work there--I can't imagine it!"
"ああ、すまない
考えごとをしていてな","Ah, sorry. I was lost in thought."
"オーク臭いようだな
神殿では気をつけた方がいい","I smell orcs in the air.
You better be careful in the temple."
"時間を見つけて外へ出てみるんだな","Find some time and go outside and see for yourself."
"覚者を育てるのは、結局のところ経験だ
いや、これは覚者に限らないがな","The cultivation of an Arisen ultimately comes down to experience. No, this applies not only to Arisens."
"近々、ある調査団を派遣することになってな
その人選で、いささか多忙だ","I'm sending a survey team soon
and I'm somewhat busy with the selection process."
"ポーンとの契約は進んでいるか？
終わればいよいよ一人前の覚者だな","Is the contract with the Pawn progressing? Once it's finished, you'll finally become a full-fledged Arisen."
"ふむ――
順調に覚者としての階段を登っているようだな
頼もしいことだ","Hmm―
It seems like you're steadily climbing the steps as an Arisen.
That's reliable."
"砦との往復は何度目だ？","How many times have you been to the fort and back?"
"砦に限らず、あちこち自分の足で
行ってみることが大切だ
地図を眺めていても頭に入らんだろうからな","It is important to go and see for yourself, not just in the fortress but also in various places.
Even if you look at the map, it won't make sense in your head."
"次から次へと――どうしてくれようか
オークどもの対処だけでも大変なのに
今度はアークだと？","From one thing to another―― how are we supposed to handle this?
Just dealing with the orcs themselves is already tough enough,
and now it's the Ark?"
"おまえも忙しくなるだろうから休める時には
休んでおくことだ","You'll be busy too, so when you can take a break,
take it."
"メイリーフの正体は他言無用
約束だからな","Mayleaf's true identity is a secret
it's a promise"
"どこかへ行っていたのか？
ふむ――これは隠し事の臭いだな","Did you go somewhere?
Hmmm... This has the smell of a secret."
"イリスは本当に大丈夫なのか？","Is Iris really okay?"
"覚者のことは覚者に任せるしかない
よく見ていてやるんだぞ","We have to let the Arisen take care of the Arisen.
You're going to have to watch them very closely."
