"old",""
"ああ、ごめん
今は特に話すことはないよ","Oh, sorry
I don't really have anything to tell you right now."
"君と雑談？
いいね！　よし、共通の話題を探そうよ","Having a little chat with you?
Great!　Okay, let's find something we have in common."
"すまないけど、少し考えたいことがあるんだ
後で話そうよ","Sorry, I just have a few things to think about.
We can talk later."
"おや、疲れたのかい？
覚者も無敵ってわけじゃないんだな","Oh, you're tired, aren't you?
I guess even the Arisen aren't invincible."
"適材適所って言うだろ？
そう、僕は武ではなく、知で攻めるのさ","You know what they say about the right person for the right job?
Yes, I attack with wisdom, not military prowess."
"常識にとらわれないこと
それが、平凡を非凡に変えるんだ","Thinking outside the box 
That's what transforms ordinary into extraordinary"
"不安と期待が入り交じるこの気持ち――
説明が難しいね","This feeling of mixed anxiety and anticipation--
It's hard to explain."
"まだ読んでいない書物、まだ試していない実験――
心残りがあるうちは、死ねないよ","Books you haven't read yet, experiments you haven't tried yet--
You can't die while you have regrets."
"この世界は好きかい？
僕は好きだよ
知れば知るほど――もっと知りたくなる","Do you like this world?
I do.
The more you know-- the more you want to know."
"思い立ったら、すぐに行動！
待っていても発見は無いからね","When you have an idea, act on it immediately!
You won't find anything if you wait."
"ん？　どうしたんだい？","Hmm?　What's wrong?"
"やあ、新人さん
最初は誰彼かまわず顔を売っておくといいよ","Hello, new person. It's good to make yourself known to everyone at first, regardless of who they are."
"《ブラッドオーブ》のことは
常に気にしておくといいよ
見つけると確実に一目置かれるからね","It's good to always keep in mind about the 《Blood Orb》,
 because when you find it, you're sure to be admired."
"覚者と騎士団の反目に巻き込まれて
僕は処世術を学んだんだ","I learned the art of worldly wisdom
being caught up in the conflict between the Arisen and the knights."
"――と前向きに考えることにするよ
これも処世術と言えないこともないね","--I'm going to try to think positively
and this is another way to get by, I guess."
"――！？　ああ、ごめんごめん
ちょっと考え事をね","――!? Ah, sorry, sorry
I was just thinking about something"
"ジョゼフ様の助手になって以来初めての
大仕事を仰せつかって、その計画をね――
ふふふ――","Since becoming Joseph's assistant, this is the first big job I've been entrusted with, and I am now tasked with the planning... hehehe..."
"空から降ってきた巨大な石碑――","A gigantic stone monument fell from the sky..."
"まだ正体はわからないんだけど
どこかに落ちたらしいんだ
うわさか何か聞いてないかい？","I still do not know what it truly is, but
it seems to have fallen somewhere
Have you heard any rumors or something?"
"反省しています――はい
ああ、君か――また叱られるのかと思ったよ","I'm reflecting on it--yes.
Oh, it's you--I thought I was going to be scolded again."
"いや、君にも心配かけたよね
迎えに来てくれてありがとう
本当に感謝しているよ","No, I caused you to worry too, didn't I?
Thank you for coming to pick me up.
I really appreciate it."
"ごめん！
アークの調査報告が最優先でね
あちこち気が回らないんだよ","Sorry!
The Ark's investigation report is the top priority.
I can't focus on other things."
"アーク調査の報告書がまだだというのに
古文書の解読まで――","Despite the fact that the report on the Ark investigation is not yet complete, up until the deciphering of the ancient documents--"
"でも、君が持ち帰った古文書は面白そうで――
まずいな――ジョゼフ様に叱られるよ","But, the old document you took home seems interesting...
Uh-oh... I'm going to get scolded by Joseph, aren't I?"
"イリスとは話したかい？
なんだか避けられているような気が
しないでもないんだけど――","Did you talk to Iris?
I can't help but feel like she's avoiding me."
"もしかしたら、僕が覚者の力に
なれるのかもしれないな――","Perhaps, I may be able to become a powerful Arisen.."
"いささか――怖いね
でも、ほら、白竜様がお待ちだよ","It's a little scary―― but look, The White Dragon is waiting for you."
"どうだい？
覚者の生活には慣れたかな？","How about it?
Are you used to the life of an Arisen?"
"ちょうど君が覚者になった頃からこれまでとは
少し違う事件が起こるようになってきた
オークの活動が活発になったり――
ほら、アークの出現もそうだね","Since you became an Arisen, there have been different incidents occurring from before until now. 
The Orcs have become more active, and, well, the appearance of the Ark, too."
"そして、白竜様の回復を促す新しい方法も
見つかったみたいだ
これからも、もっと色々なことが
起こりそうな気がするよ","And it seems that a new method to encourage the recovery of The White Dragon has been found.
I feel like more things are going to happen from now on."
"メイリーフを連れ出したフードの女って
やっぱり彼女だよな――","The woman in the hood who took Mayleaf out...
I knew it was her."
"ディアマンテス――
イリスは確かにそう言ってたよね？","Diamantes - 
Iris did say that, right?"
"あははは――
こんなに神殿の近くが戦場になるなんて――
ああ、怖かった","Ahahaha――
Who would have thought that the area near the temple would turn into a battlefield――
Oh, how scary."
"さびしいね――
仲良くなれそうな気がしたんだけど――
いや、仲良かったよね――","It's lonely, isn't it...
I felt like we could become close...
No, we were close, right..."
