"old",""
"ん？
俺と仲良くなりたいっての？","Hmm? You want to be friends with me?"
"世間話ねえ
そんな気分じゃないんだよな――","Chatting is not on my mind right now—"
"なああんた、ひまなら俺と――
あ、ひまじゃない？　そりゃ失礼","Hey, if you're free, how about spending some time with me... Oh, you're not? Well, that was rude."
"自由に生きるってのは
思ったほど楽じゃないんだな、これが","Living free is not as easy as I thought it would be."
"あんた、この世界がどうなるのが理想？
なーんて、俺も考えたことないけどな","What would you like the world to be like?
I've never really thought about it."
"苦難の時代だなんて言うやつもいるけど
俺は結構楽しんでるよ","Some say it's a hard time.
I'm having a pretty good time."
"まいったまいった――
次から次へと魔物がよぉ","I'm in trouble, I'm in trouble--
Enemies keep coming one after another."
"覚者のことを便利屋みたいに
思ってる奴、いるよな――","There are people who think of Arisen as a handyman, right?"
"俺、聞き流すの得意でさ――
それでもいいなら、どうぞ
――さあ、話せ！","I'm good at just listening, you know-- If that's really okay, then go ahead. Now, speak up!"
"昨日と違う今日、今日と違う明日――
世界はその繰り返しでできてるんだ
――てな","Today is different from yesterday, and tomorrow will be different from today―― The world is made up of such repetitions ―― That's what it means."
"一期一会――いい言葉だね
俺、商品、客――
すべての出会いが、そうなんだな","Once-in-a-lifetime encounter――That's a nice phrase
Me, the product, the client――
Every encounter is like that"
"あんたもいっぱしの覚者を気取るなら
身につけるモノは厳選しなよ
どうだい、ひとつ見繕ってやろうか？","If you're going to pretend to be an Arisen, be selective about what you wear. How about I pick something for you?"
"こんな時代なのに商品が行き来しているのは
凄いことだ――
俺たち、誇っていいと思うぞ","It's amazing how much product is coming and going in these times-- I think we should all be proud!"
"金なら、余ってるんじゃないのか？
安くするぜ、取引していきなよ","I'm sure you've got plenty of money. I'll give you a discount. Make a deal with me."
"よぉ、調子はどうだ？","Hey, how are you doing?"
"その臭い――戦う覚者という感じで
悪くはないが、日常も大切にな","Wow, you stink. You certainly smell the part, Arisen, but it couldn't hurt to take a bath every now and then."
"時間があるなら世のため人のために
駆け回るのも悪くないぞ
金にもなるしな","If you have time, it's not a bad idea to run around for the sake of the world and for others. It can even bring you money as well."
