"old","new"
"おお、同志よ！
我々の手伝いをしてくれるのだな？
ありがたいことだ！","Oh, comrade! 
You are willing to lend us a hand, are you? 
We are most grateful!"
"さてさて――ならば、まずは
恰好から入ろうではないか","Very well, let us start with your attire, shall we?"
"我らの考える幸せの色は「赤」だ
何か＜赤で染色した衣装＞か、もしくは
＜我らと同じ衣装＞を探して着て見せてくれ","The color of happiness we envision is ""red."" 
Find some attire dyed in red, or perhaps 
wear something like our own."
"ほほー、とても良く似合っているぞ！
恰好を整えれば、気持ちも入るというもの
では次の準備に入ろう","Oh-ho, that suits you very well! 
When your appearance is in order, your spirit 
follows. Now, let's move on to the next task."
"人々と交わす挨拶の言葉――
この時期だけの特別で、幸せな挨拶――
それをマルコから聞いて覚えるのだ","The words of greeting we share with others— 
A special and joyful salutation for this time of 
year. Learn them from Marco."
"大変よくお似合いでございます、覚者様
主からお聞きになられたと思いますが
私たちには、ぜひ広めたい
幸せな挨拶の言葉があります","It suits you very well, Ser Arisen.
As you may have heard from our Lord, 
we have a special and joyful greeting we wish 
to share with all."
"それは「メリークリスマス」
覚えていただけましたか？
では、大きな声で、私に向かって仰って下さい","The greeting is ""Merry Christmas."" 
Can you remember it? 
Now, please say it to me aloud."
"メリークリスマース！
マルコから挨拶をお聞きになったんですね
それじゃあ、その言葉にふさわしい挨拶を
お教えしましょう！","Merry Christmas! 
You’ve learned the greeting from Marco, right? 
Now, allow me to teach you a greeting 
fitting for those words!"
"いいですか、＜エモート＞の中に
＜あいさつ・２＞っていうのがありますよね？
あれが、あたしたちにとって特別な挨拶なのです","Do you see it in the <Emotes> section? 
One called <Greet 2>, right? 
That’s our special greeting."
"それでは早速、その＜あいさつ・２＞
あたしにむかってレッツ・エモート！","Now, let’s get right to it—
use that <Greet 2> and show me!"
"二人から、色々と教わったようだな
これで君も立派な奇蹟者の仲間だ","It looks like you've been taught a lot by the two.
With this, you're now a member 
of the Miracle Workers."
"それでは、次から我々の仲間として
この幸せを広めるため、実際に働いてもらおう","Now, as one of our companions, 
you'll work with us to spread this 
happiness far and wide."
"いいかな、何か＜赤で染色した衣装＞か
＜我らと同じ衣装＞を探して着て見せてくれ","Find something dyed red or 
wear the same outfit as us, 
and show me."
"衣装の次は、マルコとミーア
それぞれから特別な挨拶について聞いてくれ","Next, ask Marco and Mia about their special 
greetings, one from each of them."
"覚者様、＜赤く染色した装備＞か
＜私どもと同じ衣装＞は見つかりましたか？
クラフトルームで装備の染色が可能でございます
おっと、流石にご存じでしたか、失礼いたしました","Ser Arisen, have you found <red-dyed equipment> 
or <outfits like ours>? 
You can dye your gear in the crafting room. 
Oh, my apologies, you probably already knew that."
"どうです？　＜赤く染色した装備＞か
＜あたしたちと同じ衣装＞ありましたか？
早く着て見せてください！
この衣装、キャメロンさんの所にありますよ","How did it go? Did you find the <red-dyed 
equipment> or <outfits like ours>? 
Hurry and wear them to show me! 
They're available at Cameron's place."
"＜メリークリスマス＞
それは誰もが幸せな気持ちになる
たいへん素晴らしい言葉でございます","<Merry Christmas> 
That is a phrase that brings happiness to all, 
truly a wonderful expression."
"親しい人とも、そうでない人とも
みんなでメリークリスマス！
挨拶すれば、みーんなハッピー！","To friends and even strangers, 
Merry Christmas to all! 
When we greet one another, 
everyone becomes happy!"
