"old","new"
"ギルスタンという名に聞き覚えはあるか？","Does the name Gilstan ring a bell?"
"――その様子では知らないようだな
となれば、好都合だ
おまえに頼むことにしよう","――It seems you're unaware of them.
Well, that works out conveniently.
I'll entrust you with it."
"おれは《ブラッドオーブ》に頼らずに
白竜の石化を食い止める――
あるいは症状を改善する方法を探していた","I've been searching for a way to stop
the petrification of the White Dragon,
or at least improve its condition, 
without relying on the ""Blood Orb."""
"《ブラッドオーブ》は稀少なくせに
効果が大きいとは言い難いからな","Blood Orbs may be rare, but it's hard to say that 
its effects are significant."
"しかし、賛同者たちの協力にもかかわらず
これまで、まったくと言っていいほど
他の方法は見つかっていない","However, despite the cooperation of supporters, 
so far, there has been no other method found."
"それらしいウワサ話は幾つも聞いたが
確認してみると、いい加減なものばかりだった","I heard several plausible rumors,
but when I checked, they were all just baseless."
"そして今、新たな情報が入った
古文書を多数所持している者がいて
その文書には失われた知識が
幾つも記されているということだ","And now, new information has come in. 
There is someone who possesses numerous 
ancient documents, and it is said that these 
documents contain countless pieces of 
lost knowledge."
"我々が求めている情報もあるかもしれない","There may also be information that we are seeking."
"持ち主の名はギルスタン
人間と覚者を忌み嫌う老ゴブリンだ
はるか東の洞窟に住んでいる","The name of the owner is Gilstan. He is an old 
Goblin who despises humans and Arisen. 
He lives in a cave far to the east."
"そこへ行って古文書を譲り受ける――
あるいは奪い取る――
方法はおまえに任せるから引き受けてくれ","Go there and accept the ancient document---
or snatch it away---
I'll leave the method up to you, 
so please accept the task."
"古文書の持ち主の名はギルスタン
遠い東の洞窟に住む老ゴブリンだ","The name of the owner of the ancient document is 
Gilstan.
He is an old Goblin who lives in a distant cave 
to the east."
"なるべく、穏便にな","As peacefully as possible."
"残念ながらごくわずかではありますが
白竜様のうろこがまた石となってしまいました","Unfortunately, a few of the White Dragon's scales
have once again turned to stone."
"《ブラッドオーブ》さえあれば――","If only I had Blood Orbs..."
"もし時間があるなら魔物を倒して
《ブラッドオーブ》を持ち帰るんだ
あれは幾らあっても足りないということはない","If you have time, defeat the enemies and 
bring back the Blood Orbs.
You can never have enough of them."
"イリスはどこにいるんだろうね――","I wonder where Iris is--"
"フン――人か――しかも覚者だな！","Hmph—A human—And an Arisen, no less!"
"まったく――
追い出しても倒しても、こりずに来やがル","Truly--

No matter how many times you drive them away or 
knock them down, they just keep coming back."
"ナんだ？　古文書？　ナんだそれは？
ああ、本か――あのよく燃えるヤツだな
それを欲しいというのか？","What is it?　Ancient documents?　What's that?
Oh, books--those flammable things.
You want some of those?"
"ほう――へぇ――よし、わかったヨ
頼みをきいてくれたらアレをくれてやってもいい
外に魔物がいっぱい住みついて困ってるんダ
ヤツらを退治してくれ","Oh—Hmm—Alright, got it.
If you help me out, I'll give you that.
There are lots of monsters outside causing trouble.
Get rid of them for me."
"そしたら、あれこれ、良くしてやるヨ","Then, I'll do this and that to help you out."
"なんだ？　引き受けておいて何してル？
ゴブリンをなめるなヨ？","What? You accepted the task, 
so why aren't you doing anything?
Don't underestimate goblins, alright?"
